Affymetrix ID,Gene Symbol,RefSeq,P value (Middle/Young),Ratio (Middle/Young),P value (Old/Young),Ratio (Old/Young),P value (Senescent/Young),Ratio (Senescent/Young)
7894449,,---,1.94E-01,0.87,4.36E-03,0.69,2.21E-06,0.37
7969613,GPC6,NM_005708,3.14E-03,0.73,8.22E-04,0.67,1.41E-06,0.41
8131967,,---,8.47E-04,0.68,2.40E-05,0.54,6.03E-06,0.45
7965760,DEPDC4,NM_152317,1.21E-01,0.88,7.19E-03,0.76,3.09E-06,0.47
7987315,ACTC1,NM_005159,4.09E-04,0.34,5.03E-06,0.16,2.05E-05,0.17
8127534,C6orf150,NM_138441,7.45E-01,0.96,1.40E-01,0.83,4.95E-06,0.36
7942527,POLD3,NM_006591,1.25E-01,0.83,7.65E-04,0.58,8.86E-06,0.36
8094719,N4BP2,NM_018177,1.85E-01,0.89,6.50E-02,0.84,1.11E-05,0.49
7957715,NEDD1,NM_001135175,5.38E-01,0.95,4.98E-02,0.82,9.99E-06,0.48
7969374,C13orf34,NM_024808,2.35E-01,0.83,5.66E-03,0.58,2.68E-06,0.23
8156290,CKS2,NM_001827,3.49E-01,0.89,3.50E-02,0.74,1.97E-06,0.31
8128383,COQ3,NM_017421,6.82E-01,0.95,3.67E-03,0.65,1.75E-05,0.4
7902565,LPHN2,NM_012302,4.80E-04,0.56,8.49E-06,0.38,1.62E-05,0.37
7894054,,---,2.90E-01,0.85,3.41E-02,0.69,1.02E-03,0.48
8078248,HMGB1,NM_002128,3.01E-01,0.91,5.05E-03,0.72,3.26E-06,0.41
8008784,PRR11,NM_018304,2.26E-01,0.86,1.50E-02,0.7,1.77E-06,0.3
8015769,BRCA1,NR_027676,1.33E-01,0.77,2.77E-03,0.51,3.19E-06,0.2
7894583,,---,5.09E-02,0.84,4.57E-03,0.74,1.77E-06,0.44
7894116,,---,6.35E-03,0.75,6.52E-03,0.74,7.52E-06,0.46
7895247,,---,4.16E-01,0.92,3.16E-03,0.67,2.24E-05,0.44
8134869,PCOLCE,NM_002593,4.88E-02,0.86,4.91E-01,0.95,1.59E-06,0.48
7948910,SNORD25,NR_002565,1.04E-01,0.75,1.66E-02,0.61,8.43E-06,0.23
7991425,,---,5.12E-01,0.94,3.68E-02,0.8,5.68E-06,0.43
8138527,MGC87042,BC066301,4.26E-02,0.69,2.42E-03,0.51,2.05E-06,0.19
7938293,SNORA45,NR_002977,1.93E-01,0.88,1.68E-02,0.76,6.10E-06,0.44
8115164,,---,4.37E-01,0.93,4.54E-02,0.82,3.05E-06,0.44
8112709,C5orf37,NM_001099271,3.43E-01,0.92,4.15E-03,0.73,7.45E-06,0.48
7894877,,---,9.68E-01,0.99,5.81E-02,0.74,3.47E-05,0.35
8045697,RIF1,NM_018151,5.15E-01,0.94,1.07E-02,0.75,9.69E-06,0.47
7901931,EFCAB7,NM_032437,1.67E-02,0.79,1.68E-03,0.7,1.16E-06,0.41
7961026,OVOS,BX647938,5.43E-03,0.78,3.26E-05,0.61,2.68E-06,0.49
8102076,CENPE,NM_001813,4.11E-01,0.87,2.21E-02,0.63,4.54E-06,0.21
7971373,,---,3.37E-01,1.14,9.85E-02,0.78,4.16E-05,0.37
7894226,,---,1.07E-02,0.8,5.69E-04,0.69,2.25E-06,0.48
8122440,LTV1,NM_032860,7.53E-01,0.98,1.58E-02,0.79,4.61E-06,0.48
7974533,PELI2,NM_021255,1.09E-01,0.83,1.35E-03,0.62,5.81E-06,0.37
8169073,TMSB15B,NM_194324,1.59E-01,0.84,1.91E-03,0.62,3.68E-06,0.33
7984540,KIF23,NM_138555,7.22E-01,0.95,3.58E-02,0.71,7.10E-06,0.3
8048749,KCNE4,NM_080671,1.84E-04,0.63,1.43E-05,0.52,6.50E-06,0.45
8171561,SCML2,NM_006089,5.86E-01,1.05,5.20E-02,0.8,2.55E-05,0.47
8077899,PPARG,NM_138712,3.11E-02,1.26,2.48E-01,1.13,4.32E-05,0.49
7965486,CCDC41,NM_016122,9.95E-01,1,3.00E-02,0.78,2.12E-05,0.48
7940153,FAM111A,NM_022074,3.10E-01,0.91,1.70E-02,0.76,6.55E-06,0.43
8081362,CEP97,NM_024548,3.12E-01,0.91,1.04E-02,0.75,1.10E-05,0.47
7976336,UBR7,NM_175748,1.45E-01,0.87,2.92E-02,0.79,1.08E-05,0.46
8027345,ZNF492,NM_020855,1.59E-01,0.87,1.92E-03,0.68,2.59E-05,0.48
8144226,,---,2.50E-01,0.88,2.98E-02,0.75,3.16E-05,0.43
7893575,,---,2.91E-01,0.85,4.70E-02,0.7,2.17E-05,0.3
8154823,ANKRD18B,ENST00000290943,9.75E-01,0.99,5.98E-02,0.7,7.62E-06,0.24
8029465,BCL3,NM_005178,3.85E-04,0.7,5.96E-04,0.7,1.27E-06,0.46
8152477,RAD21,NM_006265,1.90E-01,0.89,2.52E-03,0.72,7.39E-06,0.49
7909730,KCNK2,NM_001017425,6.46E-02,1.42,1.11E-01,0.73,9.72E-05,0.31
7895241,,---,4.82E-03,0.77,8.94E-04,0.71,1.94E-06,0.47
7967386,MPHOSPH9,NM_022782,2.46E-01,0.87,3.89E-03,0.65,7.61E-06,0.36
7893365,,---,9.50E-01,1.01,1.29E-01,0.81,4.55E-05,0.41
8139212,GLI3,NM_000168,5.31E-03,0.72,9.24E-05,0.55,2.31E-06,0.37
8105842,CENPH,NM_022909,1.06E-01,0.75,1.24E-03,0.47,6.10E-06,0.22
7944913,CCDC15,NM_025004,6.98E-01,0.94,8.71E-03,0.61,1.33E-05,0.29
8035838,ZNF724P,AK301230,4.29E-01,0.87,2.94E-02,0.65,5.59E-06,0.22
7895901,,---,2.52E-01,0.89,2.13E-02,0.76,1.46E-05,0.45
7929078,KIF20B,NM_016195,4.79E-01,0.88,1.64E-02,0.59,6.79E-06,0.2
7903214,LPPR4,NM_014839,5.70E-04,2.14,4.37E-01,1.15,1.07E-03,0.43
7914851,CLSPN,NM_022111,7.33E-01,0.94,1.22E-02,0.59,1.41E-05,0.24
7893484,,---,8.69E-02,0.79,2.98E-02,0.72,1.19E-05,0.34
8059413,DOCK10,NM_014689,7.63E-01,1.04,2.44E-01,0.86,8.06E-06,0.36
8101143,NUP54,NM_017426,3.52E-01,0.92,1.35E-02,0.78,7.01E-06,0.48
7896319,,---,2.26E-01,0.9,6.17E-03,0.74,3.64E-06,0.44
7905079,HIST2H2AA3,NM_003516,1.89E-01,0.86,1.40E-03,0.63,1.56E-05,0.42
7919619,HIST2H2AA3,NM_003516,1.89E-01,0.86,1.40E-03,0.63,1.56E-05,0.42
7894081,,---,2.64E-02,0.78,1.23E-04,0.55,8.99E-06,0.42
7893074,,---,5.45E-02,0.85,1.40E-03,0.71,6.10E-06,0.5
7976621,VRK1,NM_003384,1.73E-01,0.8,1.14E-02,0.61,1.19E-05,0.27
7894436,,---,2.18E-02,0.81,2.97E-03,0.73,4.21E-06,0.47
8022803,FAM59A,AK297430,5.90E-04,0.68,6.37E-04,0.66,3.58E-06,0.45
7915955,SPATA6,NM_019073,7.33E-05,0.58,5.96E-05,0.55,3.92E-06,0.42
7980496,C14orf145,NM_152446,3.13E-01,0.85,1.86E-02,0.64,1.10E-05,0.26
8160033,SNRPE,NM_003094,1.08E-01,0.87,2.93E-03,0.72,8.32E-06,0.49
7896638,,---,3.08E-01,0.87,2.20E-02,0.69,8.25E-05,0.4
8060835,,---,2.43E-01,0.79,1.35E-03,0.43,5.33E-05,0.25
7895190,,---,3.80E-01,0.92,1.89E-02,0.76,1.49E-05,0.46
8083594,PTX3,NM_002852,7.60E-01,1.04,2.81E-03,1.7,8.98E-04,0.5
7896173,,---,1.28E-01,0.82,4.57E-02,0.75,5.98E-06,0.33
7904131,DCLRE1B,NM_022836,1.51E-01,0.85,1.25E-03,0.62,2.56E-05,0.43
8117422,HIST1H4F,NM_003540,3.27E-01,0.82,6.83E-03,0.51,1.05E-05,0.19
7940600,INCENP,NM_001040694,2.98E-01,0.91,2.65E-02,0.8,1.06E-05,0.49
7971565,LPAR6,NM_005767,1.51E-02,0.81,7.69E-02,0.86,3.72E-06,0.49
7893356,,---,5.58E-01,0.95,8.31E-03,0.74,1.39E-05,0.47
7913571,HNRNPR,NM_001102398,3.33E-01,0.92,6.89E-03,0.75,1.34E-05,0.49
7893258,,---,3.83E-01,0.93,1.35E-02,0.77,9.98E-06,0.47
8128329,C6orf167,NM_198468,5.32E-01,0.91,5.35E-03,0.59,2.31E-05,0.31
7978776,C14orf106,NM_018353,3.60E-01,0.86,1.06E-02,0.6,1.97E-05,0.28
8067167,AURKA,NM_198433,7.69E-01,0.97,2.33E-02,0.79,1.89E-05,0.5
7895975,,---,4.28E-03,0.69,1.77E-02,0.73,8.31E-06,0.39
7909011,MDM4,NM_002393,4.42E-02,0.81,6.07E-03,0.72,5.27E-06,0.42
7988537,CEP152,NM_014985,5.10E-01,0.9,5.98E-03,0.57,2.35E-05,0.29
8081503,DZIP3,NM_014648,8.29E-01,0.98,5.09E-02,0.83,1.10E-05,0.49
8117537,HIST1H4I,NM_003495,1.44E-01,0.79,1.27E-03,0.52,2.20E-05,0.31
8146130,GINS4,NM_032336,3.32E-01,0.88,5.96E-02,0.75,7.30E-06,0.32
8107646,PRDM6,NM_001136239,6.74E-06,0.33,9.86E-06,0.32,3.48E-04,0.42
8073775,FBLN1,NM_006486,6.56E-01,0.96,4.50E-01,1.08,1.74E-05,0.47
7892978,,---,7.69E-02,0.83,5.96E-02,0.81,4.77E-06,0.41
7896327,,---,2.52E-01,0.86,8.84E-04,0.57,3.56E-04,0.49
8023766,RTTN,NM_173630,5.23E-02,0.82,6.60E-04,0.63,2.58E-05,0.47
7915612,PTCH2,ENST00000438067,9.33E-02,0.75,3.97E-03,0.55,4.07E-06,0.22
8094278,NCAPG,NM_022346,4.81E-01,0.87,5.18E-02,0.65,1.21E-05,0.21
7899187,HMGN2,NM_005517,1.66E-01,0.87,1.85E-03,0.68,7.50E-06,0.45
8040223,RRM2,NM_001034,4.27E-01,0.88,1.80E-02,0.62,9.44E-06,0.24
8117389,HIST1H2BE,NM_003523,1.19E-01,0.83,1.16E-03,0.61,3.26E-05,0.43
7954777,ALG10,NM_032834,4.32E-01,0.91,3.74E-02,0.75,2.18E-05,0.39
7907657,RALGPS2,NM_152663,5.07E-01,0.94,5.30E-03,0.71,1.76E-05,0.46
8058940,USP37,NM_020935,1.09E-01,0.85,5.16E-03,0.7,1.95E-05,0.46
8152582,DSCC1,NM_024094,1.03E-01,0.77,5.28E-03,0.59,2.83E-05,0.32
7896005,,---,1.57E-02,0.79,2.01E-03,0.71,5.99E-06,0.47
8005951,SNORD42B,NR_000013,3.05E-02,0.77,5.34E-03,0.68,4.12E-05,0.45
7895507,,---,2.68E-01,0.87,3.20E-02,0.73,2.17E-05,0.38
7892562,,---,4.65E-02,0.81,1.50E-02,0.75,1.74E-05,0.46
8151768,RUNX1T1,NM_175634,7.55E-01,0.96,1.19E-01,0.82,1.30E-05,0.38
7895014,,---,5.39E-01,0.94,2.17E-02,0.74,4.48E-05,0.46
7892832,,---,6.25E-01,0.94,2.23E-03,0.58,1.77E-04,0.43
7895684,,---,6.29E-01,0.94,8.92E-03,0.65,2.09E-05,0.35
7892990,,---,1.48E-01,0.87,7.69E-03,0.73,2.02E-05,0.47
8102389,C4orf21,BC044799,4.22E-01,0.87,1.41E-02,0.59,6.12E-05,0.29
8147049,FABP5,NM_001444,1.57E-01,0.83,2.10E-02,0.7,1.29E-05,0.34
8124144,DEK,NM_003472,5.27E-01,0.92,2.13E-02,0.71,1.91E-05,0.37
8163839,C5,NM_001735,3.91E-01,0.91,6.79E-03,0.7,4.16E-05,0.47
7948420,FABP5,NM_001444,1.79E-01,0.83,2.07E-02,0.69,1.50E-05,0.34
7924069,,---,4.69E-02,0.76,1.85E-02,0.69,6.04E-06,0.32
8180299,,---,5.63E-02,0.73,1.60E-03,0.52,1.02E-05,0.27
8021286,C18orf54,NM_173529,2.15E-01,0.82,1.29E-02,0.63,3.26E-05,0.32
7895410,,---,9.05E-01,1.01,3.22E-03,0.68,5.93E-05,0.49
7984524,PAQR5,NM_001104554,9.79E-02,0.76,4.08E-03,0.55,8.37E-06,0.25
7977674,SUPT16H,NM_007192,2.08E-01,0.87,7.01E-03,0.7,1.68E-05,0.43
8041961,CHAC2,NM_001008708,3.50E-01,0.91,8.13E-03,0.72,6.11E-05,0.49
7932082,CCDC3,NM_031455,5.02E-04,0.37,2.13E-04,0.31,1.54E-02,0.49
8124423,HIST1H2BG,NM_003518,3.33E-02,0.75,1.83E-03,0.6,3.24E-05,0.4
7894963,,---,4.86E-01,0.92,8.95E-02,0.8,2.09E-04,0.49
8148124,MTBP,NM_022045,2.69E-01,0.82,1.26E-02,0.58,4.38E-05,0.28
8050427,FAM49A,NM_030797,9.63E-04,0.55,3.83E-04,0.49,9.79E-05,0.39
7965322,KITLG,NM_000899,4.43E-01,1.14,2.20E-01,0.8,7.88E-05,0.32
7982287,ARHGAP11B,NM_001039841,6.21E-01,0.91,9.78E-02,0.7,5.94E-05,0.26
8015349,KRT19,NM_002276,6.86E-05,0.46,7.40E-04,0.54,2.18E-04,0.45
7965565,USP44,NM_032147,7.64E-02,0.78,6.97E-02,0.76,5.12E-06,0.31
7955890,HNRNPA1,NM_031157,2.36E-01,0.86,4.05E-02,0.75,1.47E-05,0.37
8095187,CEP135,NM_025009,6.04E-01,0.94,4.43E-02,0.74,6.80E-05,0.41
7896102,,---,9.22E-01,1.01,2.92E-01,0.85,6.59E-04,0.46
8120165,CENPQ,NM_018132,2.03E-01,0.83,1.30E-02,0.65,6.58E-05,0.37
7908988,SNRPE,NM_003094,1.77E-01,0.88,6.45E-03,0.73,2.37E-05,0.5
7892644,,---,4.00E-01,0.89,1.02E-02,0.66,1.94E-05,0.36
7893823,,---,1.92E-01,0.83,3.11E-02,0.7,3.00E-05,0.34
7893315,,---,2.18E-01,0.86,1.84E-02,0.7,1.27E-04,0.45
8035855,ZNF681,NM_138286,4.22E-02,0.75,5.95E-03,0.64,1.69E-05,0.36
7983594,DUT,NM_001025248,1.16E-01,0.83,1.69E-03,0.63,2.18E-05,0.42
8116530,SNORD96A,NR_002592,9.99E-02,0.84,2.56E-02,0.77,3.14E-05,0.48
7894712,,---,2.22E-02,0.77,1.17E-03,0.63,8.78E-06,0.41
7894539,,---,3.84E-01,0.91,1.24E-01,0.83,3.83E-05,0.46
7893110,,---,1.26E-01,0.83,1.12E-02,0.69,1.39E-05,0.37
7894701,,---,8.38E-01,0.97,4.06E-02,0.71,7.74E-04,0.47
8034097,LOC147727,NR_024333,9.71E-02,0.82,4.71E-03,0.66,1.34E-05,0.39
7894167,,---,5.99E-01,0.93,1.32E-01,0.8,1.62E-04,0.44
8027254,ZNF90,NM_007138,1.74E-02,0.72,4.72E-03,0.65,4.95E-05,0.42
7951734,ZW10,NM_004724,2.49E-01,0.89,1.62E-02,0.76,3.15E-05,0.49
7895789,,---,6.71E-01,0.94,9.04E-03,0.63,7.25E-05,0.38
8098556,CCDC111,NM_152683,1.47E-01,0.83,1.22E-02,0.69,3.03E-05,0.4
8041542,GALM,NM_138801,1.45E-02,0.78,1.28E-03,0.67,6.41E-06,0.45
8095080,PDGFRA,NM_006206,9.87E-05,0.58,5.14E-04,0.62,1.17E-05,0.44
7916898,DEPDC1,NM_001114120,4.18E-01,0.86,7.74E-02,0.69,2.57E-05,0.24
7968015,TNFRSF19,NM_148957,1.36E-02,0.7,4.74E-02,0.75,5.43E-06,0.32
7952673,FLJ45950,AK127847,1.27E-01,0.83,3.31E-03,0.64,2.90E-05,0.41
7894936,,---,1.87E-01,1.21,7.69E-01,0.96,6.72E-04,0.47
8142697,POT1,NR_003102,8.71E-02,0.85,3.87E-03,0.71,1.87E-05,0.49
7993664,CP110,NM_014711,4.17E-01,0.9,2.60E-02,0.72,4.07E-05,0.4
7972674,C13orf27,NM_138779,1.67E-01,0.83,9.17E-03,0.66,6.49E-05,0.41
7904158,OLFML3,NM_020190,2.88E-01,0.9,4.54E-01,0.93,1.67E-05,0.48
8056102,CD302,NM_014880,8.96E-01,0.99,2.09E-01,0.86,3.93E-05,0.45
8088436,C3orf67,BC050317,6.50E-02,0.83,9.07E-03,0.74,1.14E-05,0.46
8057506,FRZB,NM_001463,4.64E-04,0.65,4.50E-05,0.54,2.26E-05,0.48
8035808,ZNF100,NM_173531,1.96E-01,0.86,2.90E-02,0.75,7.50E-05,0.46
7964347,TMEM194A,NM_001130963,5.61E-01,0.94,1.04E-02,0.71,1.04E-04,0.49
7896523,,---,2.99E-02,0.72,3.06E-02,0.7,1.75E-05,0.33
8083471,SGEF,NM_015595,1.64E-02,0.67,3.61E-04,0.48,1.04E-04,0.38
8121130,,---,2.19E-01,0.85,1.50E-02,0.69,6.93E-05,0.42
7895976,,---,1.48E-01,0.83,2.46E-02,0.72,2.11E-05,0.38
7974341,GNG2,NM_053064,3.18E-02,0.74,1.68E-02,0.7,7.79E-06,0.34
8134036,STEAP2,NM_152999,9.48E-03,0.71,2.06E-04,0.53,1.67E-04,0.49
8013015,CENPV,NM_181716,9.79E-01,1,1.73E-01,0.79,2.19E-04,0.39
7894440,,---,5.76E-01,0.94,2.70E-02,0.74,1.66E-04,0.49
8083737,,---,3.52E-01,0.84,6.32E-03,0.53,9.29E-05,0.29
7954789,ALG10B,NM_001013620,5.52E-01,0.92,7.41E-02,0.76,8.84E-05,0.4
8005547,SNORD3A,NR_006880,1.42E-02,0.75,4.61E-03,0.68,2.51E-05,0.45
8005553,SNORD3A,NR_006880,1.42E-02,0.75,4.61E-03,0.68,2.51E-05,0.45
8013323,SNORD3A,NR_006880,1.42E-02,0.75,4.61E-03,0.68,2.51E-05,0.45
8013325,SNORD3A,NR_006880,1.42E-02,0.75,4.61E-03,0.68,2.51E-05,0.45
8013329,SNORD3A,NR_006880,1.42E-02,0.75,4.61E-03,0.68,2.51E-05,0.45
8140668,SEMA3A,NM_006080,3.75E-01,0.9,4.77E-02,0.76,3.18E-05,0.41
7895855,,---,9.68E-01,0.99,2.51E-01,0.85,2.68E-04,0.47
7989501,CA12,NM_001218,4.80E-01,0.93,4.93E-02,0.78,1.47E-04,0.5
7954527,ARNTL2,NM_020183,5.86E-01,0.94,9.11E-02,0.8,7.01E-05,0.44
7893950,,---,3.23E-01,0.86,1.99E-03,0.55,1.95E-04,0.41
7894108,,---,1.00E-01,0.83,9.50E-03,0.7,6.95E-05,0.47
8174189,TMSB15A,NM_021992,5.75E-01,0.89,1.98E-02,0.57,6.30E-05,0.25
7897378,PER3,NM_016831,9.04E-01,0.98,1.97E-02,0.7,6.23E-05,0.41
7963142,FAIM2,NM_012306,1.42E-03,0.66,2.28E-02,0.75,8.19E-05,0.5
8106931,ANKRD32,NM_032290,4.02E-01,0.87,1.63E-02,0.61,1.50E-04,0.34
7895429,,---,8.47E-01,0.98,4.92E-01,0.91,5.33E-05,0.39
8120411,PRIM2,NM_000947,5.67E-01,0.94,4.10E-02,0.77,6.41E-05,0.46
7894461,,---,4.15E-01,0.87,8.40E-02,0.71,1.24E-04,0.32
8057554,CACYBP,NM_014412,6.64E-01,0.95,3.13E-02,0.74,1.03E-04,0.46
8060997,SPTLC3,NM_018327,3.05E-03,0.42,3.25E-04,0.29,1.68E-04,0.22
8118259,MSH5,NM_025259,4.23E-02,0.78,1.38E-03,0.62,1.02E-04,0.48
8162533,PTCH1,NM_001083603,1.33E-02,0.71,3.74E-03,0.63,1.89E-04,0.47
8122150,EYA4,NM_004100,4.30E-03,0.47,2.22E-03,0.41,1.62E-05,0.17
7893380,,---,4.24E-02,0.75,2.74E-02,0.71,5.57E-05,0.4
7982712,C15orf23,NM_033286,3.92E-01,0.91,4.11E-02,0.76,6.01E-05,0.45
7916018,,---,5.48E-01,0.93,7.47E-02,0.78,4.20E-04,0.5
8019885,SMCHD1,NM_015295,6.03E-01,0.94,6.30E-02,0.78,9.45E-05,0.46
8103706,AADAT,NM_016228,1.28E-01,0.85,6.92E-03,0.71,5.08E-05,0.49
7895005,,---,5.04E-01,0.91,8.78E-02,0.76,8.86E-05,0.38
8122142,SNORD101,NR_002434,2.63E-01,0.88,1.20E-02,0.72,3.94E-05,0.45
7903049,CCDC18,NM_206886,5.23E-01,0.9,4.00E-02,0.68,8.83E-05,0.35
8043036,DHFR,AK293146,1.81E-01,0.8,3.06E-02,0.66,4.74E-05,0.31
7895260,,---,3.20E-01,0.89,5.07E-02,0.77,6.68E-05,0.45
7892570,,---,2.70E-01,0.85,8.85E-02,0.76,3.06E-04,0.44
7894075,,---,8.23E-01,0.97,1.05E-01,0.78,2.54E-04,0.45
8122222,PDE7B,NM_018945,7.15E-01,1.08,1.35E-02,0.55,1.82E-04,0.29
7992795,THOC6,NM_024339,8.50E-03,0.63,9.71E-04,0.5,8.90E-05,0.36
7892980,,---,5.87E-01,0.9,3.62E-01,0.83,1.07E-04,0.29
7922416,SNORD75,NR_003941,8.42E-01,1.02,3.28E-01,0.89,2.08E-04,0.5
7997839,CDT1,NM_030928,2.52E-02,0.72,7.02E-03,0.65,5.69E-05,0.4
7894329,,---,9.88E-01,1,6.17E-02,0.78,2.04E-04,0.5
7965855,NUP37,NM_024057,6.54E-01,0.95,5.93E-02,0.77,1.26E-04,0.46
7895959,,---,3.00E-01,0.86,7.41E-02,0.75,6.29E-04,0.47
7984353,SMAD6,NR_027654,2.17E-01,0.88,1.22E-03,0.64,7.82E-05,0.49
7895624,,---,7.18E-02,0.7,2.83E-01,0.8,4.98E-04,0.36
8117598,HIST1H4J,NM_021968,5.94E-01,0.89,2.37E-02,0.56,1.36E-04,0.26
8066260,SNORA71C,NR_003017,1.45E-01,0.84,7.33E-02,0.79,3.66E-05,0.43
7979963,DPF3,NM_012074,2.86E-01,0.86,1.34E-01,0.8,8.32E-05,0.4
7895150,,---,5.03E-01,0.87,3.86E-02,0.6,3.33E-04,0.29
8102792,PCDH18,NM_019035,6.54E-02,0.71,5.21E-02,0.68,2.19E-05,0.26
7894196,,---,7.02E-03,0.62,3.54E-02,0.69,2.13E-05,0.3
8045816,GPD2,NM_001083112,9.87E-01,1,2.44E-02,0.69,1.18E-04,0.41
8117458,BTN3A1,NM_001145009,2.95E-01,0.87,6.27E-01,0.93,4.29E-05,0.39
7901052,SNORD38B,NR_001457,5.89E-01,0.93,2.82E-01,0.86,2.67E-04,0.46
8124521,HIST1H4K,NM_003541,5.43E-01,0.86,2.51E-02,0.53,1.47E-04,0.22
7895490,,---,1.17E-01,0.84,2.98E-02,0.76,7.56E-05,0.49
8171879,LOC389842,XM_372200,9.00E-02,0.81,1.63E-03,0.61,2.29E-04,0.5
8035789,ZNF826,NM_001039884,9.95E-04,0.54,5.63E-04,0.49,7.26E-04,0.46
7906954,PBX1,NM_002585,2.05E-03,0.58,1.96E-03,0.55,3.66E-05,0.34
7895630,,---,2.50E-01,0.8,2.91E-02,0.61,6.96E-05,0.26
8118322,SNORD52,NR_002742,5.14E-01,0.9,1.13E-01,0.75,1.25E-04,0.35
8119161,PIM1,NM_002648,7.49E-03,0.62,1.42E-02,0.64,2.14E-04,0.4
7894801,,---,1.65E-01,0.82,2.04E-02,0.68,8.36E-05,0.4
8138912,LSM5,NR_024466,9.59E-02,0.8,7.54E-03,0.65,1.41E-04,0.44
7904106,MAGI3,NM_152900,1.73E-01,0.86,2.90E-02,0.76,9.81E-05,0.5
8117600,HIST1H2BN,NM_003520,1.42E-01,0.8,9.07E-03,0.62,2.09E-04,0.41
8089714,LSAMP,NM_002338,1.77E-01,0.8,1.80E-02,0.64,3.56E-04,0.41
7894587,,---,5.38E-03,0.6,1.89E-03,0.53,1.50E-04,0.37
7895788,,---,8.50E-01,1.03,5.42E-02,0.69,1.28E-03,0.44
7895371,,---,8.14E-01,1.04,1.72E-01,0.77,1.11E-03,0.43
7893204,,---,2.74E-01,0.84,1.05E-01,0.75,1.83E-03,0.48
7895367,,---,3.13E-02,0.66,1.76E-03,0.48,7.44E-04,0.4
7925672,ZNF670,NM_033213,7.41E-01,0.95,3.65E-01,0.86,7.25E-04,0.43
7892961,,---,6.52E-01,0.9,4.17E-01,0.82,2.13E-04,0.25
7895902,,---,1.28E-01,0.77,4.58E-02,0.69,1.57E-04,0.36
7893472,,---,1.18E-01,0.8,1.13E-02,0.66,4.61E-04,0.47
7950810,SYTL2,NM_206927,8.72E-03,0.63,8.15E-04,0.49,6.89E-05,0.35
8114470,LRRTM2,NM_015564,3.37E-03,0.64,2.05E-02,0.71,4.48E-05,0.41
8073680,,---,1.03E-02,0.68,1.75E-01,0.82,1.32E-04,0.43
7893669,,---,2.19E-01,0.77,1.66E-01,0.73,3.25E-04,0.31
7894422,,---,2.82E-01,0.86,8.26E-02,0.76,4.43E-04,0.47
7919560,,---,6.19E-02,0.76,2.48E-02,0.7,2.20E-04,0.44
7995354,ORC6L,NM_014321,4.91E-01,0.87,6.82E-02,0.67,2.55E-04,0.31
7892526,,---,1.39E-01,0.76,2.75E-02,0.63,1.51E-03,0.44
8092055,SLC7A14,NM_020949,5.29E-01,0.92,3.46E-01,0.87,3.60E-04,0.47
7892552,,---,2.61E-01,1.19,8.97E-02,0.74,1.96E-03,0.49
7916853,DIRAS3,NM_004675,1.75E-04,0.36,2.34E-03,0.46,1.17E-03,0.38
8018864,SOCS3,NM_003955,8.36E-03,0.7,2.41E-03,0.63,6.94E-05,0.45
7896021,,---,6.48E-02,0.78,1.56E-02,0.7,1.02E-04,0.44
7915592,RNU5F,M77840,6.36E-02,0.5,3.71E-02,0.43,1.18E-04,0.1
7919556,,---,6.41E-02,0.77,2.71E-02,0.71,2.48E-04,0.46
8162039,C9orf64,NM_032307,8.74E-03,0.64,7.33E-03,0.62,1.61E-04,0.4
7894660,,---,4.64E-01,0.86,3.88E-02,0.61,4.58E-04,0.32
8151816,GEM,NM_005261,2.60E-02,0.6,1.13E-02,0.52,9.48E-05,0.25
8160284,HAUS6,NM_017645,8.15E-01,0.96,3.56E-02,0.68,7.54E-04,0.44
7894760,,---,7.77E-01,0.96,3.00E-01,0.86,7.60E-04,0.49
7896597,,---,4.38E-01,0.87,1.14E-02,0.58,7.76E-04,0.4
8052554,FAM161A,NM_032180,6.28E-02,0.77,2.87E-02,0.71,2.57E-04,0.45
7973036,PARP2,NM_005484,1.87E-01,0.83,1.75E-02,0.68,7.22E-04,0.49
7892952,,---,2.75E-01,0.87,2.50E-02,0.72,3.70E-04,0.49
7895471,,---,3.35E-01,0.86,7.18E-02,0.72,8.34E-04,0.44
7919984,SELENBP1,NM_003944,9.85E-02,0.82,1.07E-01,0.82,1.07E-04,0.48
8054437,ANAPC1,NM_022662,1.62E-01,0.83,1.59E-02,0.69,3.53E-04,0.49
7893657,,---,4.56E-01,0.89,2.52E-01,0.82,4.84E-04,0.42
7894124,,---,4.10E-02,0.73,1.27E-02,0.65,1.90E-04,0.42
7922391,CENPL,NM_001127181,2.32E-01,0.85,4.52E-02,0.73,8.41E-04,0.5
7895085,,---,4.07E-01,0.88,5.22E-03,0.57,1.82E-03,0.48
7894451,,---,9.39E-01,0.99,4.74E-02,0.65,1.66E-03,0.41
7893548,,---,8.48E-01,0.97,1.21E-02,0.61,1.94E-03,0.48
8133902,,---,4.01E-01,0.89,1.94E-02,0.68,5.56E-04,0.47
7916493,PPAP2B,NM_003713,2.83E-01,0.85,8.47E-04,0.52,6.49E-04,0.47
8012906,,---,3.15E-03,0.55,4.03E-04,0.43,1.32E-03,0.44
7893790,,---,9.46E-01,0.99,2.35E-01,0.79,4.86E-04,0.38
7902396,SNORD45C,NR_003042,3.23E-01,0.87,3.79E-02,0.72,4.36E-04,0.47
8127903,KIAA1009,NM_014895,3.86E-01,0.86,4.42E-02,0.67,3.20E-04,0.37
