Name,Description,C9a,C9b,C9c,E9a,E9b,E9c
SSB,na,108.93,133.21,174.51,109.68,115.05,196.23
NAB1,na,30.22,29.02,28.53,25.53,38.37,29.52
CDK15,na,30.37,26.96,25.42,28.55,25.08,24.38
PPIG,na,34.65,35.17,42.49,30.37,41.27,46.41
FASTKD1,na,7.73,8.76,8.83,6.39,4.94,12.76
MDH1B,na,0.17,0.00,0.41,0.00,0.15,0.47
HECW2,na,1.02,1.56,1.08,2.60,2.50,1.43
IDH1,na,53.31,62.04,91.91,48.74,54.61,100.71
OLA1,na,53.72,58.08,97.06,59.09,64.77,85.99
CIR1,na,25.54,31.03,32.27,23.13,32.33,33.22
SSFA2,na,90.54,114.53,53.93,89.59,117.79,66.70
CHRNA1,na,16.57,18.81,2.44,18.14,18.51,2.48
FAM117B,na,13.40,13.03,7.63,12.97,15.45,8.33
WDR12,na,17.65,10.24,14.48,10.94,14.55,24.74
ABI2,na,44.58,38.52,41.32,38.82,32.30,38.98
ITGAV,na,140.32,142.38,172.29,144.71,128.50,180.07
SLC40A1,na,2.71,1.45,2.92,2.04,2.88,2.28
SLC35A5,na,32.48,25.51,33.68,33.88,39.13,39.58
DIRC2,na,15.46,14.84,13.58,10.75,14.16,18.07
SENP7,na,5.79,5.13,7.07,4.71,5.06,9.28
GUCA1C,na,0.00,0.00,0.00,0.00,0.00,0.00
CCDC54,na,0.00,0.07,0.00,0.00,0.00,0.08
COX17,na,26.27,24.12,35.45,31.11,25.73,27.49
PARP9,na,6.86,8.07,9.76,8.25,6.51,11.39
MNS1,na,0.33,0.20,2.04,0.87,0.49,1.28
USP8,na,26.58,28.86,36.50,24.86,36.69,33.88
SECISBP2L,na,38.15,37.03,25.67,30.30,37.74,34.96
TMOD3,na,66.57,64.54,54.85,56.66,64.37,74.65
SPPL2A,na,70.80,80.78,48.99,61.34,57.14,67.90
GLCE,na,25.58,24.15,25.44,23.65,23.68,29.91
SHF,na,3.00,2.33,7.22,2.61,1.79,2.61
APH1B,na,27.07,28.93,16.09,22.28,24.04,19.41
INTS14,na,20.18,18.93,22.84,20.32,24.91,28.95
CILP,na,0.00,0.03,0.00,0.02,0.00,0.04
PARP16,na,5.87,5.35,4.70,4.36,9.95,3.46
PPCDC,na,4.91,3.86,8.09,10.34,3.77,8.51
HCN4,na,0.00,0.00,0.00,0.00,0.00,0.00
SEMA7A,na,51.98,45.61,26.94,58.28,49.85,27.42
UBL7,na,44.44,45.23,47.36,45.86,47.52,43.54
ARHGAP24,na,7.79,9.42,7.48,7.44,7.57,7.50
FAM13A,na,42.67,39.27,24.69,41.45,39.66,29.78
HERC3,na,32.57,32.75,37.89,31.94,28.67,38.68
HERC6,na,0.24,1.28,0.94,0.58,0.30,0.76
HERC5,na,0.08,0.11,0.03,0.10,0.06,0.04
PCDH10,na,0.31,0.22,0.32,0.28,0.39,0.79
NDST4,na,0.00,0.00,0.00,0.00,0.00,0.00
ZGRF1,na,1.51,1.60,1.64,2.63,1.30,3.71
AP1AR,na,7.57,8.04,8.07,5.52,8.86,12.29
COPS4,na,43.38,48.36,46.89,35.48,49.89,49.22
HNRNPD,na,139.73,144.40,295.42,146.07,121.42,334.63
PRKG2,na,0.13,0.62,0.87,0.17,0.14,0.42
RASGEF1B,na,0.28,0.30,2.80,1.39,0.63,2.44
SEC31A,na,219.54,241.09,204.26,232.11,252.31,218.30
FGF5,na,88.74,89.27,27.06,97.82,89.82,42.75
GPAT3,na,5.93,3.18,3.28,3.78,2.78,3.41
IL21,na,0.00,0.00,0.00,0.00,0.00,0.00
FGF2,na,16.26,14.95,20.51,17.47,13.72,17.01
BBS7,na,13.29,15.28,16.72,14.75,14.67,15.47
KIAA1109,na,43.75,53.03,38.15,45.83,51.41,47.02
BMPR1B,na,0.42,0.45,0.24,0.91,0.27,0.43
RAP1GDS1,na,72.95,80.34,63.92,71.72,83.33,71.02
LARP1B,na,21.98,23.56,19.63,21.46,23.01,24.98
MMRN1,na,0.00,0.00,0.00,0.00,0.00,0.00
PDE5A,na,209.77,238.57,322.96,195.12,179.19,304.52
PRDM5,na,4.62,3.72,6.52,4.19,4.52,6.21
TRPC3,na,2.35,2.63,1.60,2.56,2.19,2.72
NAAA,na,64.40,78.49,27.41,75.97,77.70,26.94
NUP54,na,22.60,23.05,23.08,21.86,24.48,32.28
CXCL9,na,0.07,0.00,0.00,0.04,0.00,0.00
BMP2K,na,11.49,13.59,15.36,11.63,12.82,14.63
G3BP2,na,110.93,112.93,123.51,112.65,116.74,132.00
SEPT11,na,210.92,201.31,241.18,232.13,188.93,287.12
FRAS1,na,1.24,0.77,0.15,0.75,0.42,0.14
SCARB2,na,144.96,152.51,146.22,152.41,178.77,170.71
CCNG2,na,50.63,43.92,36.38,48.73,42.98,38.75
CNOT6L,na,8.23,8.29,9.11,9.75,10.13,9.14
USO1,na,158.07,159.33,173.83,160.92,158.84,186.17
CDKL2,na,0.00,0.09,0.00,0.10,0.28,0.00
SHROOM3,na,15.74,24.34,6.80,14.86,26.15,11.55
ANXA3,na,24.50,33.41,14.16,26.49,24.83,16.92
PPA2,na,58.70,52.51,62.76,46.82,47.14,62.80
CENPE,na,3.01,2.87,4.32,3.53,2.87,7.20
GSTCD,na,3.81,3.25,3.69,4.42,3.94,3.86
INTS12,na,13.14,20.25,19.85,13.64,17.25,17.11
ENPEP,na,0.04,0.03,0.09,0.11,0.00,0.29
CASP6,na,25.83,22.76,35.17,14.95,19.96,31.80
LEF1,na,0.70,0.00,0.33,0.07,0.00,0.41
HADH,na,15.19,17.89,11.35,16.99,21.58,13.85
EGF,na,0.88,0.06,0.65,0.03,0.48,0.94
PAPSS1,na,68.87,59.63,84.94,63.37,58.36,89.33
SEC24B,na,20.73,18.51,19.74,20.45,22.65,20.35
C4orf17,na,0.00,0.00,0.00,0.00,0.00,0.00
PPP3CA,na,29.99,35.43,31.61,31.49,35.34,36.88
SLC39A8,na,0.40,0.58,0.10,0.76,0.23,0.28
MTTP,na,0.00,0.10,0.08,0.04,0.00,0.83
FBN2,na,182.58,82.61,233.99,194.63,133.32,285.79
MAPK8IP3,na,46.82,56.56,70.88,64.01,63.89,73.60
RGS3,na,36.08,30.22,27.25,37.36,29.64,29.53
GUCD1,na,57.03,78.30,59.74,59.33,75.36,71.27
TTLL8,na,0.00,0.00,0.00,0.00,0.00,0.00
RNF185,na,92.37,118.45,42.65,97.95,117.50,55.59
SHISAL1,na,1.69,0.74,3.93,1.46,0.65,5.68
PARVG,na,0.00,0.00,0.07,0.00,0.00,0.07
B4GALNT3,na,0.31,0.00,0.00,0.00,0.00,0.00
PDE6H,na,0.00,0.00,0.00,0.00,0.00,0.00
ERP27,na,0.12,0.04,0.00,0.00,0.00,0.00
ETV6,na,2.81,2.53,6.36,3.28,3.17,5.33
GABARAPL1,na,207.27,222.10,286.93,201.02,227.19,274.64
KIF21A,na,0.00,0.00,0.05,0.00,0.00,0.52
CPNE8,na,0.00,0.00,0.00,0.00,0.00,0.05
YARS2,na,11.79,8.66,19.73,13.07,13.85,21.53
FGD4,na,4.63,5.72,4.72,4.98,6.52,5.90
ALG10,na,1.44,1.31,2.88,0.96,0.72,4.00
PIK3C2G,na,0.00,0.00,0.00,0.00,0.00,0.00
SINHCAF,na,14.89,16.52,20.98,15.05,13.45,21.08
PLCZ1,na,0.00,0.00,0.00,0.00,0.00,0.00
AEBP2,na,26.30,24.97,29.29,20.99,19.22,26.48
SLCO1C1,na,0.00,0.00,0.00,0.00,0.00,0.00
ETFBKMT,na,0.72,0.90,1.95,1.15,1.21,1.68
ETNK1,na,14.73,16.80,16.19,19.96,12.17,26.84
ZCRB1,na,52.02,51.63,68.57,47.86,57.43,63.58
TMEM117,na,12.44,11.98,9.81,10.96,12.62,9.70
PRICKLE1,na,44.57,48.87,32.46,37.25,41.00,36.26
C1RL,na,41.10,36.60,28.89,28.90,33.63,31.80
NDUFA9,na,35.22,40.71,67.97,40.87,31.84,77.99
CLSTN3,na,18.55,19.37,28.88,26.31,25.01,29.06
KLRG1,na,0.09,0.31,0.60,0.55,0.20,0.51
VAMP1,na,14.71,18.33,21.83,16.99,17.72,30.09
TAPBPL,na,3.32,3.14,7.71,7.67,2.65,7.56
CD27,na,0.11,0.00,0.00,0.00,0.00,0.00
RBP5,na,0.11,0.10,0.87,0.00,0.53,0.70
PEX5,na,14.67,14.90,16.05,17.52,14.64,15.59
PIANP,na,13.36,11.32,9.59,21.11,7.51,7.61
SLC38A4,na,4.91,6.84,4.74,5.02,5.42,6.15
AMIGO2,na,18.98,17.56,19.93,18.56,16.56,20.39
SCAF11,na,41.10,47.74,54.79,42.45,40.99,49.47
COL2A1,na,0.00,0.00,0.00,0.24,0.05,0.00
PPFIA2,na,0.04,0.00,0.00,0.00,0.02,0.06
ANP32D,na,0.00,0.00,0.00,0.00,0.00,0.00
LLPH,na,33.36,34.04,49.60,30.56,31.42,52.81
RPL14P1,na,1.29,2.02,1.18,1.13,2.52,1.01
LRIG3,na,10.61,11.56,15.56,10.54,10.50,14.46
MARCH9,na,3.15,3.80,5.99,2.70,3.88,5.95
INHBE,na,4.07,3.10,13.57,4.63,3.11,14.91
GLIPR1,na,38.36,33.05,90.96,50.03,27.67,112.12
TPH2,na,0.04,0.20,0.00,0.15,0.23,0.00
PHLDA1,na,93.62,73.25,95.29,82.03,61.05,88.46
TMEM19,na,7.66,5.47,7.99,6.81,4.42,8.34
LGR5,na,0.00,0.00,0.00,0.00,0.00,0.24
PTPRQ,na,4.60,5.62,2.32,4.74,4.46,3.66
DUSP6,na,35.36,32.97,20.83,31.97,24.36,21.58
POC1B,na,11.57,10.60,7.44,11.81,14.18,8.67
TMTC3,na,15.50,18.07,13.36,19.42,17.43,16.49
LUM,na,1728.16,1132.26,460.87,1475.05,1019.60,695.29
KERA,na,0.00,0.00,0.00,0.00,0.00,0.00
SNRPF,na,13.83,11.56,31.48,13.93,12.11,30.11
AMDHD1,na,0.00,0.04,0.00,0.00,0.00,0.00
NEDD1,na,16.78,18.36,14.99,17.78,17.46,18.03
SYCP3,na,0.00,0.05,0.00,0.03,0.66,0.02
ASCL1,na,0.00,0.00,0.00,0.00,0.00,0.00
GAS2L3,na,3.01,3.02,2.55,1.90,3.71,5.59
TMEM132B,na,0.23,1.15,0.02,0.20,0.37,0.87
SLC15A4,na,23.59,22.57,17.93,25.44,24.64,19.03
TDG,na,16.44,15.47,21.61,16.14,14.70,23.44
RITA1,na,12.98,10.86,6.85,12.14,13.38,9.01
SDSL,na,1.71,0.51,6.20,0.69,0.26,5.12
MMAB,na,19.32,27.48,18.07,15.76,25.64,21.00
GLTP,na,37.16,44.41,32.87,38.00,45.77,25.62
GIT2,na,32.38,32.29,33.17,31.80,34.49,39.99
TCHP,na,12.48,15.11,13.65,9.83,9.17,21.42
FAM222A,na,0.14,0.02,0.13,0.00,0.26,0.20
FOXN4,na,0.00,0.00,0.00,0.00,0.00,0.00
NUP58,na,34.41,32.30,28.17,32.32,38.26,28.11
MTMR6,na,20.01,21.05,20.83,17.38,21.57,20.04
SLC46A3,na,2.53,2.09,2.88,2.02,2.24,2.53
SLC7A1,na,23.60,20.01,31.61,20.34,18.39,31.67
PDX1,na,0.00,0.00,0.00,0.00,0.00,0.00
LNX2,na,2.65,3.12,2.09,2.37,3.93,2.14
SUOX,na,13.90,12.04,11.51,13.35,10.17,10.16
CCDC65,na,0.10,0.09,0.67,0.19,0.13,0.77
SLC39A5,na,0.00,0.00,0.00,0.00,0.18,0.26
TARBP2,na,26.42,24.81,27.75,21.28,21.22,24.65
RDH16,na,0.00,0.02,0.28,0.00,0.09,0.00
DHH,na,0.00,0.00,0.00,0.00,0.00,0.00
ACVRL1,na,23.65,14.91,9.66,21.56,21.51,18.20
GPR84,na,0.00,0.00,0.00,0.00,0.00,0.00
NPFF,na,0.63,0.58,1.13,0.54,0.31,1.12
NABP2,na,30.10,30.48,37.90,27.47,29.58,34.85
N4BP2L1,na,0.41,1.07,0.39,0.53,1.64,0.30
CELA1,na,0.00,0.00,0.00,0.00,0.00,0.00
SMARCC2,na,51.20,43.25,54.14,41.52,49.26,56.78
BRCA2,na,1.28,1.89,0.68,0.61,0.54,1.61
KANSL2,na,13.61,22.11,21.05,23.83,19.14,27.88
CERS5,na,74.23,72.22,54.84,70.15,82.54,68.81
MAP3K12,na,23.91,24.63,27.11,27.09,29.76,29.88
ITGB7,na,0.00,0.00,0.50,0.64,0.04,0.03
GALNT6,na,14.52,19.13,17.27,14.56,21.43,10.57
CSAD,na,10.97,8.20,29.78,12.22,8.70,31.47
LMBR1L,na,35.56,37.00,34.38,32.63,46.46,35.66
C12orf10,na,64.90,59.85,59.94,87.11,70.04,56.02
ESYT1,na,83.28,84.74,103.97,82.31,86.66,118.16
TMBIM6,na,609.12,667.18,551.66,586.16,704.59,646.20
ANKRD52,na,26.56,18.40,36.46,29.29,19.28,29.86
KRT71,na,0.00,0.00,0.00,0.00,0.00,0.00
ZNF740,na,10.83,9.19,14.94,13.39,11.18,17.15
SMIM2,na,0.00,0.00,0.00,0.00,0.00,0.00
WDFY2,na,7.73,7.08,5.81,7.40,6.28,9.17
HNRNPA1L2,na,3.84,2.29,5.40,2.29,2.83,6.23
LPAR6,na,4.63,4.78,2.61,2.82,3.64,3.06
ESD,na,160.38,170.29,115.94,163.12,187.67,121.11
RB1,na,29.98,26.13,25.63,24.43,25.29,26.03
SBNO1,na,6.95,8.45,11.43,7.29,7.75,12.94
MORN3,na,0.42,0.12,0.00,0.00,0.25,0.25
SETD1B,na,7.78,7.57,10.47,8.67,7.91,11.21
VPS33A,na,14.50,13.51,15.25,13.68,15.89,16.28
VPS37B,na,18.56,13.78,17.44,17.76,12.26,16.86
RHOF,na,4.91,9.40,1.69,12.30,8.30,1.54
DENR,na,31.07,30.25,48.49,29.49,30.03,41.70
DIAPH3,na,15.84,16.03,15.86,16.63,14.16,19.79
SLAIN1,na,0.00,0.23,0.00,0.00,0.00,0.18
RBM26,na,11.80,11.82,18.97,11.39,10.92,23.23
SRRM4,na,0.00,0.00,0.00,0.00,0.00,0.00
METTL21C,na,0.00,0.00,0.00,0.00,0.00,0.00
MBNL2,na,48.67,44.33,51.17,44.63,44.72,57.00
RNF113B,na,0.00,0.06,0.09,0.00,0.00,0.00
ZIC5,na,0.00,0.00,0.00,0.00,0.00,0.00
ABHD13,na,4.21,3.65,5.54,4.17,3.28,5.71
RAB20,na,1.41,0.96,3.91,1.72,1.64,3.84
GRTP1,na,0.85,1.54,1.39,1.73,0.91,1.23
CUL4A,na,105.64,135.91,94.90,111.94,143.50,108.88
TTC6,na,0.37,0.00,0.00,0.00,0.03,0.00
SSTR1,na,5.24,3.81,9.75,5.48,3.99,7.38
CDH24,na,4.67,5.73,5.02,4.59,4.53,5.49
REM2,na,0.20,0.00,0.00,0.62,0.41,0.12
CBLN3,na,3.30,2.80,5.42,3.08,2.02,3.93
TSSK4,na,0.56,0.28,0.83,1.06,0.31,1.32
NOVA1,na,0.05,0.46,0.46,0.73,0.68,1.44
FITM1,na,0.00,0.00,0.18,0.00,0.00,0.00
MDGA2,na,2.41,2.60,0.44,1.07,4.11,0.39
TMX1,na,45.71,43.42,46.21,42.22,45.98,58.44
FRMD6,na,128.02,108.25,161.97,120.07,83.72,144.49
PELI2,na,3.98,4.93,5.50,3.50,4.52,7.56
RTN1,na,0.05,0.18,0.53,0.33,0.00,0.83
C14orf37,na,1.74,2.24,1.30,1.17,2.06,1.17
SYT16,na,1.29,2.46,1.26,1.72,3.25,1.18
SLC38A6,na,14.80,13.69,20.86,16.06,13.02,28.04
NAA30,na,9.71,9.79,9.90,9.91,9.80,12.00
ADAM21,na,0.04,0.12,0.00,0.17,0.23,0.11
RDH12,na,0.00,0.00,0.00,0.00,0.00,0.04
DCAF5,na,27.28,28.32,29.02,29.11,30.71,27.46
RAB15,na,3.10,3.37,6.02,3.04,1.54,5.07
WDR89,na,5.81,4.60,5.27,5.05,3.58,5.31
ESR2,na,0.00,0.12,0.10,0.09,0.43,0.00
KCNH5,na,0.00,0.03,0.00,0.00,0.00,0.04
STON2,na,0.00,0.00,0.00,0.00,0.00,0.00
EFCAB11,na,2.72,4.39,6.53,3.64,3.11,7.38
GPR65,na,0.27,0.23,0.39,0.74,0.32,0.95
PTGR2,na,3.75,5.20,6.21,7.13,8.40,7.69
JDP2,na,67.05,57.65,100.72,55.66,52.68,96.29
AK7,na,0.25,0.26,0.00,0.26,0.03,0.03
FAM181A,na,0.00,0.00,0.00,0.00,0.00,0.00
SLC24A4,na,0.00,0.00,0.00,0.00,0.00,0.00
FBLN5,na,492.00,424.23,317.86,525.02,415.38,379.12
SERPINA10,na,0.00,0.00,0.00,0.00,0.00,0.00
CLBA1,na,2.07,2.49,4.03,3.08,2.70,4.32
WARS,na,231.33,198.94,686.87,172.06,153.59,708.11
SLC25A47,na,0.19,0.22,0.00,0.16,0.08,0.00
WDR20,na,18.01,20.31,19.83,17.30,18.98,18.37
NIPA2,na,35.15,42.53,48.75,42.35,31.36,57.38
,na,24.09,19.39,33.12,25.17,19.06,38.83
SLC12A6,na,7.73,9.12,9.40,8.24,9.96,9.80
DUOXA1,na,0.00,0.00,0.00,0.04,0.07,0.20
MFAP1,na,41.77,43.22,47.53,43.27,42.28,44.08
TCF12,na,65.75,57.09,85.23,60.76,55.04,84.65
SORD,na,30.50,25.62,20.71,27.16,22.52,32.34
SERF2,na,1289.74,1163.86,1146.55,1303.52,1228.09,1015.58
ZSCAN29,na,8.90,9.80,11.88,6.47,6.45,12.81
DUOXA2,na,0.00,0.10,0.00,0.00,0.00,0.00
DUOX2,na,0.20,0.21,0.02,0.13,0.13,0.01
LYSMD2,na,2.92,3.89,5.98,3.75,2.23,3.79
SLC27A2,na,0.00,0.00,0.00,0.00,0.00,0.06
FGF7,na,159.44,126.00,263.52,133.72,130.79,232.11
HDC,na,0.00,0.00,0.00,0.00,0.00,0.00
GCNT3,na,0.22,0.00,0.00,0.00,0.00,0.00
BNIP2,na,45.98,41.11,61.30,40.88,41.51,79.36
GTF2A2,na,67.30,74.76,135.67,85.91,68.26,109.89
SRP14,na,448.59,504.25,453.81,444.56,481.80,438.93
BAHD1,na,11.27,13.91,9.56,12.59,11.01,11.42
DISP2,na,1.37,0.13,0.21,0.85,0.21,0.23
CDAN1,na,7.36,6.86,8.14,5.14,11.03,9.60
TLE3,na,13.05,12.40,19.09,15.66,21.47,20.49
ANP32A,na,69.91,67.82,121.34,66.23,65.70,138.46
COMMD4,na,41.17,46.60,71.00,43.16,43.81,66.25
UBE2Q2,na,36.00,38.88,32.30,33.43,37.70,31.67
PSTPIP1,na,0.00,0.27,0.06,0.26,0.19,0.00
ETFA,na,117.37,129.26,164.53,117.32,130.10,170.96
BCL2A1,na,0.63,0.54,0.26,0.19,0.82,0.41
HMG20A,na,23.76,22.77,20.13,18.91,24.37,27.73
SCAPER,na,6.52,5.67,11.17,5.63,8.42,11.17
TSPAN3,na,177.68,176.71,199.98,196.53,184.56,234.82
WDR61,na,26.90,29.50,41.45,24.06,26.11,46.80
NCOA2,na,18.42,15.83,12.09,15.44,17.33,15.54
NEIL1,na,3.12,0.96,6.02,2.44,1.35,3.63
MAN2C1,na,96.00,97.30,154.00,88.25,90.20,172.06
DNAJA4,na,2.56,6.70,1.27,2.08,7.03,0.43
TLNRD1,na,11.42,10.39,10.86,12.51,9.84,11.32
TPM1,na,1051.18,976.44,1590.10,977.59,740.73,1570.21
IGF1R,na,20.31,29.29,30.23,28.53,33.80,33.92
ARRDC4,na,17.41,12.43,16.22,21.95,16.94,17.10
PIF1,na,4.29,4.26,7.38,4.20,5.67,7.97
USP3,na,21.73,20.68,17.75,19.86,25.06,19.26
CYP11A1,na,1.12,0.28,0.85,0.49,1.58,0.34
BBS4,na,12.86,22.23,14.98,11.64,14.72,15.86
PML,na,48.53,54.69,25.92,43.04,57.97,28.72
CYP1A1,na,0.00,0.00,0.08,0.48,0.00,0.15
ADAMTS17,na,0.01,0.01,0.02,0.00,0.00,0.05
LINS1,na,8.34,5.23,6.35,4.68,7.97,5.83
ULK3,na,8.65,6.09,10.23,6.07,3.30,12.13
GOLGA6D,na,0.00,0.00,0.00,0.00,0.00,0.00
PCSK6,na,2.27,1.84,0.11,3.43,3.09,0.00
CCDC33,na,0.00,0.00,0.00,0.00,0.00,0.00
CELF6,na,0.00,0.00,0.14,0.00,0.00,0.24
SCAMP2,na,84.74,92.42,77.34,78.43,94.52,65.67
CYP1A2,na,0.00,0.00,0.00,0.00,0.00,0.00
LMAN1L,na,0.00,0.00,0.00,0.00,0.00,0.00
HAPLN3,na,10.29,10.90,24.64,12.78,12.51,22.46
RHCG,na,0.00,0.00,0.00,0.00,0.00,0.00
POLG,na,26.03,29.72,31.80,28.79,27.84,29.35
RLBP1,na,0.00,0.00,0.00,0.00,0.00,0.00
FANCI,na,8.43,15.80,10.55,8.68,6.13,17.12
ABHD2,na,20.57,32.04,18.90,25.01,29.32,19.63
WDR93,na,0.00,0.00,0.00,0.00,0.00,0.05
TICRR,na,1.20,0.82,1.37,1.19,0.84,2.68
NTRK3,na,0.00,0.00,0.34,0.00,0.00,0.01
DET1,na,3.88,5.46,4.16,4.24,4.37,5.38
MFGE8,na,1340.08,1388.81,1306.59,1341.60,1496.35,1290.68
ZNF710,na,13.82,10.99,7.10,11.42,11.71,7.31
UNC45A,na,54.25,56.48,66.88,54.83,66.07,60.23
ST8SIA2,na,0.00,0.00,0.00,0.00,0.00,0.00
MCTP2,na,12.74,16.23,4.72,12.16,16.69,5.25
FURIN,na,58.14,60.43,60.16,59.23,58.70,60.71
IQGAP1,na,168.36,178.08,152.73,141.24,172.64,198.68
CRTC3,na,19.43,18.10,19.11,17.81,19.58,16.15
EFL1,na,13.15,12.45,12.24,12.71,12.60,15.58
SH3GL3,na,0.00,0.00,0.00,0.00,0.00,0.00
SEC11A,na,186.66,199.04,220.64,182.74,166.17,227.51
SEPT12,na,0.00,0.00,0.00,0.00,0.00,0.00
GLYR1,na,38.24,37.54,50.81,37.74,35.79,53.19
PMM2,na,32.97,39.41,42.95,40.26,39.14,47.98
SLC5A2,na,0.09,0.29,0.00,0.10,0.43,0.07
ITGAX,na,0.18,0.00,0.16,0.05,0.05,0.02
TGFB1I1,na,230.68,272.38,196.90,204.96,223.82,204.68
C16orf58,na,94.39,94.43,71.50,83.27,115.51,80.66
ARMC5,na,6.31,4.25,5.63,5.20,4.14,4.62
PARN,na,14.54,15.26,21.59,12.07,17.20,26.76
FTO,na,46.63,49.30,40.74,47.81,56.20,48.51
UQCRC2,na,109.03,105.35,165.40,91.30,110.77,161.78
CDR2,na,64.18,76.19,95.64,57.40,82.03,77.54
IGSF6,na,0.00,0.00,0.32,0.13,0.00,0.09
ARHGAP17,na,53.77,66.07,54.09,54.95,82.00,68.28
MYLK3,na,0.03,0.05,0.08,0.04,0.06,0.16
ABCC12,na,0.00,0.00,0.00,0.00,0.00,0.00
NKD1,na,0.02,0.02,0.00,0.00,0.00,0.00
DHX38,na,25.79,33.87,50.21,30.24,32.85,57.84
TXNL4B,na,4.32,4.86,8.54,4.49,6.43,5.94
MARVELD3,na,0.00,0.07,0.00,0.00,0.00,0.07
CHST4,na,0.00,0.00,0.00,0.00,0.00,0.00
ZFHX3,na,3.22,2.90,3.31,4.38,3.24,4.52
CLEC18B,na,0.00,0.00,0.00,0.00,0.00,0.00
CPNE2,na,20.34,22.45,19.19,17.79,18.01,18.27
NLRC5,na,6.01,10.53,7.94,6.00,5.08,9.48
KATNB1,na,13.85,13.08,11.80,12.33,12.35,11.29
KIFC3,na,47.06,52.93,49.24,52.56,59.50,54.79
ADAMTS18,na,0.00,0.00,0.00,0.00,0.00,0.00
NUDT7,na,5.72,5.37,7.78,4.42,6.04,5.54
GCSH,na,8.26,7.37,21.12,10.55,3.17,18.24
CMTM3,na,107.66,112.04,51.03,100.37,104.42,61.15
CMTM2,na,0.00,0.00,0.00,0.00,0.00,0.10
CDH11,na,115.60,86.92,231.41,139.13,72.60,216.71
NOL3,na,33.09,35.35,25.41,32.91,36.88,23.58
MAP1LC3B,na,85.99,90.17,75.70,80.62,92.23,86.20
MBTPS1,na,92.76,93.83,109.73,94.86,89.85,109.22
CDH13,na,75.09,77.97,90.58,89.08,81.08,88.63
ZCCHC14,na,5.95,8.16,6.62,6.54,8.96,8.02
TLDC1,na,35.68,27.68,33.92,32.17,27.48,43.80
ADAD2,na,0.00,0.00,0.00,0.06,0.00,0.00
OSGIN1,na,7.40,7.26,6.78,6.26,9.44,5.73
IRF8,na,0.00,0.00,0.00,0.00,0.00,0.03
RHOT2,na,79.35,72.94,114.95,69.58,68.92,124.99
RPL3L,na,0.04,0.04,0.00,0.05,0.05,0.04
ZSCAN32,na,9.63,9.51,9.53,9.56,9.22,9.07
RPS2,na,3584.75,3647.13,2789.82,3660.34,3799.23,2369.34
NDUFB10,na,158.98,200.61,187.55,191.49,207.23,159.20
PDPK1,na,20.91,24.74,19.23,25.86,23.66,21.46
TIGD7,na,4.45,5.29,2.97,2.09,3.20,5.91
DEF8,na,75.66,86.03,81.22,69.79,68.65,71.20
TCF25,na,125.40,132.66,150.48,126.21,138.47,134.21
GALNS,na,47.67,43.66,47.48,49.57,43.35,46.12
GAS8,na,10.37,8.20,12.06,10.64,7.29,12.65
MED9,na,5.72,5.30,6.52,6.14,6.36,4.94
NCOR1,na,44.87,46.38,61.03,43.77,44.65,87.16
CDRT15P1,na,0.00,0.00,0.00,0.00,0.00,0.00
COPS3,na,37.77,36.22,49.77,38.56,38.61,54.01
GID4,na,8.56,9.98,4.66,13.01,10.23,8.50
ZNF287,na,2.96,5.19,10.91,4.69,7.24,5.02
MYOCD,na,21.92,14.35,34.68,21.28,16.63,32.66
KSR1,na,47.91,29.56,94.12,40.20,24.11,82.01
UTP4,na,23.81,17.50,38.92,16.79,16.55,37.11
RANBP10,na,6.20,5.53,5.82,5.47,6.49,6.78
CTRL,na,0.56,0.00,0.71,0.15,1.42,0.12
DPEP3,na,0.00,0.00,0.00,0.00,0.00,0.00
GFOD2,na,8.38,6.03,12.66,10.87,8.98,12.75
NOB1,na,29.63,29.13,42.39,32.63,40.18,40.55
PRPSAP2,na,14.38,13.51,25.88,12.08,10.55,25.37
,na,13.56,12.68,20.35,14.86,14.22,23.81
,na,13.25,11.71,22.41,11.68,9.85,19.93
,na,0.59,0.43,1.13,0.90,0.59,0.88
UNC45B,na,0.00,0.00,0.00,0.00,0.00,0.00
PCTP,na,12.75,12.23,9.33,11.18,12.30,10.71
OR4D1,na,0.00,0.00,0.00,0.00,0.00,0.00
TOM1L1,na,10.46,11.37,9.86,10.79,15.00,14.06
KIF2B,na,0.00,0.00,0.00,0.00,0.00,0.00
C17orf80,na,8.98,11.59,15.31,11.78,15.26,16.47
TOB1,na,33.85,37.72,28.71,31.18,39.31,31.52
VPS53,na,25.64,41.95,25.51,20.34,38.17,22.72
SPATA22,na,0.00,0.00,2.50,0.00,0.00,0.26
SGSM2,na,30.94,31.73,46.72,35.40,29.91,45.98
NPEPPS,na,78.03,99.76,89.77,86.05,89.64,106.93
SKAP1,na,0.00,0.00,0.00,0.00,0.00,0.00
LRRC46,na,0.37,1.24,0.29,0.06,0.21,0.27
SCRN2,na,26.94,26.78,29.20,24.23,26.93,32.31
SSH2,na,15.01,19.07,9.92,20.08,26.01,10.09
RHBDL3,na,0.08,0.00,0.20,0.00,0.00,0.00
SPACA3,na,0.00,0.00,0.00,0.00,0.00,0.00
ARSG,na,3.84,3.29,3.50,3.73,3.17,3.92
ABCA8,na,0.09,0.16,3.73,0.54,0.32,3.84
G6PC3,na,67.73,66.27,101.49,68.55,61.24,94.54
CLTC,na,191.49,198.18,241.28,182.63,199.99,276.49
