Name,Description,C1a,C1b,C1c,C9a,C9b,C9c
AKAP11,na,6.54,5.64,5.24,8.12,7.36,11.94
GLRX2,na,19.63,14.51,19.32,16.45,13.76,31.55
SNAPC1,na,7.49,7.05,5.78,7.63,7.22,9.58
DERA,na,28.42,29.44,45.54,33.17,34.90,51.99
STRAP,na,101.38,89.44,127.22,102.98,100.15,112.29
ABCC2,na,0.04,0.03,0.06,0.00,0.01,0.08
DEF6,na,0.66,0.80,2.72,1.74,2.52,0.94
PLEKHO1,na,139.79,123.15,141.41,101.40,126.01,101.06
GCLM,na,24.63,9.00,11.72,12.10,13.43,27.33
UBR2,na,12.74,8.60,7.86,10.98,12.49,11.92
EHD2,na,439.64,461.91,377.85,435.63,443.33,579.20
DEPDC1,na,10.84,6.65,11.20,2.89,4.70,4.72
CCDC28A,na,4.92,4.17,5.46,4.96,5.30,10.61
RRAGD,na,0.00,0.00,0.02,0.00,0.00,0.03
HSF2,na,13.06,9.44,11.11,8.61,10.26,8.25
PHF20,na,23.60,29.94,35.49,32.44,34.27,22.11
HSD17B6,na,6.45,6.37,4.56,3.03,3.95,14.22
NR1H3,na,22.48,22.48,9.79,13.53,14.29,11.38
TYMP,na,21.07,31.13,13.43,8.05,9.31,5.14
NCAPH2,na,33.20,33.32,38.92,19.61,22.83,22.04
TOMM34,na,12.59,15.22,26.00,22.26,20.95,26.28
SEC63,na,60.09,48.49,55.62,61.59,61.25,118.35
KPNA6,na,43.78,28.68,42.69,38.40,43.21,33.60
VIM,na,5600.82,6213.86,6906.95,5208.75,6444.35,4239.19
RTEL1-TNFRSF6B,na,2.04,1.59,4.54,2.71,2.55,3.30
FAS,na,18.48,17.49,19.53,28.75,33.68,32.97
RNASET2,na,15.57,17.64,23.59,23.07,23.04,22.07
CD44,na,1156.49,1454.56,1165.94,1635.06,1766.47,1625.55
KCNG1,na,15.84,18.66,42.96,13.62,11.74,23.52
AGPAT4,na,7.44,7.47,7.34,5.17,5.39,6.66
SLAMF7,na,0.00,0.00,0.00,1.13,0.47,0.00
BTN3A1,na,14.79,14.31,12.30,15.37,17.37,16.93
MIPEP,na,15.63,28.48,13.38,19.86,17.17,27.39
PRKCH,na,1.49,2.58,0.68,1.93,1.05,0.55
INSRR,na,0.00,0.00,0.00,0.00,0.00,0.00
IFNGR1,na,26.36,18.83,24.32,23.89,32.21,28.22
B4GALT7,na,43.18,51.40,50.53,57.47,53.73,43.93
SH2D2A,na,0.00,0.21,0.25,0.00,0.05,0.30
VRK2,na,25.58,17.33,16.12,22.77,23.15,18.29
TNFRSF1B,na,24.09,16.77,15.72,22.79,22.17,12.39
VEZT,na,59.14,48.09,49.26,58.22,62.32,68.44
POU2F2,na,2.06,1.12,3.87,4.51,2.70,2.48
BRD9,na,32.09,36.85,49.86,29.32,32.08,35.30
SNX1,na,53.02,46.08,52.09,47.96,50.89,61.19
TBPL1,na,27.60,33.32,28.85,21.10,22.89,37.35
ARNTL2,na,25.71,28.64,34.35,42.77,56.69,19.53
BCLAF1,na,36.41,35.97,73.49,36.30,25.63,83.67
SLC39A9,na,34.43,32.59,26.77,36.97,39.57,32.47
ANK1,na,0.14,0.06,0.52,0.42,0.67,0.78
IBSP,na,0.00,0.00,0.00,0.00,0.00,0.00
TFB1M,na,11.16,10.60,17.56,10.64,11.63,16.11
RABEP1,na,22.08,19.99,26.44,23.78,22.27,24.75
HMGB3,na,23.26,33.74,62.59,13.64,16.23,37.78
NUP160,na,20.24,16.90,14.51,13.81,15.71,17.38
BAK1,na,11.86,12.12,21.73,13.27,12.09,15.02
MUSK,na,2.98,2.23,0.06,0.32,0.57,0.89
IKZF2,na,2.30,1.28,2.73,3.26,2.37,2.01
GRN,na,336.33,349.18,282.98,390.76,398.61,277.65
FAM13B,na,6.17,4.77,8.21,5.39,4.92,7.63
ARHGAP31,na,6.81,7.64,7.29,2.67,5.65,6.92
,na,1.26,0.57,0.30,0.89,0.76,0.81
CENPQ,na,3.67,2.96,3.53,3.75,3.22,2.38
SARS,na,133.69,156.57,189.65,137.37,131.43,280.64
RANBP3,na,88.71,59.90,94.30,75.13,77.42,75.52
ARID4A,na,9.70,7.95,6.28,7.00,9.68,7.72
EIPR1,na,16.62,19.22,22.48,18.67,18.54,24.80
PNPLA6,na,123.75,128.52,111.07,138.64,132.36,74.86
IFT88,na,6.01,5.02,4.08,4.72,3.96,9.12
ALG1,na,27.37,20.42,25.63,15.73,16.22,30.41
ZCCHC8,na,12.07,13.21,10.75,12.87,13.49,13.38
ABCF2,na,30.60,27.11,39.72,26.20,31.55,45.32
CHPF2,na,69.60,93.65,85.46,116.27,112.23,93.17
LRRC7,na,0.07,0.00,0.03,0.00,0.05,0.04
FUT8,na,22.81,19.80,22.63,24.28,26.49,22.79
UBA6,na,35.62,44.79,44.97,37.55,42.40,29.08
GAB2,na,13.18,6.04,7.24,6.92,5.96,5.05
ATP6V0A1,na,13.48,10.31,16.10,15.84,16.75,18.31
PIAS1,na,18.20,12.26,20.66,19.46,20.73,19.08
SLC4A7,na,26.56,23.57,18.96,30.46,25.56,26.15
APBA2,na,17.41,22.65,20.58,27.78,28.23,16.74
,na,15.65,19.12,57.97,10.31,8.35,15.54
MAP2K3,na,30.23,31.20,79.27,45.62,45.34,42.12
EFCAB1,na,0.10,0.00,0.00,0.04,0.00,0.05
TMSB10,na,2275.50,2614.11,2434.57,2295.23,2174.29,3002.80
ASTE1,na,4.39,3.79,4.21,2.93,3.52,2.01
RNF19A,na,18.77,16.77,20.59,18.59,17.93,21.99
PEX3,na,6.42,3.69,7.38,6.97,6.24,7.85
GABARAPL2,na,129.46,109.41,103.69,119.94,140.45,101.56
MYOC,na,0.00,0.00,0.00,0.00,0.00,0.00
SH3YL1,na,27.57,25.41,11.51,17.65,17.51,27.86
FAM136A,na,19.34,21.49,25.34,16.68,18.02,27.77
VCL,na,235.25,228.36,302.39,236.78,240.00,337.31
DEPDC1B,na,2.97,2.23,4.47,0.97,0.97,1.44
DAPK2,na,0.00,0.28,0.32,0.00,0.00,0.20
NSMAF,na,27.73,19.60,24.26,20.43,21.34,27.87
ADSS,na,24.87,23.29,22.74,24.00,23.39,46.44
STAP1,na,0.00,0.00,0.00,0.00,0.00,0.00
TIMP2,na,380.11,339.70,602.23,514.64,578.80,546.29
RFC1,na,24.55,18.27,28.84,20.56,27.09,23.27
TBC1D23,na,35.53,31.84,36.06,39.53,36.80,39.74
CUL3,na,46.60,42.61,51.97,58.44,67.91,56.35
MYOM2,na,0.00,0.00,0.11,0.00,0.00,0.79
OTC,na,0.00,0.00,0.00,0.00,0.00,0.00
CYP46A1,na,0.04,0.06,0.15,0.05,0.05,0.06
AC118549.1,na,34.20,27.74,23.03,27.27,26.35,24.81
SLC18A1,na,0.00,0.00,0.00,0.00,0.00,0.00
USP2,na,0.32,0.18,0.70,0.23,0.55,0.28
CASR,na,0.00,0.00,0.00,0.00,0.00,0.00
TUBG2,na,11.59,12.19,12.15,13.87,14.22,12.85
RPL26L1,na,45.42,42.66,67.33,48.92,51.11,74.37
FLT4,na,0.09,0.02,0.00,0.04,0.03,0.00
NSUN2,na,24.88,25.35,46.12,23.58,19.26,41.52
FBXO42,na,16.84,13.61,17.99,20.12,11.86,17.94
MFAP3,na,32.59,24.41,21.39,23.01,28.01,21.66
MRI1,na,31.89,35.57,35.20,30.88,36.73,29.98
METTL1,na,9.64,7.55,13.41,8.30,7.07,14.44
HOXC8,na,0.12,0.08,0.34,0.00,0.00,0.62
AGA,na,14.11,10.99,24.54,25.28,19.68,40.60
PI4K2B,na,15.51,10.04,15.69,15.58,16.36,12.32
BOD1L1,na,10.67,7.19,12.64,13.00,16.08,19.95
MAT2B,na,70.70,54.06,62.67,48.98,51.88,58.10
TLL1,na,0.06,0.00,0.00,0.00,0.00,0.00
EDC4,na,36.11,33.77,42.06,32.61,31.18,34.89
TRIO,na,154.17,139.13,168.52,152.79,173.98,186.45
VCAN,na,79.69,38.62,114.04,34.85,29.88,108.63
CLEC16A,na,18.45,12.90,20.82,15.42,15.97,15.07
MSR1,na,1.30,1.71,0.26,1.26,3.32,2.22
CDH1,na,0.00,0.00,0.02,0.12,0.31,0.00
MTREX,na,43.47,47.37,51.56,40.30,38.98,49.65
DNAH5,na,10.05,6.36,7.85,6.50,10.07,7.02
ZFYVE16,na,16.39,14.62,12.59,12.07,13.89,18.81
RIPOR1,na,37.08,32.58,58.23,36.50,37.63,45.99
C6,na,0.46,0.10,0.00,1.86,1.70,0.40
RAI14,na,240.58,236.29,232.77,246.68,232.45,261.20
SOX30,na,0.00,0.10,0.03,0.00,0.00,0.04
PNKP,na,14.80,21.09,28.10,20.79,15.41,22.79
BEST2,na,0.00,0.00,0.00,0.00,0.00,0.00
PHLPP2,na,4.17,6.34,6.24,3.78,4.61,3.38
SPDL1,na,14.83,10.03,22.04,8.82,9.47,14.23
STAU2,na,44.30,30.13,19.12,34.00,30.24,26.88
PQLC2,na,15.32,15.07,14.97,14.81,13.27,11.52
CTNS,na,10.37,12.35,7.62,11.04,16.78,9.76
RTN4R,na,0.32,0.06,1.51,0.17,0.09,0.29
PHF23,na,57.11,46.74,53.01,37.11,37.63,42.49
CDH10,na,0.00,0.00,0.00,0.03,0.00,0.04
INPP4A,na,7.76,6.49,10.23,9.18,8.27,10.02
RAB27B,na,0.09,0.10,0.08,0.12,0.12,0.54
PSMA4,na,139.25,135.12,196.19,124.36,123.99,186.80
MYO16,na,0.01,0.03,0.03,0.01,0.18,0.00
LSG1,na,13.73,13.24,19.37,12.27,9.63,18.02
PARP3,na,18.45,23.14,17.58,23.20,29.01,27.77
TNC,na,341.83,231.45,126.60,87.85,64.84,294.26
THAP3,na,23.73,17.65,27.91,21.32,20.95,17.10
RIPOR3,na,16.43,21.79,3.45,13.00,14.02,3.40
TDP1,na,18.10,16.56,31.04,10.65,13.70,11.80
AIFM2,na,10.14,13.42,9.70,9.67,9.79,17.05
C2orf83,na,0.00,0.00,0.00,0.00,0.00,0.00
SPATA7,na,44.91,39.74,12.27,34.85,39.81,25.94
MED17,na,24.35,32.74,25.51,18.36,23.73,25.32
RETSAT,na,26.02,24.80,26.04,25.64,28.84,32.98
CAPG,na,88.51,139.45,136.20,156.72,189.74,86.69
AP2S1,na,270.80,328.48,393.29,256.83,263.19,286.30
USH2A,na,0.01,0.00,0.04,0.03,0.01,0.02
ZPBP,na,0.00,0.00,0.00,0.00,0.00,0.00
TG,na,0.13,1.32,0.41,1.28,0.62,2.25
ADAM28,na,0.55,0.88,1.01,1.19,0.25,0.26
BARX2,na,0.00,0.00,0.00,0.00,0.00,0.00
DCUN1D1,na,35.38,16.90,23.70,15.98,20.48,18.11
JADE2,na,11.34,13.51,15.02,13.00,21.81,12.74
ZIC2,na,0.00,0.00,0.00,0.00,0.00,0.00
LCP2,na,0.00,0.00,0.00,0.00,0.00,0.00
TRIT1,na,14.65,14.35,17.51,11.02,12.50,15.98
ADRB1,na,0.00,0.00,0.00,0.00,0.00,0.00
GUCA2B,na,0.00,0.00,0.00,0.00,0.00,0.00
CUL7,na,52.45,43.86,36.89,45.14,48.71,35.85
CTNNA1,na,264.99,237.12,333.09,249.19,282.98,362.31
PHKA2,na,4.80,3.63,16.77,9.35,9.22,10.06
CNTLN,na,6.96,4.91,5.47,5.30,5.47,6.80
EPHA3,na,0.00,0.01,0.03,0.00,0.00,0.00
HSPA5,na,173.91,209.04,216.28,251.19,190.88,394.66
DSG2,na,6.20,4.65,2.30,0.49,0.35,0.31
GEMIN8,na,19.35,12.28,12.47,18.23,19.66,22.98
OFD1,na,14.60,10.29,9.79,13.47,13.24,9.88
GPM6B,na,0.88,0.23,0.17,0.03,0.02,0.48
MAGEC2,na,0.00,0.00,0.00,0.00,0.00,0.06
PREX2,na,0.00,0.02,0.00,0.00,0.01,0.00
WDR37,na,13.12,7.41,11.90,9.16,11.24,9.67
YTHDC2,na,16.68,14.20,13.93,15.81,19.65,20.00
CTPS2,na,9.30,8.16,10.48,8.83,9.98,6.57
ATP6V1H,na,34.45,38.08,40.93,31.00,39.34,43.87
POLR2B,na,60.58,50.84,60.47,57.65,60.03,75.98
FAM214A,na,5.90,5.26,8.81,6.73,8.60,9.33
ARAP2,na,0.19,0.03,0.60,0.00,0.00,0.00
TPR,na,52.08,34.06,47.15,35.90,43.67,45.21
CP,na,0.49,0.93,0.00,0.00,0.00,0.11
KIAA0556,na,9.16,7.67,13.15,10.07,6.66,12.88
DTNBP1,na,11.72,14.86,19.48,9.15,15.63,14.24
XK,na,0.00,0.03,0.06,0.00,0.01,0.00
ANO2,na,0.16,0.12,0.00,0.77,0.71,0.00
C12orf4,na,12.30,8.39,12.46,6.78,5.38,12.85
SCML1,na,10.57,9.36,5.85,10.57,11.43,7.58
WWC3,na,13.98,17.75,24.82,27.84,26.76,18.68
ARHGAP6,na,8.42,5.78,3.43,3.20,3.40,3.25
FAM184B,na,0.58,0.64,0.90,0.91,0.82,0.78
MAP4,na,231.01,228.68,287.66,265.97,291.02,327.36
GOPC,na,22.56,16.31,19.25,19.20,19.09,29.75
ROS1,na,0.00,0.00,0.00,0.00,0.00,0.00
USP28,na,14.29,13.06,15.46,10.12,11.57,16.65
HDAC9,na,1.71,1.30,3.41,4.09,5.07,1.76
TSPAN17,na,28.39,38.50,57.10,44.35,43.25,49.40
NOP16,na,9.36,9.62,17.79,8.48,7.81,21.00
CC2D2A,na,13.54,7.23,10.43,8.20,10.31,16.00
RRM2B,na,16.89,18.90,19.38,43.52,52.82,23.59
ZNF800,na,10.51,8.78,8.93,8.11,9.04,8.37
TNFRSF17,na,0.00,0.00,0.00,0.00,0.00,0.00
SNX29,na,12.13,8.83,9.41,13.16,16.96,10.88
LMO3,na,0.00,0.00,0.25,0.00,0.00,0.10
MRPS10,na,16.19,16.61,21.07,20.46,19.48,29.24
GUCA1A,na,3.33,5.12,3.09,1.15,0.99,0.00
RSF1,na,30.47,22.63,26.57,27.02,23.87,23.03
VPS13D,na,8.97,7.68,6.73,11.11,13.14,13.65
CELF2,na,6.76,4.53,2.61,5.32,2.62,4.72
FAM120A,na,70.12,70.49,86.46,78.37,77.70,76.60
R3HDM1,na,14.67,12.87,16.63,13.73,13.54,16.67
COL9A2,na,5.19,4.51,6.00,4.33,5.93,1.46
KITLG,na,25.14,16.40,15.66,9.84,6.40,12.27
ERCC8,na,6.57,6.92,8.20,4.66,6.46,6.07
ADAMTS6,na,23.24,17.97,23.09,16.77,18.61,23.22
H6PD,na,47.51,50.22,53.07,59.45,68.03,36.92
VAMP3,na,88.76,77.86,73.53,95.34,99.67,102.55
PER3,na,4.18,4.12,5.33,5.43,6.81,4.33
UTS2,na,0.00,0.00,0.00,0.00,0.00,0.00
TNFRSF9,na,0.00,0.05,0.18,0.00,0.17,0.00
EPN3,na,0.00,0.00,0.00,0.00,0.00,0.05
,na,0.00,0.00,0.00,0.00,0.00,0.00
LTBP1,na,402.71,298.92,242.06,441.72,386.57,447.98
RCN1,na,396.31,347.02,284.98,442.48,460.03,467.24
ELN,na,21.35,12.38,250.14,8.53,2.71,17.14
RFC2,na,20.96,16.08,34.82,11.74,8.02,13.23
ARID1B,na,18.93,15.29,16.84,15.18,14.33,15.13
CLPTM1L,na,96.35,80.25,132.43,116.88,114.28,100.62
NEDD4L,na,11.65,6.23,14.16,3.56,3.72,9.55
FOXP3,na,0.00,0.00,0.00,0.04,0.00,0.19
PPP1R3F,na,7.44,9.60,2.39,8.22,4.63,2.43
HEXB,na,95.55,93.73,117.05,149.92,155.89,165.84
PTCD2,na,4.05,3.86,5.27,6.00,4.05,6.33
NEXMIF,na,0.00,0.00,0.00,0.00,0.00,0.00
JKAMP,na,70.05,55.77,57.18,57.91,55.22,57.69
DKK3,na,608.93,544.08,737.77,688.64,688.16,593.16
ARHGEF5,na,0.43,0.60,0.29,0.10,0.05,0.02
NFE2L3,na,26.64,29.56,37.89,53.85,66.41,27.28
MCUR1,na,7.76,9.56,17.13,9.98,6.28,7.37
LIMA1,na,150.91,99.69,143.49,133.31,152.88,151.80
LETMD1,na,49.89,51.20,18.26,41.13,42.63,29.47
SLC4A8,na,1.10,2.70,3.55,0.45,0.72,5.39
LAMC3,na,0.08,0.00,0.00,0.00,0.00,0.00
PTGER3,na,0.00,0.00,0.00,0.00,0.00,0.00
TNIP3,na,0.00,0.12,0.28,0.27,0.20,0.00
MAPK9,na,32.27,23.60,23.51,24.58,29.04,27.75
COL23A1,na,0.00,0.00,0.00,0.00,0.03,0.04
BCAR1,na,79.37,92.42,137.93,95.54,91.83,76.21
FAM160A2,na,9.85,17.72,18.49,11.17,9.20,13.26
HERPUD1,na,84.90,83.09,76.38,79.48,72.36,104.46
HOMER3,na,63.80,86.81,95.66,62.51,62.45,61.73
RAD51,na,11.75,9.75,16.40,5.55,4.49,7.64
POLQ,na,0.65,0.69,1.45,0.40,0.40,0.77
PIK3CB,na,16.20,19.04,15.49,24.36,26.38,17.11
CYBA,na,152.19,225.47,142.55,162.32,188.97,225.32
THOC3,na,30.69,29.42,45.21,25.67,21.81,22.86
HEBP2,na,48.28,68.54,63.56,58.68,59.31,47.71
MPHOSPH9,na,10.39,10.28,11.59,6.60,6.64,12.86
PLEKHA5,na,34.02,27.63,14.33,22.61,25.82,21.56
PRSS8,na,0.00,0.00,0.00,0.05,0.00,0.07
SIKE1,na,29.66,26.68,34.01,30.61,24.43,32.16
RRP12,na,9.42,8.11,15.03,10.60,10.13,8.51
FNIP2,na,5.23,4.62,6.35,7.55,9.04,7.17
MSMO1,na,35.57,34.41,48.78,62.24,93.09,69.01
TTC17,na,86.10,60.84,42.13,58.06,56.80,62.29
ALX4,na,0.00,0.03,0.00,0.03,0.01,0.02
FSTL4,na,0.42,0.13,0.00,0.00,0.00,0.05
FOXN3,na,49.06,41.87,47.34,49.93,52.22,45.69
METTL24,na,0.00,0.00,0.00,0.00,0.00,0.00
AKR7A2,na,56.08,68.36,63.64,62.98,61.40,46.62
MRTO4,na,7.91,10.68,18.65,10.77,9.80,21.18
NNAT,na,29.41,34.06,12.01,17.25,16.48,1.62
USE1,na,31.37,29.02,31.88,28.65,31.14,27.22
MCF2L2,na,0.00,0.00,0.00,0.00,0.00,0.31
NRIP2,na,0.27,0.33,0.88,0.27,0.28,0.53
LAMA3,na,1.34,0.63,0.48,1.24,1.80,6.70
AP5M1,na,15.11,11.54,17.34,13.84,12.73,16.46
ANAPC4,na,12.93,8.59,14.36,11.44,10.13,15.90
KCNQ1,na,0.00,0.00,0.00,0.00,0.00,0.00
TRAPPC3,na,53.60,59.18,87.66,71.91,72.07,94.55
THRAP3,na,58.26,48.53,75.43,62.39,60.63,77.34
PHPT1,na,144.65,207.43,198.91,226.16,235.97,182.93
ENTPD2,na,0.00,0.00,0.00,0.00,0.00,0.00
LY75,na,0.00,0.02,0.02,0.00,0.00,0.00
ARID4B,na,18.89,13.18,16.31,16.30,17.79,18.25
OPN3,na,81.06,78.25,58.43,104.69,101.56,52.78
SDCCAG8,na,16.63,10.08,12.47,16.65,13.46,16.35
PTPRN,na,28.77,11.20,10.85,7.41,2.59,22.33
HHAT,na,1.18,0.54,3.00,0.96,0.81,1.06
KIF1B,na,16.10,13.03,19.44,17.58,16.31,17.96
FOXC1,na,7.50,6.68,5.91,6.34,5.43,16.92
TBC1D22A,na,30.36,32.94,29.27,24.92,30.33,30.12
SYNE2,na,3.16,1.86,3.83,2.61,1.63,5.51
PLEKHH1,na,0.01,0.00,0.04,0.04,0.00,0.02
ATP9A,na,11.14,10.02,16.21,12.93,17.92,12.06
SPO11,na,0.00,0.00,0.00,0.00,0.00,0.00
CBLN4,na,0.00,0.00,0.00,0.00,0.00,0.00
CHRDL2,na,66.43,43.59,1.42,30.46,10.39,35.48
FAM168A,na,29.14,24.11,24.74,27.82,28.72,19.21
RELT,na,2.58,2.60,6.52,2.34,1.48,2.90
GALC,na,28.10,21.77,14.57,28.67,31.53,20.20
NOP58,na,52.89,45.01,76.01,45.10,36.90,66.91
SZRD1,na,128.54,137.01,195.16,122.11,138.71,120.43
KCNH2,na,5.54,6.80,1.01,2.97,0.59,5.45
CUL1,na,50.78,38.34,51.33,45.41,50.09,57.74
FAM114A2,na,11.90,10.62,15.32,15.64,17.25,20.93
CYFIP2,na,1.25,1.86,6.92,3.52,2.22,1.73
TAB2,na,54.61,44.52,40.95,46.45,49.60,35.11
GINM1,na,33.93,33.53,27.01,53.06,50.07,46.61
EIF2AK2,na,19.89,16.50,23.37,23.56,24.35,20.09
USP36,na,27.24,16.91,23.70,19.39,17.54,23.18
KMT2C,na,9.73,9.25,11.67,10.39,9.79,7.36
MCOLN3,na,0.00,0.00,0.00,0.00,0.00,0.04
CCDC85A,na,0.05,0.02,0.35,0.02,0.00,0.11
PUM2,na,41.86,31.75,30.38,32.55,33.31,30.39
MRPL43,na,113.53,121.76,112.83,107.21,107.57,98.80
ITIH4,na,0.00,0.00,0.08,0.18,0.19,0.81
ITIH1,na,0.00,0.00,0.00,0.00,0.00,0.00
HPF1,na,29.86,31.60,36.39,25.04,22.19,41.03
ZFR,na,62.51,54.38,61.63,56.88,54.01,59.88
ZNF280C,na,2.22,1.16,1.60,1.16,2.55,2.38
NPFFR2,na,0.00,0.00,0.00,0.00,0.00,0.00
PHF21B,na,0.00,0.00,0.00,0.00,0.00,0.00
TRAF1,na,0.85,1.44,4.51,1.94,3.31,2.05
RC3H2,na,28.72,20.28,23.07,21.76,22.05,19.64
,na,47.83,42.55,34.81,34.57,35.89,27.15
IL17RB,na,0.21,0.66,0.26,0.19,0.20,0.46
TRAF3IP2,na,20.15,14.50,10.85,10.64,14.58,10.58
GYG2,na,21.84,19.39,16.31,14.69,17.44,20.73
DCBLD2,na,49.46,35.51,75.33,74.16,46.86,68.00
SERPINB3,na,0.00,0.00,0.00,0.00,0.00,0.00
SOAT1,na,37.85,27.74,34.82,26.16,30.27,28.79
PKP2,na,0.02,0.00,0.04,0.17,0.00,0.35
MSH4,na,0.00,0.00,0.00,0.00,0.00,0.00
F7,na,1.19,1.93,1.07,0.87,1.33,0.39
GDI2,na,229.71,183.25,210.75,186.23,187.33,190.05
PRDM1,na,2.63,3.84,3.75,5.50,6.76,3.85
ATG5,na,18.71,15.39,17.89,17.28,18.51,15.64
TMCC3,na,0.02,0.08,0.19,0.07,0.05,0.39
PITHD1,na,23.55,22.83,26.89,21.10,21.71,25.25
MTA3,na,43.12,31.94,28.87,43.28,32.00,37.60
USP13,na,7.22,8.93,17.90,8.98,10.17,6.30
ATP11B,na,41.62,35.13,37.89,38.75,49.60,30.27
LAMC2,na,0.92,0.54,1.89,3.43,2.59,2.79
CDK14,na,16.86,14.16,9.05,11.42,11.18,10.47
SEC61A1,na,377.91,372.24,458.36,410.26,425.14,392.88
PPP1R12A,na,44.74,37.76,53.59,44.08,44.32,59.57
RASGRF1,na,0.42,0.10,0.55,0.41,0.38,0.50
CAMK2B,na,0.05,0.04,0.00,0.07,0.00,0.00
CROCC,na,9.80,8.92,20.00,9.31,9.60,11.70
POLR3E,na,10.84,9.67,15.74,11.62,12.93,18.13
ATP2B4,na,69.84,53.10,97.79,98.20,99.48,92.67
ZC3H11A,na,58.70,50.51,54.34,51.43,50.45,61.54
RIOK2,na,19.70,10.03,21.29,18.99,17.68,30.86
YIPF1,na,31.11,27.76,20.28,29.27,37.26,24.08
NDC1,na,14.12,12.95,22.13,9.19,10.52,10.19
DGKG,na,0.23,0.00,0.40,0.00,0.09,0.24
FLYWCH1,na,22.19,25.18,32.98,36.02,32.45,37.04
UNKL,na,15.22,12.20,12.37,46.58,14.89,22.12
TBXAS1,na,29.38,47.26,12.32,24.57,39.05,15.89
PARP12,na,4.18,3.81,8.15,4.89,5.83,7.21
ALDH18A1,na,73.07,61.85,81.13,63.39,56.74,88.55
TARBP1,na,2.53,2.80,6.38,3.19,7.15,13.16
GATB,na,10.21,7.93,15.29,8.20,11.97,14.15
MXD1,na,2.52,1.49,1.52,4.22,3.54,4.07
CDK17,na,49.73,23.39,29.76,20.28,24.56,25.96
DNAJC25,na,37.95,28.89,21.39,30.08,36.47,24.24
SLC2A3,na,106.84,96.89,53.65,143.13,154.69,97.31
PSD,na,4.23,3.26,3.07,2.40,1.01,1.78
CTDP1,na,14.41,13.89,19.57,11.98,14.87,15.97
YBX3,na,264.12,227.63,268.55,266.80,247.60,205.87
STYK1,na,0.00,0.00,1.11,0.00,0.03,0.00
WNK1,na,39.04,34.71,37.07,40.48,37.91,46.55
RPS17P5,na,0.00,0.00,0.00,0.00,0.00,0.00
CCAR1,na,27.70,24.71,35.26,19.10,18.73,49.66
OGFR,na,24.53,29.61,41.40,31.88,30.34,31.54
GNA15,na,0.00,0.00,0.04,0.00,0.04,0.05
CREB3L3,na,0.00,0.00,0.00,0.00,0.00,0.00
PIGV,na,11.55,14.59,8.64,10.61,12.40,11.80
PTPRU,na,8.89,8.26,14.71,8.45,5.30,9.63
SNRNP40,na,30.47,23.80,40.00,22.94,22.53,28.01
RIMBP2,na,0.00,0.00,0.00,0.00,0.00,0.00
COL11A1,na,25.45,10.22,29.80,4.90,2.55,12.34
QSER1,na,11.81,8.30,11.88,9.44,9.21,9.17
MPC1,na,13.38,15.99,17.40,15.79,15.60,17.78
ACAA1,na,18.46,16.42,28.75,19.01,18.12,42.89
BCAT1,na,68.29,53.25,86.22,67.13,70.60,96.05
HDAC7,na,45.99,53.38,65.36,48.80,52.27,45.54
LZTS1,na,1.00,0.61,4.98,0.90,1.27,1.62
PRDM6,na,0.39,0.30,0.35,0.12,0.08,1.13
WNT8A,na,0.00,0.00,0.00,0.00,0.00,0.00
SPAG4,na,14.69,8.91,6.22,10.13,11.10,6.22
NCKAP1,na,115.47,86.50,94.12,106.67,116.16,102.06
MRPS35,na,34.52,28.29,42.85,26.08,24.58,34.22
GUCY1B1,na,3.95,3.82,2.37,0.86,1.00,5.68
SFSWAP,na,17.96,18.55,24.94,18.01,22.36,28.20
TNK2,na,6.06,10.03,14.92,10.68,11.95,10.22
MON2,na,21.02,13.47,16.91,19.41,21.82,24.68
CDH3,na,0.11,0.03,0.03,0.03,0.03,0.16
ARSF,na,0.00,0.00,0.00,0.00,0.00,0.00
GPBP1,na,58.02,37.23,38.10,42.89,45.10,37.02
DGAT2,na,0.95,0.11,0.50,0.42,0.20,1.61
ZNF112,na,2.01,1.01,3.48,1.17,1.65,2.38
CS,na,89.90,97.12,131.37,93.11,103.20,93.78
LTK,na,3.19,2.42,2.11,1.29,0.47,1.71
MRPS24,na,195.34,221.63,186.80,219.28,229.66,140.16
ELMO2,na,24.51,15.14,17.90,16.78,16.19,18.61
WAPL,na,20.88,16.93,28.86,19.37,19.08,25.54
VMP1,na,96.10,81.55,87.66,102.85,97.19,162.60
APPBP2,na,41.20,35.08,22.98,32.33,37.09,36.38
POLD1,na,17.44,19.43,29.24,9.49,10.17,11.49
SEZ6,na,0.00,0.00,0.00,0.00,0.07,0.00
EIF4B,na,475.24,417.29,293.39,395.10,405.77,318.85
SLC6A16,na,0.30,0.21,0.25,0.06,0.03,0.78
BICRA,na,6.85,7.99,8.23,5.87,6.35,8.78
SPHK2,na,5.97,9.90,8.95,8.21,9.77,10.20
RPL18,na,2099.62,2321.52,2019.62,1872.59,1977.71,1846.02
CA11,na,5.85,1.72,4.73,0.84,0.71,4.80
ISOC2,na,45.52,57.67,55.62,49.73,42.52,60.61
U2AF2,na,114.57,128.20,200.46,106.60,91.11,175.49
EPN1,na,117.78,148.59,183.15,145.78,145.95,126.97
MED29,na,30.14,24.87,23.36,27.44,28.78,21.68
AHRR,na,28.49,40.32,34.95,39.82,40.17,23.66
GSC2,na,0.00,0.00,0.00,0.00,0.00,0.13
ZNF275,na,10.03,8.59,11.06,7.66,8.84,8.52
