"","condition","cycle","region","log2fc.mean.norm","obs.mut.mean","sim.mut.mean","combined_pvalue","combined_pvalue_adjusted","go.id"
"256","control",1,"protein targeting",0.649507809540602,1.11111111111111,0.777777777777778,0.983285686984341,1,"GO:0006605"
"257","control",1,"protein transport to vacuole involved in ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway",0.171554524407206,0.222222222222222,0,0.305999641960453,1,"GO:0043328"
"258","control",1,"protein-DNA complex subunit organization",0.830147794588853,0.444444444444444,0,0.942838319639297,1,"GO:0071824"
"259","control",1,"protein-containing complex localization",0.343193811623126,0.222222222222222,0,0.998703326005926,1,"GO:0031503"
"260","control",1,"proton motive force-driven ATP synthesis",0.226023968370879,0,0,1,1,"GO:0015986"
"261","control",1,"proton transmembrane transport",0.880064818435158,0.222222222222222,0,0.995017946458717,1,"GO:1902600"
"262","control",1,"pteridine-containing compound metabolic process",-0.313812035835131,0,0,1,1,"GO:0042558"
"263","control",1,"quinone biosynthetic process",-0.0779024197968535,0.111111111111111,0,0.953332148117767,1,"GO:1901663"
"264","control",1,"rRNA metabolic process",-0.136448637342422,0.333333333333333,0.555555555555556,0.962346050892364,1,"GO:0016072"
"265","control",1,"receptor metabolic process",-0.16538269522959,0.111111111111111,0,0.986800172148985,1,"GO:0043112"
"266","control",1,"regulation of ATP metabolic process",0.0619253816398252,0.111111111111111,0,0.997163985429801,1,"GO:1903578"
"267","control",1,"regulation of ATP-dependent activity",0.26897433832243,0.111111111111111,0,0.995253482643118,1,"GO:0043462"
"268","control",1,"regulation of DNA repair",0.158868440876913,0.222222222222222,0.222222222222222,0.997592882086868,1,"GO:0006282"
"269","control",1,"regulation of DNA replication",0.905396808954342,0.444444444444444,0,0.932058877280713,1,"GO:0006275"
"270","control",1,"regulation of G0 to G1 transition",-0.359646543751776,0,0,1,1,"GO:0070316"
"271","control",1,"regulation of GTPase activity",-0.263189892734965,0.333333333333333,0.666666666666667,0.947433418624601,1,"GO:0043087"
"272","control",1,"regulation of Golgi organization",-0.0506676978150167,0,0,1,1,"GO:1903358"
"273","control",1,"regulation of actin filament organization",0.973999162666242,0.444444444444444,0.111111111111111,0.978241754463804,1,"GO:0110053"
"274","control",1,"regulation of actin filament-based process",0.108316525227297,0.777777777777778,0.777777777777778,0.948232038123159,1,"GO:0032970"
"275","control",1,"regulation of anatomical structure size",-0.39207442763337,0.555555555555556,1,0.958683647643944,1,"GO:0090066"
"276","control",1,"regulation of apoptotic signaling pathway",-0.242533082474038,0.777777777777778,0.888888888888889,0.996107498768379,1,"GO:2001233"
"277","control",1,"regulation of autophagosome maturation",-0.0506676978150167,0,0,1,1,"GO:1901096"
"278","control",1,"regulation of autophagy",-0.155145848435448,0.666666666666667,0.888888888888889,0.99994194105677,1,"GO:0010506"
"279","control",1,"regulation of binding",-0.757532765818532,0.111111111111111,0.888888888888889,0.936314711425983,1,"GO:0051098"
"280","control",1,"regulation of carbohydrate metabolic process",0.363886590784459,0.333333333333333,0,0.911602397352189,1,"GO:0006109"
"281","control",1,"regulation of cell cycle phase transition",-0.391017053087583,0.666666666666667,1,0.814867896803697,1,"GO:1901987"
"282","control",1,"regulation of cell division",0.258749449005769,0.222222222222222,0,0.968535567451754,1,"GO:0051302"
"283","control",1,"regulation of cell growth",-0.266553353769677,0.555555555555556,1,0.985485991132222,1,"GO:0001558"
"284","control",1,"regulation of cell morphogenesis",0.256895693210858,0.333333333333333,0.222222222222222,0.99960114014843,1,"GO:0022604"
"285","control",1,"regulation of cell-substrate adhesion",-0.0753646917602284,0.111111111111111,0,0.999984519850433,1,"GO:0010810"
"286","control",1,"regulation of cell-substrate junction assembly",0.352164375991503,0.111111111111111,0,0.989344872635201,1,"GO:0090109"
"287","control",1,"regulation of cell-substrate junction organization",-0.0728800954917801,0,0,1,1,"GO:0150116"
"288","control",1,"regulation of cellular component size",-0.627834511703313,0.333333333333333,0.777777777777778,0.968169508019948,1,"GO:0032535"
"289","control",1,"regulation of chromosome organization",-0.166952591232196,0.444444444444444,0.666666666666667,0.997493917694113,1,"GO:0033044"
"290","control",1,"regulation of chromosome segregation",0.0321264529613219,0.111111111111111,0,0.999711527062045,1,"GO:0051983"
"291","control",1,"regulation of circadian rhythm",0.828380475410949,0.444444444444444,0,0.552663381190166,1,"GO:0042752"
"292","control",1,"regulation of cysteine-type endopeptidase activity involved in apoptotic process",0.632180860245006,0.222222222222222,0,0.989367590608898,1,"GO:0043281"
"293","control",1,"regulation of cytokinesis",-0.0449765266953696,0,0,1,1,"GO:0032465"
"294","control",1,"regulation of embryonic development",0.46260243122373,0.222222222222222,0,0.92757329786287,1,"GO:0045995"
"295","control",1,"regulation of establishment of cell polarity",-0.350822473298045,0,0,1,1,"GO:2000114"
"296","control",1,"regulation of extracellular matrix organization",-0.0544694439636736,0.222222222222222,0,0.946323061223878,1,"GO:1903053"
"297","control",1,"regulation of fibroblast migration",-0.313842169299083,0.111111111111111,0,0.985158868690452,1,"GO:0010762"
"298","control",1,"regulation of fibroblast proliferation",0.32571046144233,0.333333333333333,0,0.670389539554973,1,"GO:0048145"
"299","control",1,"regulation of focal adhesion assembly",0.0730692298984819,0.222222222222222,0,0.956650720714699,1,"GO:0051893"
"300","control",1,"regulation of generation of precursor metabolites and energy",0.832715656089431,0.333333333333333,0,0.901523211193457,1,"GO:0043467"
"301","control",1,"regulation of glucose metabolic process",0.436293429869598,0.111111111111111,0,0.996174719751339,1,"GO:0010906"
"302","control",1,"regulation of interferon-beta production",0.260714628028868,0.222222222222222,0,0.941148781208233,1,"GO:0032648"
"303","control",1,"regulation of intracellular protein transport",0.6950120346186,0.444444444444444,0.111111111111111,0.999187405693908,1,"GO:0033157"
"304","control",1,"regulation of intracellular steroid hormone receptor signaling pathway",0.425360737037454,0.222222222222222,0,0.972174091001501,1,"GO:0033143"
"305","control",1,"regulation of intracellular transport",-0.143361861557336,0.444444444444444,0.666666666666667,0.999071145880447,1,"GO:0032386"
"306","control",1,"regulation of ketone biosynthetic process",0.0604434132960944,0.111111111111111,0,0.932140672600859,1,"GO:0010566"
"307","control",1,"regulation of ligase activity",-0.285515736639626,0,0,1,1,"GO:0051340"
"308","control",1,"regulation of membrane permeability",-3.01334639527528e-05,0.111111111111111,0,0.992655851250282,1,"GO:0090559"
"309","control",1,"regulation of microtubule cytoskeleton organization",0.41151855134296,0.222222222222222,0,0.998028281683938,1,"GO:0070507"
"310","control",1,"regulation of microtubule depolymerization",-0.0818933003522122,0.111111111111111,0,0.952406940614176,1,"GO:0031114"
"311","control",1,"regulation of microtubule-based process",0.787060397040716,0.333333333333333,0,0.983748258274234,1,"GO:0032886"
"312","control",1,"regulation of mitochondrial fission",0.0604434132960944,0.111111111111111,0,0.965927845630656,1,"GO:0090140"
"313","control",1,"regulation of mitochondrial membrane permeability",-0.194798365833684,0.222222222222222,0,0.836239994003522,1,"GO:0046902"
"314","control",1,"regulation of mitochondrial membrane potential",-0.153405263066413,0.111111111111111,0,0.989789100732066,1,"GO:0051881"
"315","control",1,"regulation of ncRNA transcription",-0.0506676978150167,0,0,1,1,"GO:0140747"
"316","control",1,"regulation of neuron apoptotic process",1.18747914158887,0.666666666666667,0,0.772170266563524,1,"GO:0043523"
"317","control",1,"regulation of neuron death",0.807050447077021,0.777777777777778,0.333333333333333,0.788369275381825,1,"GO:1901214"
"318","control",1,"regulation of neuron projection development",-0.289779734965552,0.555555555555556,1,0.916502929613379,1,"GO:0010975"
"319","control",1,"regulation of pinocytosis",-0.0965022057316617,0,0,1,1,"GO:0048548"
"320","control",1,"regulation of plasma membrane bounded cell projection assembly",0.631828452387516,0.222222222222222,0,0.999435348861583,1,"GO:0120032"
"321","control",1,"regulation of protein catabolic process",-0.961238289075427,0.111111111111111,1,0.867558167682201,1,"GO:0042176"
"322","control",1,"regulation of protein dephosphorylation",0.107195529396302,0,0,1,1,"GO:0035304"
"323","control",1,"regulation of protein modification by small protein conjugation or removal",0.874519248677911,0.666666666666667,0.333333333333333,0.949327954122255,1,"GO:1903320"
"324","control",1,"regulation of protein stability",-0.0346875780973618,0.444444444444444,0.555555555555556,0.999679380772069,1,"GO:0031647"
"325","control",1,"regulation of protein-containing complex assembly",-0.674599997501414,0.555555555555556,1,0.805333495818438,1,"GO:0043254"
"326","control",1,"regulation of response to DNA damage stimulus",0.0788653470292,1,1,0.983899940621832,1,"GO:2001020"
"327","control",1,"regulation of small molecule metabolic process",0.533954210498444,0.888888888888889,0.555555555555556,0.955175636821894,1,"GO:0062012"
"328","control",1,"regulation of stem cell differentiation",-0.148091415110073,0.111111111111111,0,0.996925966799219,1,"GO:2000736"
"329","control",1,"regulation of steroid hormone biosynthetic process",-0.22750593671461,0,0,1,1,"GO:0090030"
"330","control",1,"regulation of supramolecular fiber organization",-0.176485165901827,0.666666666666667,0.777777777777778,0.927033413635308,1,"GO:1902903"
"331","control",1,"regulation of translational fidelity",-0.289506617194985,0,0,1,1,"GO:0006450"
"332","control",1,"regulation of type I interferon-mediated signaling pathway",-0.404344175614203,0,0,1,1,"GO:0060338"
"333","control",1,"regulation of ubiquitin-protein transferase activity",-0.20856496187012,0.111111111111111,0,0.989230464316538,1,"GO:0051438"
"334","control",1,"regulation of vacuole organization",-0.53983600420601,0,0,1,1,"GO:0044088"
"335","control",1,"release of cytochrome c from mitochondria",-0.09166901583329,0,0,1,1,"GO:0001836"
"336","control",1,"renal system development",-0.050269431703796,0.555555555555556,0.555555555555556,0.932832654695619,1,"GO:0072001"
"337","control",1,"respiratory system development",0.264486240713572,0.111111111111111,0,0.999333882046163,1,"GO:0060541"
"338","control",1,"respiratory tube development",0.625706491563863,0.222222222222222,0,0.999047900828576,1,"GO:0030323"
"339","control",1,"response to UV",0.241303539500381,0.222222222222222,0,0.998653063018283,1,"GO:0009411"
"340","control",1,"response to acid chemical",-0.036311457184388,0,0,1,1,"GO:0001101"
"341","control",1,"response to amino acid",0.280900868961812,0,0,1,1,"GO:0043200"
"342","control",1,"response to amino acid starvation",-0.134544086944291,0.111111111111111,0,0.985929305209949,1,"GO:1990928"
"343","control",1,"response to arsenic-containing substance",-0.473161134770012,0,0,1,1,"GO:0046685"
"344","control",1,"response to endoplasmic reticulum stress",-0.0296644319730832,0.555555555555556,0.444444444444444,0.56833162541273,1,"GO:0034976"
"345","control",1,"response to fluid shear stress",-0.485817084836352,0,0,1,1,"GO:0034405"
"346","control",1,"response to insulin",0.352002373616537,0.333333333333333,0.222222222222222,0.984056356000903,1,"GO:0032868"
"347","control",1,"response to ionizing radiation",-0.00380174614865718,0.222222222222222,0,0.998947873518591,1,"GO:0010212"
"348","control",1,"response to oxidative stress",-0.0584522939074103,0.888888888888889,1,0.970889624153796,1,"GO:0006979"
"349","control",1,"response to oxygen levels",-0.0911653016474853,0.555555555555556,0.666666666666667,0.99962616822145,1,"GO:0070482"
"350","control",1,"response to reactive oxygen species",-0.0771085153688187,0,0,1,1,"GO:0000302"
"351","control",1,"response to sterol depletion",0.0332086913142576,0.222222222222222,0,0.331449429870213,1,"GO:0006991"
"352","control",1,"response to topologically incorrect protein",0.433216894083589,0.222222222222222,0,0.986953652732297,1,"GO:0035966"
"353","control",1,"response to transforming growth factor beta",-0.143557881771992,0.222222222222222,0.333333333333333,0.930263232517672,1,"GO:0071559"
"354","control",1,"response to virus",0.898532572766197,1.22222222222222,0.888888888888889,0.357367704277425,1,"GO:0009615"
"355","control",1,"rhythmic process",0.105588796590528,0.333333333333333,0.333333333333333,0.992752968742252,1,"GO:0048511"
"356","control",1,"ribonucleoprotein complex assembly",1.3192649664098,0.777777777777778,0.111111111111111,0.649300402676006,1,"GO:0022618"
"357","control",1,"ribonucleoprotein complex subunit organization",0.59256599301847,0.333333333333333,0.111111111111111,0.991631538362562,1,"GO:0071826"
"358","control",1,"ribonucleotide metabolic process",-0.284883479290237,0.555555555555556,1,0.976033854436499,1,"GO:0009259"
"359","control",1,"ribose phosphate metabolic process",0.106528557529791,0.888888888888889,1,0.995402405315078,1,"GO:0019693"
"360","control",1,"ribosomal subunit export from nucleus",-0.147169903546678,0,0,1,1,"GO:0000054"
"361","control",1,"ribosome assembly",-0.244173229711671,0,0,1,1,"GO:0042255"
"362","control",1,"ribosome biogenesis",0.121827062442303,0.666666666666667,0.777777777777778,0.935604589452196,1,"GO:0042254"
"363","control",1,"ribosome localization",-0.20407296088143,0.111111111111111,0,0.893302364773207,1,"GO:0033750"
"364","control",1,"roof of mouth development",0.374115383480952,0.222222222222222,0,0.984664184479453,1,"GO:0060021"
"365","control",1,"semaphorin-plexin signaling pathway involved in neuron projection guidance",-0.15200309344505,0,0,1,1,"GO:1902285"
"366","control",1,"seminiferous tubule development",-0.116394825603499,0.111111111111111,0,0.873740680206923,1,"GO:0072520"
"367","control",1,"signal peptide processing",0.111111111111111,0.111111111111111,0,0.945070107555195,1,"GO:0006465"
"368","control",1,"signal transduction in response to DNA damage",0.465027319156315,0.222222222222222,0,0.999717898261871,1,"GO:0042770"
"369","control",1,"sister chromatid segregation",0.712619130984824,0.888888888888889,0.666666666666667,0.990195010091441,1,"GO:0000819"
"370","control",1,"small molecule catabolic process",-0.317040018711789,0.555555555555556,0.666666666666667,0.575372892789813,1,"GO:0044282"
"371","control",1,"smoothened signaling pathway involved in dorsal/ventral neural tube patterning",-0.147169903546678,0,0,1,1,"GO:0060831"
"372","control",1,"sphingomyelin biosynthetic process",-0.147169903546678,0,0,1,1,"GO:0006686"
"373","control",1,"spindle localization",-0.0542080537763593,0.111111111111111,0,0.995561249141499,1,"GO:0051653"
"374","control",1,"stem cell differentiation",0.982613097607175,0.555555555555556,0,0.956508160790784,1,"GO:0048863"
"375","control",1,"stem cell population maintenance",0.463525761722603,0.111111111111111,0,0.999977390453033,1,"GO:0019827"
"376","control",1,"sterol biosynthetic process",-0.371825739139979,0,0,1,1,"GO:0016126"
"377","control",1,"stress granule assembly",-0.276691666185896,0,0,1,1,"GO:0034063"
"378","control",1,"substantia nigra development",-0.389314879104691,0,0,1,1,"GO:0021762"
"379","control",1,"substrate adhesion-dependent cell spreading",0.532375244471196,0.222222222222222,0,0.959516766313642,1,"GO:0034446"
