"","condition","cycle","region","log2fc.mean.x","log2fc.sd","obs.mut.sum","obs.mut.mean","obs.mut.sd","obs.mut.cv","sim.mut.sum","sim.mut.mean","p_value","p_adjusted","significant_p_adjusted","go.id","observed.variant.required","observed.variant.requirement.met","jitter_alpha","log2fc.mean.y","log2fc.norm","log2fc.norm.sd"
"549","control","9","microtubule organizing center localization",0.111111111111111,0.172132593164774,0.666666666666667,0.111111111111111,0.172132593164774,1.54919333848297,0,0,0.998233259906373,1,NA,"GO:0061842",163,"FALSE",0.6,0.215580621719831,-0.10446951060872,0.320610000578514
"550","control","9","microtubule polymerization",0,0,0,0,0,NA,0,0,1,1,NA,"GO:0046785",747,"FALSE",0.6,-0.144803667262604,0.144803667262604,0.320610000578514
"551","control","9","miRNA processing",0,0,0,0,0,NA,0,0,1,1,NA,"GO:0035196",747,"FALSE",0.6,0.17962962962963,-0.17962962962963,0.320610000578514
"552","control","9","mitochondrial calcium ion homeostasis",0.0555555555555556,0.136082763487954,0.333333333333333,0.0555555555555556,0.136082763487954,2.44948974278318,0,0,0.999958887600261,1,NA,"GO:0051560",306,"FALSE",0.6,0.0925925925925926,-0.037037037037037,0.320610000578514
"553","control","9","mitochondrial calcium ion transmembrane transport",0,0,0,0,0,NA,0,0,1,1,NA,"GO:0006851",747,"FALSE",0.6,0.109259259259259,-0.109259259259259,0.320610000578514
"554","control","9","mitochondrial gene expression",0.222222222222222,0.272165526975909,1.33333333333333,0.222222222222222,0.272165526975909,1.22474487139159,0,0,0.999848160064218,1,NA,"GO:0140053",81,"FALSE",0.6,-0.506597477088613,0.728819699310835,0.320610000578514
"555","control","9","mitochondrial genome maintenance",0.0555555555555556,0.136082763487954,0.333333333333333,0.0555555555555556,0.136082763487954,2.44948974278318,0,0,0.999815342635156,1,NA,"GO:0000002",306,"FALSE",0.6,0.0555555555555556,0,0.320610000578514
"556","control","9","mitochondrial membrane organization",0.0555555555555556,0.136082763487954,0.333333333333333,0.0555555555555556,0.136082763487954,2.44948974278318,0,0,0.999999541401265,1,NA,"GO:0007006",306,"FALSE",0.6,-0.282410383540649,0.337965939096205,0.320610000578514
"557","control","9","mitochondrial outer membrane permeabilization",0.0555555555555556,0.136082763487954,0.333333333333333,0.0555555555555556,0.136082763487954,2.44948974278318,0,0,0.999939957588187,1,NA,"GO:0097345",306,"FALSE",0.6,0.179086607156212,-0.123531051600656,0.320610000578514
"558","control","9","mitochondrial respiratory chain complex assembly",0.0555555555555556,0.136082763487954,0.333333333333333,0.0555555555555556,0.136082763487954,2.44948974278318,0,0,0.99999994307845,1,NA,"GO:0033108",306,"FALSE",0.6,-0.442668968209707,0.498224523765262,0.320610000578514
"559","control","9","mitochondrial transmembrane transport",0.111111111111111,0.172132593164774,0.666666666666667,0.111111111111111,0.172132593164774,1.54919333848297,0,0,0.9999732668152,1,NA,"GO:1990542",163,"FALSE",0.6,-0.259894173229675,0.371005284340786,0.320610000578514
"560","control","9","mitochondrial transport",0.277777777777778,0.250924217569694,1.66666666666667,0.277777777777778,0.250924217569694,0.903327183250897,0,0,0.999907797535564,1,NA,"GO:0006839",61,"FALSE",0.6,-0.430554851291759,0.708332629069537,0.320610000578514
"561","control","9","mitochondrion distribution",0,0,0,0,0,NA,0,0,1,1,NA,"GO:0048311",747,"FALSE",0.6,0.0185185185185185,-0.0185185185185185,0.320610000578514
"562","control","9","mitochondrion localization",0.0555555555555556,0.136082763487954,0.333333333333333,0.0555555555555556,0.136082763487954,2.44948974278318,0,0,0.999988779559914,1,NA,"GO:0051646",306,"FALSE",0.6,0.182790310859916,-0.12723475530436,0.320610000578514
"563","control","9","mitochondrion morphogenesis",0,0,0,0,0,NA,0,0,1,1,NA,"GO:0070584",747,"FALSE",0.6,0.142049570119175,-0.142049570119175,0.320610000578514
"564","control","9","mitotic cytokinesis",0,0,0,0,0,NA,0,0,1,1,NA,"GO:0000281",747,"FALSE",0.6,-0.537144444413919,0.537144444413919,0.320610000578514
"565","control","9","monosaccharide biosynthetic process",0.0880534722622867,0.215686077122914,0.666666666666667,0.111111111111111,0.272165526975909,2.44948974278318,0,0,0.998554587461833,1,NA,"GO:0046364",220,"FALSE",0.6,-0.221707043637439,0.309760515899726,0.320610000578514
"566","control","9","monosaccharide metabolic process",0.333333333333333,0.298142396999972,2,0.333333333333333,0.298142396999972,0.894427190999916,0,0,0.999510837455657,1,NA,"GO:0005996",47,"FALSE",0.6,-0.694947735157524,1.02828106849086,0.320610000578514
"567","control","9","morphogenesis of an epithelial sheet",0.0555555555555556,0.136082763487954,0.333333333333333,0.0555555555555556,0.136082763487954,2.44948974278318,0,0,0.9999962601903,1,NA,"GO:0002011",306,"FALSE",0.6,0.169813425952635,-0.11425787039708,0.320610000578514
"568","control","9","movement in host",0.166666666666667,0.182574185835055,1,0.166666666666667,0.182574185835055,1.09544511501033,0,0,0.999959013934238,1,NA,"GO:0044000",112,"FALSE",0.6,-0.229642939156479,0.396309605823146,0.320610000578514
"569","control","9","mRNA export from nucleus",0.111111111111111,0.172132593164774,0.666666666666667,0.111111111111111,0.172132593164774,1.54919333848297,0,0,0.999822414735873,1,NA,"GO:0006406",163,"FALSE",0.6,0.0692592625915116,0.0418518485195995,0.320610000578514
"570","control","9","multicellular organism growth",0.166666666666667,0.278886675511358,1,0.166666666666667,0.278886675511358,1.67332005306815,0,0,0.99890581073803,1,NA,"GO:0035264",112,"FALSE",0.6,-0.449352741359572,0.616019408026239,0.320610000578514
"571","control","9","myeloid cell homeostasis",0.166666666666667,0.182574185835055,1,0.166666666666667,0.182574185835055,1.09544511501033,0,0,0.999996249959605,1,NA,"GO:0002262",112,"FALSE",0.6,-0.443940830223152,0.610607496889819,0.320610000578514
"572","control","9","NADP metabolic process",0.0555555555555556,0.136082763487954,0.333333333333333,0.0555555555555556,0.136082763487954,2.44948974278318,0,0,0.999995436617263,1,NA,"GO:0006739",306,"FALSE",0.6,0.279576722908972,-0.224021167353416,0.320610000578514
"573","control","9","NADPH regeneration",0,0,0,0,0,NA,0,0,1,1,NA,"GO:0006740",747,"FALSE",0.6,0.101322751322751,-0.101322751322751,0.320610000578514
"574","control","9","ncRNA processing",-0.601670833253205,0.233630358710313,2.66666666666667,0.444444444444444,0.272165526975909,0.612372435695795,6,1,0.987632232221737,1,NA,"GO:0034470",21,"FALSE",0.6,-0.578465237276704,-0.0232055959765007,0.320610000578514
"575","control","9","negative regulation of catabolic process",-0.0230576388488247,0.498273046021546,2.33333333333333,0.388888888888889,0.490653381462658,1.26168012376112,2.16666666666667,0.361111111111111,0.999746793292332,1,NA,"GO:0009895",451,"FALSE",0.6,-0.340640425146311,0.317582786297487,0.320610000578514
"576","control","9","negative regulation of cell projection organization",0.111111111111111,0.172132593164774,0.666666666666667,0.111111111111111,0.172132593164774,1.54919333848297,0,0,0.999999513062821,1,NA,"GO:0031345",163,"FALSE",0.6,-0.334702632295737,0.445813743406848,0.320610000578514
"577","control","9","negative regulation of defense response to virus",0.111111111111111,0.172132593164774,0.666666666666667,0.111111111111111,0.172132593164774,1.54919333848297,0,0,0.995851472553688,1,NA,"GO:0050687",163,"FALSE",0.6,0.273492066824316,-0.162380955713205,0.320610000578514
"578","control","9","negative regulation of growth",0.333333333333333,0.298142396999972,2,0.333333333333333,0.298142396999972,0.894427190999916,0,0,0.999333367900702,1,NA,"GO:0045926",47,"FALSE",0.6,-0.552658762385647,0.88599209571898,0.320610000578514
"579","control","9","negative regulation of GTPase activity",0.0555555555555556,0.136082763487954,0.333333333333333,0.0555555555555556,0.136082763487954,2.44948974278318,0,0,0.999976689447699,1,NA,"GO:0034260",306,"FALSE",0.6,0.133068783068783,-0.0775132275132275,0.320610000578514
"580","control","9","negative regulation of mitotic nuclear division",0,0,0,0,0,NA,0,0,1,1,NA,"GO:0045839",747,"FALSE",0.6,0.164814814814815,-0.164814814814815,0.320610000578514
"581","control","9","negative regulation of phosphorus metabolic process",-0.666666666666667,0.210818510677892,2,0.333333333333333,0.210818510677892,0.632455532033676,6,1,0.997429163615228,1,NA,"GO:0010563",20,"FALSE",0.6,-0.785359686934916,0.118693020268249,0.320610000578514
"582","control","9","negative regulation of protein phosphorylation",-0.111111111111111,0.403686713879666,1.66666666666667,0.277777777777778,0.250924217569694,0.903327183250897,2.33333333333333,0.388888888888889,0.999998076845002,1,NA,"GO:0001933",163,"FALSE",0.6,-0.673015771303807,0.561904660192696,0.320610000578514
"583","control","9","negative regulation of transferase activity",0.222222222222222,0.172132593164774,2,0.333333333333333,0.365148371670111,1.09544511501033,0.333333333333333,0.0555555555555556,0.992453370466472,1,NA,"GO:0051348",81,"FALSE",0.6,-0.466214516536719,0.688436738758941,0.320610000578514
"584","control","9","neural tube development",0.365831250040064,0.07960331363496,2.33333333333333,0.388888888888889,0.136082763487954,0.349927106111883,0,0,0.992382570108724,1,NA,"GO:0021915",42,"FALSE",0.6,-0.464089196468445,0.829920446508509,0.320610000578514
"585","control","9","neuron apoptotic process",0.111111111111111,0.172132593164774,0.666666666666667,0.111111111111111,0.172132593164774,1.54919333848297,0,0,0.999999995897867,1,NA,"GO:0051402",163,"FALSE",0.6,-0.493837814499709,0.60494892561082,0.320610000578514
"586","control","9","neuron death",-0.277777777777778,0.680413817439772,1.33333333333333,0.222222222222222,0.272165526975909,1.22474487139159,3,0.5,0.998263110385435,1,NA,"GO:0070997",61,"FALSE",0.6,-0.394334211597526,0.116556433819748,0.320610000578514
"587","control","9","neuron projection organization",0.0555555555555556,0.136082763487954,0.333333333333333,0.0555555555555556,0.136082763487954,2.44948974278318,0,0,0.999998760975001,1,NA,"GO:0106027",306,"FALSE",0.6,-0.17686874992941,0.232424305484966,0.320610000578514
"588","control","9","neurotrophin signaling pathway",0,0,0,0,0,NA,0,0,1,1,NA,"GO:0038179",747,"FALSE",0.6,0.180673908743514,-0.180673908743514,0.320610000578514
"589","control","9","non-membrane-bounded organelle assembly",-0.666666666666667,0.298142396999972,1,0.166666666666667,0.182574185835055,1.09544511501033,5,0.833333333333333,0.996603939252184,1,NA,"GO:0140694",20,"FALSE",0.6,-0.431333604469456,-0.23533306219721,0.320610000578514
"590","control","9","nonribosomal peptide biosynthetic process",0,0,0,0,0,NA,0,0,1,1,NA,"GO:0019184",747,"FALSE",0.6,0.0616012268638712,-0.0616012268638712,0.320610000578514
"591","control","9","nuclear chromosome segregation",-0.15722638880876,0.710454269363006,2.66666666666667,0.444444444444444,0.583730023847275,1.31339255365637,3.33333333333333,0.555555555555556,0.98337264539391,1,NA,"GO:0098813",122,"FALSE",0.6,-0.521600359463236,0.364373970654477,0.320610000578514
"592","control","9","nuclear envelope organization",0,0,0,0,0,NA,0,0,1,1,NA,"GO:0006998",747,"FALSE",0.6,0.025368981508191,-0.025368981508191,0.320610000578514
"593","control","9","nuclear transport",0.0419381945646373,0.469788782916309,4,0.666666666666667,0.210818510677892,0.316227766016838,3.33333333333333,0.555555555555556,0.999523624744643,1,NA,"GO:0051169",347,"FALSE",0.6,-0.667221897339865,0.709160091904502,0.320610000578514
"594","control","9","nuclear-transcribed mRNA catabolic process",0.277777777777778,0.389681731483337,1.66666666666667,0.277777777777778,0.389681731483337,1.40285423334001,0,0,0.976903616562424,1,NA,"GO:0000956",61,"FALSE",0.6,-0.267689851126183,0.545467628903961,0.320610000578514
"595","control","9","nucleic acid transport",0.222222222222222,0.272165526975909,1.33333333333333,0.222222222222222,0.272165526975909,1.22474487139159,0,0,0.999811356994927,1,NA,"GO:0050657",81,"FALSE",0.6,-0.438788348848622,0.661010571070844,0.320610000578514
"596","control","9","nucleocytoplasmic transport",-0.222222222222222,0.688530372659096,1.66666666666667,0.277777777777778,0.327730693416725,1.17983049630021,3,0.5,0.99814708238562,1,NA,"GO:0006913",81,"FALSE",0.6,-0.603083662517771,0.380861440295549,0.320610000578514
"597","control","9","nucleotide catabolic process",0.222222222222222,0.172132593164774,1.33333333333333,0.222222222222222,0.172132593164774,0.774596669241483,0,0,0.995681257775391,1,NA,"GO:0009166",81,"FALSE",0.6,-0.241655720855591,0.463877943077813,0.320610000578514
"598","control","9","nucleus organization",0,0,0,0,0,NA,0,0,1,1,NA,"GO:0006997",747,"FALSE",0.6,-0.422028485461564,0.422028485461564,0.320610000578514
"599","control","9","oligosaccharide-lipid intermediate biosynthetic process",0.0555555555555556,0.136082763487954,0.333333333333333,0.0555555555555556,0.136082763487954,2.44948974278318,0,0,0.999901334799968,1,NA,"GO:0006490",306,"FALSE",0.6,0.162419940489545,-0.10686438493399,0.320610000578514
"600","control","9","one-carbon metabolic process",0.0555555555555556,0.136082763487954,0.333333333333333,0.0555555555555556,0.136082763487954,2.44948974278318,0,0,0.999768598785206,1,NA,"GO:0006730",306,"FALSE",0.6,0.127777777777778,-0.0722222222222222,0.320610000578514
"601","control","9","organelle fission",-0.490559722142094,0.52437660545411,3.33333333333333,0.555555555555556,0.620632890834175,1.11713920350152,6,1,0.996321761329201,1,NA,"GO:0048285",27,"FALSE",0.6,-0.7556374856239,0.265077763481807,0.320610000578514
"602","control","9","organelle fusion",0.111111111111111,0.172132593164774,0.666666666666667,0.111111111111111,0.172132593164774,1.54919333848297,0,0,0.99999910288572,1,NA,"GO:0048284",163,"FALSE",0.6,-0.417628122992339,0.52873923410345,0.320610000578514
"603","control","9","organelle inheritance",0,0,0,0,0,NA,0,0,1,1,NA,"GO:0048308",747,"FALSE",0.6,0.147883597883598,-0.147883597883598,0.320610000578514
"604","control","9","organelle localization by membrane tethering",0.0555555555555556,0.136082763487954,0.333333333333333,0.0555555555555556,0.136082763487954,2.44948974278318,0,0,0.999993512509082,1,NA,"GO:0140056",306,"FALSE",0.6,-0.14234196427236,0.197897519827915,0.320610000578514
"605","control","9","organophosphate catabolic process",0.222222222222222,0.272165526975909,1.33333333333333,0.222222222222222,0.272165526975909,1.22474487139159,0,0,0.998894615712022,1,NA,"GO:0046434",81,"FALSE",0.6,-0.328665710971777,0.550887933193999,0.320610000578514
"606","control","9","organophosphate ester transport",0.0555555555555556,0.136082763487954,0.333333333333333,0.0555555555555556,0.136082763487954,2.44948974278318,0,0,0.99999996068535,1,NA,"GO:0015748",306,"FALSE",0.6,-0.546087433809015,0.601642989364571,0.320610000578514
"607","control","9","ossification",-0.300835416626602,0.695939428138556,3,0.5,0.586893895388634,1.17378779077727,4.66666666666667,0.777777777777778,0.995600706883051,1,NA,"GO:0001503",54,"FALSE",0.6,-0.64559829443093,0.344762877804328,0.320610000578514
"608","control","9","osteoblast differentiation",0.254720138928953,0.211263883077753,1.66666666666667,0.277777777777778,0.250924217569694,0.903327183250897,0,0,0.999389380361063,1,NA,"GO:0001649",66,"FALSE",0.6,-0.5370837194403,0.791803858369253,0.320610000578514
"609","control","9","oxidative phosphorylation",0.166666666666667,0.182574185835055,1,0.166666666666667,0.182574185835055,1.09544511501033,0,0,0.999993049334652,1,NA,"GO:0006119",112,"FALSE",0.6,-0.236088664271325,0.402755330937991,0.320610000578514
"610","control","9","pentose-phosphate shunt",0,0,0,0,0,NA,0,0,1,1,NA,"GO:0006098",747,"FALSE",0.6,0.162419940489545,-0.162419940489545,0.320610000578514
"611","control","9","peptidyl-lysine modification",-0.411946527737714,0.5165797620071,2.66666666666667,0.444444444444444,0.403686713879666,0.908295106229247,5,0.833333333333333,0.998940713947815,1,NA,"GO:0018205",34,"FALSE",0.6,-0.63489984267791,0.222953314940196,0.320610000578514
"612","control","9","pericardium development",0,0,0,0,0,NA,0,0,1,1,NA,"GO:0060039",747,"FALSE",0.6,0.0793650793650794,-0.0793650793650794,0.320610000578514
"613","control","9","peroxisome organization",0,0,0,0,0,NA,0,0,1,1,NA,"GO:0007031",747,"FALSE",0.6,0.155277083346688,-0.155277083346688,0.320610000578514
"614","control","9","phospholipid biosynthetic process",0.310275694484509,0.379572764928354,2.33333333333333,0.388888888888889,0.389681731483337,1.00203873810001,0.333333333333333,0.0555555555555556,0.998785889889681,1,NA,"GO:0008654",49,"FALSE",0.6,-0.466309562700945,0.776585257185454,0.320610000578514
"615","control","9","pigment accumulation",0,0,0,0,0,NA,0,0,1,1,NA,"GO:0043476",747,"FALSE",0.6,0.037037037037037,-0.037037037037037,0.320610000578514
"616","control","9","pigmentation",0.166666666666667,0.182574185835055,1,0.166666666666667,0.182574185835055,1.09544511501033,0,0,0.999804924297313,1,NA,"GO:0043473",112,"FALSE",0.6,-0.261125033055428,0.427791699722095,0.320610000578514
"617","control","9","pinocytosis",0,0,0,0,0,NA,0,0,1,1,NA,"GO:0006907",747,"FALSE",0.6,0.142049570119175,-0.142049570119175,0.320610000578514
"618","control","9","placenta development",0.0555555555555556,0.136082763487954,0.333333333333333,0.0555555555555556,0.136082763487954,2.44948974278318,0,0,0.9999999948248,1,NA,"GO:0001890",306,"FALSE",0.6,-0.608057056951186,0.663612612506741,0.320610000578514
