CTL_A ENU_A CTL_B ENU_B CTL_C ENU_C
ENSG00000154727 698 486 709 599 501 778
ENSG00000154734 25815 18382 23814 13373 15564 27600
ENSG00000154736 729 664 565 559 879 1393
ENSG00000154743 44 71 66 27 86 97
ENSG00000154760 25 9 7 5 34 36
ENSG00000154767 1154 937 1388 1138 1240 1650
ENSG00000154781 274 253 355 269 235 335
ENSG00000154803 408 363 413 373 396 526
ENSG00000154813 672 465 820 462 498 611
ENSG00000154814 80 82 70 82 79 106
ENSG00000154832 441 312 489 393 417 513
ENSG00000154839 37 25 46 19 46 96
ENSG00000154845 1518 1221 1942 1176 1490 2082
ENSG00000154856 29 26 34 16 41 62
ENSG00000154864 72 83 97 84 1040 1454
ENSG00000154874 104 82 124 97 88 183
ENSG00000154889 446 391 577 518 353 481
ENSG00000154917 24 30 44 40 28 31
ENSG00000154920 21 39 60 28 32 74
ENSG00000154928 15 3 18 12 2 3
ENSG00000154930 25 15 34 12 12 7
ENSG00000154945 611 475 719 525 583 812
ENSG00000154957 134 76 135 94 112 168
ENSG00000154978 2273 1718 2624 1745 1503 2032
ENSG00000155008 71 52 89 56 51 72
ENSG00000155016 537 522 600 612 373 489
ENSG00000155034 283 208 324 248 187 264
ENSG00000155085 40 23 39 19 42 47
ENSG00000155090 627 511 536 372 624 838
ENSG00000155096 3311 2428 4055 2614 2873 3898
ENSG00000155097 980 766 1125 890 666 898
ENSG00000155099 257 193 228 190 200 239
ENSG00000155100 165 145 164 111 251 329
ENSG00000155111 720 499 783 613 592 758
ENSG00000155115 363 299 477 243 591 670
ENSG00000155130 2993 2536 2891 2121 3659 4130
ENSG00000155158 91 126 129 127 200 297
ENSG00000155189 191 128 256 147 232 333
ENSG00000155229 1445 1058 1701 1312 931 1204
ENSG00000155252 665 626 894 643 626 737
ENSG00000155254 1914 1613 2037 1389 1891 2230
ENSG00000155256 344 279 400 308 397 522
ENSG00000155269 8 16 20 17 20 3
ENSG00000155275 98 95 144 106 119 151
ENSG00000155287 254 224 282 241 217 225
ENSG00000155304 1041 766 1180 835 1247 1741
ENSG00000155313 1167 968 1575 1248 798 1100
ENSG00000155324 452 326 578 374 270 393
ENSG00000155329 170 140 159 147 89 157
ENSG00000155330 558 468 621 375 550 698
ENSG00000155363 1219 1026 1520 951 1309 1797
ENSG00000155366 6585 5417 8667 5738 4873 5751
ENSG00000155367 49 32 43 85 12 22
ENSG00000155368 582 487 799 414 785 921
ENSG00000155380 1008 855 1108 847 1321 1700
ENSG00000155393 178 122 157 84 216 281
ENSG00000155428 4 1 4 1 6 4
ENSG00000155438 301 307 449 310 360 491
ENSG00000155463 1876 1474 2331 1815 1321 1533
ENSG00000155465 41 32 18 27 17 48
ENSG00000155506 2559 2197 2958 2064 3411 4380
ENSG00000155508 1205 997 1616 1185 906 1302
ENSG00000155511 21 25 36 12 5 4
ENSG00000155542 42 13 35 18 38 40
ENSG00000155545 347 298 416 295 268 338
ENSG00000155561 1022 862 1120 758 813 1261
ENSG00000155592 146 129 221 169 190 174
ENSG00000155621 140 82 92 107 140 147
ENSG00000155636 99 109 111 72 167 183
ENSG00000155640 66 87 74 72 100 132
ENSG00000155660 3265 2771 3222 2021 3611 4845
ENSG00000155666 55 49 62 29 47 66
ENSG00000155729 352 244 418 294 368 416
ENSG00000155744 106 82 121 102 82 147
ENSG00000155755 610 549 579 393 610 782
ENSG00000155760 5293 4681 5624 3734 3739 4556
ENSG00000155792 161 78 106 85 76 73
ENSG00000155816 1052 985 1286 1006 861 1350
ENSG00000155827 572 478 704 506 624 901
ENSG00000155849 52 40 108 142 9 18
ENSG00000155850 292 290 321 225 255 400
ENSG00000155858 116 104 130 110 121 149
ENSG00000155868 134 92 168 100 144 166
ENSG00000155876 1288 1114 1424 1027 1405 1621
ENSG00000155893 175 118 155 94 185 199
ENSG00000155903 722 555 775 630 314 490
ENSG00000155906 258 183 272 190 265 344
ENSG00000155926 201 122 264 134 67 156
ENSG00000155957 721 581 923 646 669 975
ENSG00000155959 568 419 664 392 560 692
ENSG00000155970 1066 718 1044 753 513 756
ENSG00000155975 1140 875 1286 1003 807 1026
ENSG00000155984 200 167 220 211 91 133
ENSG00000156011 1429 1131 1294 1094 1231 1486
ENSG00000156017 394 286 409 292 220 275
ENSG00000156026 884 693 1201 888 743 965
ENSG00000156030 687 520 766 537 588 880
ENSG00000156050 108 95 150 95 82 97
ENSG00000156052 997 867 1284 994 1018 1383
ENSG00000156103 85 101 53 46 133 179
ENSG00000156110 416 354 606 430 334 458
ENSG00000156113 545 559 887 684 741 826
ENSG00000156136 431 309 481 401 255 383
ENSG00000156150 11 0 2 6 8 9
ENSG00000156162 835 704 963 827 663 1055
ENSG00000156170 53 45 42 36 71 71
ENSG00000156171 1038 668 1236 1146 339 516
ENSG00000156172 18 19 24 18 24 27
ENSG00000156232 254 233 321 284 182 231
ENSG00000156239 133 138 177 120 198 284
ENSG00000156253 296 214 355 187 353 431
ENSG00000156256 711 627 849 585 724 981
ENSG00000156261 2942 2161 3480 2396 2982 4198
ENSG00000156265 505 393 670 442 257 327
ENSG00000156273 4066 3133 5000 3731 2205 3720
ENSG00000156299 25 27 21 14 42 61
ENSG00000156304 632 460 788 576 539 954
ENSG00000156313 36 44 81 39 63 148
ENSG00000156345 35 46 51 70 52 105
ENSG00000156374 87 94 102 90 119 175
ENSG00000156381 484 355 544 306 107 136
ENSG00000156384 54 51 80 46 52 67
ENSG00000156398 14 13 14 12 36 50
ENSG00000156411 621 460 710 535 509 576
ENSG00000156453 30 18 44 48 21 51
ENSG00000156467 1485 1106 1625 1215 1953 2235
ENSG00000156469 159 87 222 152 153 223
ENSG00000156471 2799 2185 3229 2217 2167 3231
ENSG00000156482 4906 3961 5624 4462 4112 4689
ENSG00000156500 19 33 37 23 30 42
ENSG00000156502 207 154 229 123 228 336
ENSG00000156504 386 349 501 404 462 653
ENSG00000156508 293360 227667 360753 276324 166007 197170
ENSG00000156515 2753 2101 3557 2190 3083 4303
ENSG00000156521 157 149 189 161 207 212
ENSG00000156531 685 582 984 696 640 805
ENSG00000156535 1431 1277 1912 1650 946 1299
ENSG00000156587 1005 834 1285 919 760 890
ENSG00000156599 3061 2627 3325 2430 2074 2899
ENSG00000156603 287 263 337 194 288 351
ENSG00000156639 2461 2009 3021 2326 2177 2589
ENSG00000156642 2498 2012 3109 2133 2666 3675
ENSG00000156650 1584 1249 2239 1684 948 1433
ENSG00000156671 1239 1026 1426 1089 1120 1448
ENSG00000156675 1990 1785 2625 1876 1365 1964
ENSG00000156689 12 2 19 13 9 10
ENSG00000156697 113 99 156 113 325 459
ENSG00000156709 266 268 383 215 579 743
ENSG00000156711 137 116 222 136 45 70
ENSG00000156735 426 349 520 432 294 411
ENSG00000156787 106 78 100 72 94 147
ENSG00000156795 154 143 162 133 101 139
ENSG00000156802 679 501 761 519 312 746
ENSG00000156804 312 219 420 386 152 131
ENSG00000156831 259 229 374 280 241 309
ENSG00000156853 128 97 147 121 116 112
ENSG00000156858 435 386 620 395 356 479
ENSG00000156860 1414 1186 1737 1398 1257 1410
ENSG00000156869 23 30 12 6 59 66
ENSG00000156873 319 270 340 246 273 323
ENSG00000156875 682 571 884 679 635 918
ENSG00000156876 46 46 68 65 42 82
ENSG00000156928 456 363 519 402 405 537
ENSG00000156931 674 612 835 596 690 961
ENSG00000156958 420 287 494 370 283 341
ENSG00000156966 13 8 16 14 1 2
ENSG00000156970 126 121 202 145 192 387
ENSG00000156973 161 145 211 110 148 208
ENSG00000156976 8092 5832 9407 7569 5568 7193
ENSG00000156983 333 269 421 349 256 390
ENSG00000156990 313 285 443 341 302 380
ENSG00000157014 732 674 1072 684 846 954
ENSG00000157020 3382 2736 4332 3100 3071 3591
ENSG00000157036 150 121 189 95 216 286
ENSG00000157045 766 662 927 732 310 484
ENSG00000157064 58 59 121 57 56 61
ENSG00000157077 758 660 1000 797 687 927
ENSG00000157106 1759 1542 2173 1554 1545 2576
ENSG00000157107 569 481 740 545 481 645
ENSG00000157110 5084 3753 6559 4570 2872 3545
ENSG00000157111 90 72 100 63 59 65
ENSG00000157150 4 3 9 7 5 9
ENSG00000157168 277 292 210 144 318 383
ENSG00000157181 263 206 240 205 280 394
ENSG00000157184 197 208 219 173 289 327
ENSG00000157191 1855 1482 2422 1450 1338 1708
ENSG00000157193 177 152 189 129 171 221
ENSG00000157212 206 164 180 180 151 248
ENSG00000157216 951 773 1168 784 897 1149
ENSG00000157224 566 450 647 410 369 548
ENSG00000157227 12105 10241 13513 12133 9250 11779
ENSG00000157240 520 411 434 320 599 731
ENSG00000157259 664 612 778 705 507 690
ENSG00000157303 3 17 15 16 2 1
ENSG00000157306 15 17 24 13 41 69
ENSG00000157326 337 282 477 307 500 603
ENSG00000157343 7 0 6 1 4 2
ENSG00000157349 227 172 264 189 279 336
ENSG00000157350 758 589 749 434 1011 918
ENSG00000157353 192 131 201 140 161 199
ENSG00000157368 13 5 49 4 1 7
ENSG00000157379 245 259 331 194 266 321
ENSG00000157399 17 6 13 10 25 31
ENSG00000157404 214 208 26 15 50 95
ENSG00000157426 186 168 216 248 175 228
ENSG00000157429 17 24 21 18 19 25
ENSG00000157450 663 606 907 600 593 827
ENSG00000157456 126 107 207 143 281 437
ENSG00000157483 1116 968 1572 955 962 1493
ENSG00000157500 643 514 706 631 609 790
ENSG00000157510 340 241 356 266 166 233
ENSG00000157514 270 261 322 314 214 305
ENSG00000157538 1219 986 1799 1137 835 1058
ENSG00000157540 773 576 950 691 632 987
ENSG00000157557 2388 1904 3309 2573 1374 2357
ENSG00000157570 129 96 36 31 165 128
ENSG00000157593 2097 1767 2356 1737 1548 2071
ENSG00000157600 495 324 561 306 404 547
ENSG00000157601 13 23 55 19 13 27
ENSG00000157613 4471 3459 5054 3630 4939 5798
ENSG00000157617 2181 1652 2409 1552 683 1079
ENSG00000157625 597 441 775 537 380 410
ENSG00000157637 3217 2902 3612 2521 3034 3876
ENSG00000157654 1557 1277 2124 1230 1680 2928
ENSG00000157657 602 494 580 450 626 729
ENSG00000157680 26 18 23 10 38 56
ENSG00000157693 100 72 62 58 184 278
ENSG00000157734 204 119 177 114 161 302
ENSG00000157741 238 254 355 249 234 308
ENSG00000157764 212 192 279 199 160 223
ENSG00000157778 188 158 186 125 182 193
ENSG00000157782 12 15 11 2 43 28
ENSG00000157796 595 449 595 496 411 622
ENSG00000157800 761 560 820 550 843 1100
ENSG00000157823 503 473 607 450 413 523
ENSG00000157827 825 708 984 648 735 969
ENSG00000157833 51 39 48 21 92 83
ENSG00000157837 848 741 1099 820 552 746
ENSG00000157869 231 155 283 175 141 235
ENSG00000157870 403 296 465 258 480 632
ENSG00000157873 47 45 75 58 38 68
ENSG00000157881 700 581 939 563 463 627
ENSG00000157895 199 139 234 139 193 234
ENSG00000157911 353 304 462 289 304 291
ENSG00000157916 2577 2141 3051 2245 2084 2836
ENSG00000157933 1532 1373 1634 1280 1668 2064
ENSG00000157954 1510 1220 1853 1407 1251 1443
ENSG00000157978 566 460 893 684 336 455
ENSG00000157985 674 511 733 527 432 515
ENSG00000157992 2 1 1 2 6 6
ENSG00000157999 3 3 1 2 2 7
ENSG00000158006 183 172 238 162 208 254
ENSG00000158008 27 51 25 13 20 22
ENSG00000158019 381 277 410 304 386 454
ENSG00000158023 591 512 612 530 179 178
ENSG00000158042 642 576 698 516 675 862
ENSG00000158062 110 88 143 100 184 214
ENSG00000158079 119 114 171 99 104 114
ENSG00000158092 860 616 1079 711 652 998
ENSG00000158109 936 771 1048 785 701 884
ENSG00000158113 5 7 19 7 2 2
ENSG00000158122 221 160 268 229 111 176
ENSG00000158125 83 98 131 138 10 16
ENSG00000158156 183 163 262 236 109 141
ENSG00000158158 125 110 176 137 133 130
ENSG00000158161 626 553 876 612 347 647
ENSG00000158163 111 93 129 95 169 189
ENSG00000158164 9 4 13 5 12 27
ENSG00000158169 202 145 301 142 186 272
ENSG00000158186 712 634 933 581 699 801
ENSG00000158195 2116 1833 2736 2236 1922 2487
ENSG00000158201 60 25 55 44 48 89
ENSG00000158234 31 39 43 39 70 57
ENSG00000158246 24 27 30 16 55 46
ENSG00000158270 23 19 30 13 87 188
ENSG00000158286 75 63 92 29 91 141
ENSG00000158290 1408 1188 1812 1667 1473 1845
ENSG00000158292 334 309 369 238 87 120
ENSG00000158296 210 179 297 265 41 81
ENSG00000158301 184 152 257 236 233 249
ENSG00000158315 19 25 27 17 1 8
ENSG00000158321 23 18 37 6 25 43
ENSG00000158373 124 96 132 119 47 40
ENSG00000158402 8 35 43 41 38 48
ENSG00000158406 4 8 9 6 9 2
ENSG00000158411 287 189 283 221 233 341
ENSG00000158417 1302 1048 1392 1008 1861 2342
ENSG00000158423 7 2 5 8 5 10
ENSG00000158427 30 31 33 20 27 49
ENSG00000158435 567 519 767 464 458 624
ENSG00000158467 291 240 343 256 233 287
ENSG00000158470 954 716 981 757 724 876
ENSG00000158480 223 198 268 214 135 143
ENSG00000158483 47 35 52 42 88 100
ENSG00000158526 235 230 262 199 359 413
ENSG00000158545 802 646 906 728 902 1226
ENSG00000158552 206 172 218 184 180 223
ENSG00000158555 270 235 276 222 170 257
ENSG00000158604 1879 1529 2345 1954 1224 1704
ENSG00000158615 724 611 705 578 726 877
ENSG00000158623 193 176 237 162 289 290
ENSG00000158636 360 255 432 340 324 394
ENSG00000158669 1547 1229 1965 1302 1386 1904
ENSG00000158691 126 113 138 115 86 144
ENSG00000158710 9709 7830 12231 8001 6834 10041
ENSG00000158711 833 692 906 706 719 906
ENSG00000158715 9 26 22 14 45 62
ENSG00000158716 36 40 34 27 38 43
ENSG00000158717 288 231 288 185 178 235
ENSG00000158747 1163 899 1330 864 986 1265
ENSG00000158769 96 96 103 178 30 39
ENSG00000158773 310 281 388 304 375 493
ENSG00000158792 103 110 168 105 97 102
ENSG00000158793 451 358 655 471 309 360
ENSG00000158796 515 486 576 405 398 505
ENSG00000158805 239 191 279 206 269 399
ENSG00000158806 4 14 3 10 5 4
ENSG00000158815 5 4 6 3 2 2
ENSG00000158825 4 12 10 3 5 38
ENSG00000158828 2445 2140 3073 2549 1260 1657
ENSG00000158850 582 416 665 559 384 475
ENSG00000158856 16 10 12 7 12 15
ENSG00000158863 1164 897 1249 951 1043 1325
ENSG00000158864 1119 994 1563 1156 1282 1582
ENSG00000158882 190 146 277 151 139 181
ENSG00000158941 1309 1019 1707 1070 1493 1702
ENSG00000158966 45 42 49 38 39 83
ENSG00000158985 694 547 839 691 669 970
ENSG00000158987 362 333 412 330 335 406
ENSG00000159023 8 5 39 24 103 92
ENSG00000159055 50 51 56 51 45 85
ENSG00000159063 400 311 447 299 292 481
ENSG00000159069 2033 1796 2698 1884 1211 1215
ENSG00000159079 245 208 288 183 337 433
ENSG00000159082 511 435 533 418 286 394
ENSG00000159086 305 246 315 240 419 517
ENSG00000159110 596 416 769 490 268 397
ENSG00000159111 572 497 790 684 473 559
ENSG00000159128 1351 1035 1611 1079 832 1030
ENSG00000159131 671 475 687 469 1051 1424
ENSG00000159140 4838 3946 5967 4193 4889 7203
ENSG00000159147 323 227 412 260 167 241
ENSG00000159164 618 469 992 613 881 1067
ENSG00000159167 2178 1903 2073 1893 1004 1516
ENSG00000159176 10770 8333 11499 6970 12013 13506
ENSG00000159199 332 289 378 277 402 451
ENSG00000159200 1776 1466 1678 881 1203 1720
ENSG00000159202 3008 2282 3380 2330 2660 3298
ENSG00000159208 54 46 81 45 62 73
ENSG00000159210 695 515 896 460 946 1207
ENSG00000159214 18 21 18 21 33 31
ENSG00000159216 3240 2701 3754 2474 1472 2307
ENSG00000159217 972 868 1194 786 959 1333
ENSG00000159228 786 687 899 649 910 1009
ENSG00000159231 40 48 65 34 100 91
ENSG00000159239 26 30 52 48 11 9
ENSG00000159251 3 2 6 5 7 2
ENSG00000159256 832 571 1012 791 554 827
ENSG00000159259 84 62 98 58 77 136
ENSG00000159263 29 19 30 16 304 478
ENSG00000159267 547 463 631 440 493 702
ENSG00000159314 12 7 10 1 13 5
ENSG00000159322 1056 821 1241 950 1074 1452
ENSG00000159335 3783 2832 4674 2755 4146 4524
ENSG00000159346 2029 1755 2441 2094 1072 1337
ENSG00000159348 634 566 894 698 581 749
ENSG00000159352 1421 1131 1867 1151 1712 2001
ENSG00000159363 532 497 640 426 355 505
ENSG00000159377 2004 1770 2591 1747 2405 2794
ENSG00000159388 243 200 241 201 146 141
ENSG00000159399 2160 1587 2238 1911 1844 2408
ENSG00000159403 8146 5731 9259 5626 5852 8384
ENSG00000159423 314 215 374 207 301 403
ENSG00000159433 433 365 516 373 243 384
ENSG00000159445 54 63 74 45 136 157
ENSG00000159459 914 763 1234 766 905 1151
ENSG00000159461 2715 2414 3646 2893 1757 2280
ENSG00000159479 858 670 1019 774 820 1026
ENSG00000159556 24 16 13 14 50 60
ENSG00000159579 783 570 957 737 605 793
ENSG00000159592 1389 1091 1796 1225 1005 1281
ENSG00000159593 518 454 607 488 468 644
ENSG00000159596 230 190 287 211 198 261
ENSG00000159640 253 246 511 419 69 93
ENSG00000159658 1702 1437 2000 1572 1233 1677
ENSG00000159674 3208 2803 7631 4537 5231 6424
ENSG00000159685 116 86 141 84 160 190
ENSG00000159692 2660 2165 3512 2382 2136 2452
ENSG00000159708 11 8 17 8 2 4
ENSG00000159713 15 14 17 16 8 10
ENSG00000159714 136 152 158 152 99 119
ENSG00000159720 906 829 1106 801 1075 1316
ENSG00000159733 38 36 47 29 14 26
ENSG00000159761 42 43 55 38 27 17
ENSG00000159784 35 23 36 24 82 73
ENSG00000159788 462 325 475 315 366 399
ENSG00000159792 658 556 767 529 458 497
ENSG00000159840 7551 5689 9665 6011 7306 8647
ENSG00000159842 3249 2606 4252 2980 2131 2532
ENSG00000159860 8 1 9 5 2 0
ENSG00000159871 13 13 21 36 8 3
ENSG00000159873 562 402 626 558 414 503
ENSG00000159882 79 67 74 51 38 69
ENSG00000159884 328 261 418 267 272 398
ENSG00000159885 33 39 38 28 40 70
ENSG00000159899 857 725 1087 789 750 989
ENSG00000159905 37 19 56 28 17 53
ENSG00000159915 14 7 11 3 14 22
ENSG00000159917 29 18 30 17 29 54
ENSG00000159921 571 442 735 467 515 677
ENSG00000160007 1809 1738 2153 1826 1897 2559
ENSG00000160013 98 65 72 57 30 55
ENSG00000160014 5619 4732 6474 4827 5337 6427
ENSG00000160049 570 450 576 461 559 647
ENSG00000160050 129 84 98 84 165 165
ENSG00000160051 28 15 35 27 36 46
ENSG00000160055 148 130 245 127 216 278
ENSG00000160058 1415 1269 1782 1424 1426 1553
ENSG00000160062 136 94 153 118 158 212
ENSG00000160072 195 189 242 116 351 513
ENSG00000160075 1608 1347 1922 1517 1201 1391
ENSG00000160087 1338 987 1612 948 1295 1513
ENSG00000160094 242 244 315 199 370 388
ENSG00000160111 18 42 38 22 27 25
ENSG00000160113 757 699 1000 653 618 796
ENSG00000160117 20 12 12 6 6 8
ENSG00000160124 42 45 50 47 139 158
ENSG00000160131 499 390 501 290 390 472
ENSG00000160145 40 34 45 33 72 78
ENSG00000160161 25 23 12 12 23 26
ENSG00000160172 6 5 16 1 11 13
ENSG00000160179 60 79 157 113 68 92
ENSG00000160193 94 59 94 40 197 214
ENSG00000160194 333 287 424 291 384 457
ENSG00000160199 481 481 582 463 424 619
ENSG00000160200 986 839 1104 713 2459 3078
ENSG00000160201 699 452 811 437 1327 1664
ENSG00000160207 28 12 28 27 27 29
ENSG00000160208 704 561 838 576 599 899
ENSG00000160209 2338 2077 3169 2368 1637 2137
ENSG00000160211 3539 2430 4542 2737 4885 5380
ENSG00000160213 819 723 923 788 580 667
ENSG00000160214 188 186 272 162 353 456
ENSG00000160216 2932 2349 3724 2522 1802 2383
ENSG00000160218 759 639 988 624 694 941
ENSG00000160219 26 24 29 9 43 33
ENSG00000160221 817 778 1049 703 919 994
ENSG00000160226 343 324 428 288 272 329
ENSG00000160233 7 17 11 17 3 7
ENSG00000160256 190 174 174 90 209 262
ENSG00000160271 452 404 593 522 491 629
ENSG00000160284 237 201 339 216 160 148
ENSG00000160285 1842 1478 2983 1811 1710 2310
ENSG00000160293 746 604 1173 906 666 988
ENSG00000160294 2074 1628 2378 1579 1685 2400
ENSG00000160298 44 62 73 49 66 84
ENSG00000160299 569 544 671 556 649 933
ENSG00000160305 979 888 1361 977 694 996
ENSG00000160310 1839 1517 2007 1492 1776 2076
ENSG00000160323 57 47 78 69 68 74
ENSG00000160325 142 110 151 115 157 152
ENSG00000160326 105 59 133 42 119 126
ENSG00000160336 189 188 219 211 175 249
ENSG00000160345 13 10 12 9 29 21
ENSG00000160352 92 73 92 75 66 123
ENSG00000160360 1968 1675 2164 1543 1829 2188
ENSG00000160392 137 114 171 103 132 156
ENSG00000160401 3 13 8 8 7 7
ENSG00000160404 90 92 126 77 64 126
ENSG00000160408 2171 1673 2924 2104 1301 1535
ENSG00000160410 1835 1380 2508 1629 1298 1573
ENSG00000160439 72 59 77 68 64 100
ENSG00000160445 1072 1051 1338 1215 808 836
ENSG00000160446 543 429 678 457 319 294
ENSG00000160447 76 49 85 42 53 111
ENSG00000160460 57 51 93 65 31 34
ENSG00000160469 229 178 207 144 197 221
ENSG00000160471 43 36 33 51 7 5
ENSG00000160472 4 8 0 2 7 7
ENSG00000160539 6 1 3 0 10 9
ENSG00000160551 2447 1974 2609 1890 1891 2652
ENSG00000160563 238 191 293 187 304 328
ENSG00000160570 373 362 551 460 290 307
ENSG00000160584 717 621 828 644 531 835
ENSG00000160602 36 15 22 17 36 52
ENSG00000160606 66 53 113 56 35 55
ENSG00000160613 1674 1384 1670 951 2173 2682
ENSG00000160633 1123 907 1376 853 1394 1964
ENSG00000160679 709 539 842 527 842 1115
ENSG00000160683 318 218 412 267 184 237
ENSG00000160685 529 454 636 484 423 453
ENSG00000160688 233 212 290 233 323 340
ENSG00000160691 10035 8118 11772 8328 8801 10317
ENSG00000160695 481 454 662 572 506 510
ENSG00000160703 337 315 446 322 259 305
ENSG00000160710 4053 3305 4821 3609 3698 4655
ENSG00000160712 261 191 328 306 73 137
ENSG00000160714 662 581 712 575 887 890
ENSG00000160741 505 431 640 458 308 418
ENSG00000160746 1289 1024 1536 1069 1207 1505
ENSG00000160752 1400 949 2286 1218 1234 1604
ENSG00000160753 867 610 891 671 485 648
ENSG00000160766 40 35 61 27 45 35
ENSG00000160767 990 819 1276 986 583 685
ENSG00000160781 9 6 8 7 12 33
ENSG00000160783 566 386 742 503 419 527
ENSG00000160785 377 286 469 275 308 347
ENSG00000160789 12107 9310 16044 10122 14124 18487
ENSG00000160796 366 254 482 314 283 366
ENSG00000160799 188 124 266 160 251 321
