CTL_A ENU_A CTL_B ENU_B CTL_C ENU_C
ENSG00000149781 0 1 0 0 1 1
ENSG00000149782 35 34 37 33 39 39
ENSG00000149792 61 59 69 69 51 52
ENSG00000149798 75 67 78 60 77 72
ENSG00000149806 340 340 327 348 326 279
ENSG00000149809 9 11 14 13 10 7
ENSG00000149823 136 128 144 144 101 89
ENSG00000149923 196 188 200 184 236 208
ENSG00000149925 3378 3245 3727 3904 2410 2355
ENSG00000149929 9 7 7 8 12 14
ENSG00000149930 53 52 51 46 55 53
ENSG00000149932 147 149 152 178 91 97
ENSG00000149948 78 86 76 71 30 37
ENSG00000149968 0 1 0 0 1 1
ENSG00000150054 1 1 3 1 0 1
ENSG00000150093 2236 2230 2204 2419 3133 3000
ENSG00000150165 1 0 1 1 0 0
ENSG00000150281 25 22 24 23 19 15
ENSG00000150316 38 31 49 32 56 51
ENSG00000150347 134 131 138 137 151 161
ENSG00000150401 16 17 18 18 14 12
ENSG00000150403 190 198 192 192 160 177
ENSG00000150433 5 7 7 6 8 9
ENSG00000150455 4 4 3 4 4 4
ENSG00000150456 12 11 16 10 14 20
ENSG00000150457 80 80 85 89 65 65
ENSG00000150459 86 86 86 94 107 107
ENSG00000150471 1 1 0 0 3 4
ENSG00000150477 2 2 2 3 2 2
ENSG00000150510 1 1 1 1 1 1
ENSG00000150527 9 8 10 10 10 13
ENSG00000150540 8 7 8 5 25 27
ENSG00000150551 51 39 60 54 43 46
ENSG00000150593 73 71 74 73 94 94
ENSG00000150630 138 134 141 165 67 78
ENSG00000150636 1 0 1 1 2 1
ENSG00000150681 6 8 2 7 3 3
ENSG00000150687 124 135 141 143 148 192
ENSG00000150712 18 17 18 22 19 18
ENSG00000150753 125 118 119 105 223 244
ENSG00000150756 8 5 7 6 11 12
ENSG00000150760 59 63 61 57 67 69
ENSG00000150764 18 18 18 18 14 15
ENSG00000150768 27 26 25 27 32 33
ENSG00000150773 0 1 0 0 0 1
ENSG00000150776 23 22 23 25 27 27
ENSG00000150779 27 35 26 18 73 61
ENSG00000150782 1 0 1 0 1 1
ENSG00000150787 70 72 71 75 85 79
ENSG00000150867 21 22 21 23 22 22
ENSG00000150938 517 547 637 622 365 394
ENSG00000150961 240 233 240 250 240 255
ENSG00000150967 2 4 3 3 3 3
ENSG00000150977 6 7 7 10 13 12
ENSG00000150990 15 16 16 15 21 22
ENSG00000150991 612 616 682 738 697 702
ENSG00000150995 3 3 4 4 6 7
ENSG00000151006 2 2 3 3 5 4
ENSG00000151012 11 11 7 8 73 81
ENSG00000151014 5 6 6 4 7 8
ENSG00000151065 26 33 28 35 20 20
ENSG00000151067 4 4 3 2 4 3
ENSG00000151092 22 21 20 21 20 23
ENSG00000151093 7 9 9 8 8 13
ENSG00000151116 25 25 26 21 25 27
ENSG00000151117 1 1 1 0 0 1
ENSG00000151135 188 177 193 197 158 167
ENSG00000151136 1 0 0 0 1 1
ENSG00000151148 40 42 44 49 38 38
ENSG00000151151 8 8 9 12 6 6
ENSG00000151176 58 59 63 62 61 58
ENSG00000151208 64 65 73 77 61 68
ENSG00000151229 1 2 1 1 5 6
ENSG00000151233 12 14 11 14 11 14
ENSG00000151239 143 141 148 145 157 164
ENSG00000151240 29 31 29 30 28 28
ENSG00000151247 40 34 40 32 46 47
ENSG00000151276 10 13 12 12 10 11
ENSG00000151287 10 8 11 9 8 10
ENSG00000151292 30 31 30 28 32 35
ENSG00000151304 6 5 4 4 8 7
ENSG00000151320 1 1 2 2 0 1
ENSG00000151327 55 52 50 52 57 55
ENSG00000151332 33 26 31 42 27 32
ENSG00000151338 3 2 3 3 4 4
ENSG00000151348 55 65 61 70 62 67
ENSG00000151353 10 9 10 11 11 11
ENSG00000151364 1 1 1 0 0 0
ENSG00000151366 88 89 82 89 108 94
ENSG00000151376 18 18 29 25 14 15
ENSG00000151388 18 20 12 9 30 26
ENSG00000151413 8 6 7 5 8 9
ENSG00000151414 82 79 65 72 115 118
ENSG00000151422 9 9 8 7 9 9
ENSG00000151445 29 23 22 28 25 25
ENSG00000151458 17 17 16 16 21 22
ENSG00000151461 23 22 24 28 22 25
ENSG00000151465 92 87 94 92 170 159
ENSG00000151466 11 11 14 9 12 13
ENSG00000151468 1 1 17 8 5 4
ENSG00000151470 2 2 2 2 2 3
ENSG00000151474 26 31 23 26 19 18
ENSG00000151491 29 27 24 25 26 28
ENSG00000151498 18 19 17 15 23 22
ENSG00000151500 50 49 58 56 56 53
ENSG00000151502 55 64 63 66 53 46
ENSG00000151503 5 7 5 5 7 10
ENSG00000151532 9 12 10 10 14 19
ENSG00000151552 16 18 19 22 23 28
ENSG00000151553 32 34 35 46 33 39
ENSG00000151572 46 29 53 33 45 46
ENSG00000151576 10 11 10 8 14 14
ENSG00000151611 4 3 4 4 4 4
ENSG00000151612 6 7 5 6 10 8
ENSG00000151617 21 20 20 16 27 42
ENSG00000151623 1 1 0 1 0 0
ENSG00000151632 2 1 2 2 3 3
ENSG00000151640 6 5 4 2 27 22
ENSG00000151651 1 1 1 2 0 0
ENSG00000151657 6 5 7 5 6 6
ENSG00000151665 21 22 23 23 14 21
ENSG00000151687 1 1 1 1 1 1
ENSG00000151689 37 42 45 44 33 37
ENSG00000151690 22 27 23 29 26 22
ENSG00000151693 75 70 84 78 41 46
ENSG00000151694 22 22 23 21 24 25
ENSG00000151702 5 5 4 3 8 9
ENSG00000151718 109 105 107 99 91 105
ENSG00000151725 6 6 6 6 8 13
ENSG00000151726 17 15 18 15 25 27
ENSG00000151729 16 15 18 14 16 15
ENSG00000151743 7 8 9 5 8 5
ENSG00000151746 8 6 6 6 14 11
ENSG00000151748 47 52 57 62 42 45
ENSG00000151773 1 1 1 1 2 3
ENSG00000151778 2 1 2 2 2 3
ENSG00000151779 35 37 41 45 32 31
ENSG00000151806 12 14 12 15 17 20
ENSG00000151835 47 46 42 37 34 34
ENSG00000151849 10 11 12 11 7 10
ENSG00000151876 6 6 5 10 9 9
ENSG00000151881 10 7 8 8 16 19
ENSG00000151883 4 4 5 4 3 3
ENSG00000151892 37 46 33 36 37 50
ENSG00000151893 12 12 13 13 11 12
ENSG00000151914 68 70 72 64 63 79
ENSG00000151917 10 11 10 10 12 11
ENSG00000151923 45 40 43 45 52 62
ENSG00000151929 75 76 76 78 90 93
ENSG00000151967 2 1 2 3 3 2
ENSG00000152022 65 68 71 63 60 54
ENSG00000152042 2 4 3 2 2 2
ENSG00000152049 23 28 20 20 19 22
ENSG00000152056 1 1 1 0 2 1
ENSG00000152061 7 7 7 8 8 9
ENSG00000152076 0 1 0 0 1 1
ENSG00000152078 1 1 1 1 2 3
ENSG00000152082 409 454 437 479 361 276
ENSG00000152102 78 80 70 70 95 94
ENSG00000152104 34 38 31 36 34 35
ENSG00000152117 8 10 9 10 10 13
ENSG00000152127 143 162 170 168 119 153
ENSG00000152133 12 12 13 14 11 11
ENSG00000152137 3 4 3 3 25 22
ENSG00000152147 3 4 2 4 5 4
ENSG00000152154 12 14 15 19 7 9
ENSG00000152193 10 11 9 9 10 12
ENSG00000152219 10 11 11 10 12 13
ENSG00000152223 123 102 160 144 56 66
ENSG00000152229 48 40 47 45 25 27
ENSG00000152234 215 201 221 215 230 222
ENSG00000152240 34 32 31 33 46 45
ENSG00000152242 21 18 19 18 20 22
ENSG00000152253 2 2 3 2 6 9
ENSG00000152256 12 11 9 9 13 13
ENSG00000152284 19 22 15 20 22 20
ENSG00000152291 280 287 295 333 277 335
ENSG00000152332 79 75 80 72 55 59
ENSG00000152348 7 5 5 5 8 7
ENSG00000152359 4 6 7 4 7 6
ENSG00000152377 105 124 75 88 99 89
ENSG00000152380 1 1 1 1 1 1
ENSG00000152382 7 4 7 8 6 8
ENSG00000152404 16 11 17 20 10 13
ENSG00000152409 1 1 0 0 8 7
ENSG00000152413 1 2 1 1 5 5
ENSG00000152422 9 9 10 10 12 12
ENSG00000152433 1 1 1 0 2 2
ENSG00000152439 2 2 3 3 4 4
ENSG00000152443 6 6 6 6 6 8
ENSG00000152454 4 5 5 4 4 5
ENSG00000152455 7 7 8 7 5 7
ENSG00000152457 4 4 4 4 3 4
ENSG00000152464 14 14 17 12 15 16
ENSG00000152465 25 27 35 36 18 20
ENSG00000152475 4 5 4 6 2 1
ENSG00000152484 28 27 25 30 27 26
ENSG00000152492 66 67 59 58 58 60
ENSG00000152495 1 1 0 1 1 2
ENSG00000152518 71 72 58 58 59 57
ENSG00000152520 14 10 15 16 15 15
ENSG00000152527 11 10 11 11 12 17
ENSG00000152556 51 50 53 52 69 69
ENSG00000152558 353 315 385 384 257 318
ENSG00000152578 0 0 1 0 0 1
ENSG00000152582 2 2 3 3 1 1
ENSG00000152601 76 74 72 70 121 118
ENSG00000152611 1 1 0 1 0 0
ENSG00000152620 12 13 11 14 17 18
ENSG00000152642 2 2 1 1 4 6
ENSG00000152661 284 277 218 202 696 719
ENSG00000152683 22 25 22 23 22 23
ENSG00000152684 51 57 47 42 70 70
ENSG00000152689 1 1 0 1 1 1
ENSG00000152700 21 23 23 22 26 27
ENSG00000152726 11 13 11 11 15 17
ENSG00000152749 13 14 14 14 7 8
ENSG00000152763 1 1 1 1 1 0
ENSG00000152767 153 143 167 167 92 98
ENSG00000152778 14 14 13 13 17 19
ENSG00000152779 10 14 12 13 1 1
ENSG00000152782 3 2 3 3 2 1
ENSG00000152784 17 18 19 20 11 17
ENSG00000152795 108 101 103 106 199 231
ENSG00000152804 20 23 21 16 25 28
ENSG00000152818 29 31 30 29 34 38
ENSG00000152894 96 96 115 118 102 134
ENSG00000152904 39 34 39 34 33 32
ENSG00000152926 1 1 1 1 2 3
ENSG00000152939 1 0 1 0 0 0
ENSG00000152942 23 23 23 26 23 25
ENSG00000152944 21 23 19 23 20 21
ENSG00000152952 466 456 404 366 403 426
ENSG00000152953 8 6 4 4 24 24
ENSG00000152990 33 30 33 27 37 33
ENSG00000153006 10 12 12 11 9 9
ENSG00000153015 5 5 7 6 8 8
ENSG00000153029 9 8 11 11 6 8
ENSG00000153037 10 8 8 6 14 13
ENSG00000153044 9 15 20 18 20 23
ENSG00000153046 23 23 19 23 37 41
ENSG00000153048 86 84 102 84 55 52
ENSG00000153064 3 2 0 1 0 2
ENSG00000153066 56 54 54 59 44 47
ENSG00000153071 218 220 252 264 231 258
ENSG00000153094 3 3 2 3 2 2
ENSG00000153107 10 12 11 12 13 16
ENSG00000153113 224 217 236 252 188 202
ENSG00000153130 40 33 36 33 36 34
ENSG00000153132 1 0 1 0 2 1
ENSG00000153140 12 13 11 11 20 18
ENSG00000153147 35 36 34 37 45 47
ENSG00000153162 0 1 0 0 2 1
ENSG00000153179 76 67 72 74 63 62
ENSG00000153187 65 63 63 53 122 137
ENSG00000153201 22 23 22 23 31 34
ENSG00000153207 21 19 20 21 25 28
ENSG00000153214 44 49 49 47 30 36
ENSG00000153234 4 3 2 2 4 4
ENSG00000153246 1 1 1 1 1 1
ENSG00000153250 102 94 94 113 100 115
ENSG00000153253 0 1 0 0 1 1
ENSG00000153310 16 15 13 13 20 22
ENSG00000153317 96 96 109 104 86 115
ENSG00000153339 25 23 29 29 24 26
ENSG00000153363 1 1 1 1 2 1
ENSG00000153391 5 4 4 3 5 5
ENSG00000153395 42 42 38 45 35 48
ENSG00000153406 39 35 38 30 34 29
ENSG00000153443 23 23 23 22 23 20
ENSG00000153485 4 3 4 2 5 5
ENSG00000153487 13 12 13 12 16 13
ENSG00000153495 2 2 4 3 1 0
ENSG00000153551 12 10 12 14 11 14
ENSG00000153558 12 12 14 11 9 10
ENSG00000153560 27 29 28 25 38 42
ENSG00000153561 8 8 6 6 7 8
ENSG00000153574 10 9 8 10 15 12
ENSG00000153575 26 25 21 20 28 37
ENSG00000153714 8 10 5 9 31 23
ENSG00000153721 2 2 2 2 2 2
ENSG00000153767 6 7 7 6 12 14
ENSG00000153774 120 108 111 107 118 109
ENSG00000153786 197 204 239 255 142 160
ENSG00000153790 3 5 3 5 4 4
ENSG00000153814 87 71 98 89 59 74
ENSG00000153815 27 27 25 26 36 35
ENSG00000153823 80 69 133 116 10 11
ENSG00000153827 77 74 83 73 87 89
ENSG00000153832 8 8 7 8 6 5
ENSG00000153879 15 14 12 12 37 37
ENSG00000153885 1 1 0 0 15 11
ENSG00000153896 5 5 5 4 6 5
ENSG00000153902 0 1 1 1 0 0
ENSG00000153904 112 109 120 114 75 82
ENSG00000153914 13 13 13 10 25 26
ENSG00000153922 8 7 7 7 11 12
ENSG00000153933 3 4 3 4 4 5
ENSG00000153936 17 19 15 15 23 24
ENSG00000153944 14 13 15 12 17 17
ENSG00000153956 28 30 22 25 40 48
ENSG00000153975 10 13 13 12 15 14
ENSG00000153976 9 8 8 9 8 8
ENSG00000153982 1 1 1 2 1 1
ENSG00000153989 31 33 27 25 37 37
ENSG00000154001 23 21 22 23 25 25
ENSG00000154027 52 47 53 58 23 28
ENSG00000154035 51 61 64 70 28 23
ENSG00000154040 9 9 8 11 7 7
ENSG00000154059 35 31 34 37 37 38
ENSG00000154065 2 1 1 2 3 2
ENSG00000154079 10 11 9 11 10 9
ENSG00000154096 228 244 176 206 396 409
ENSG00000154102 21 15 21 33 8 9
ENSG00000154114 11 10 8 8 18 18
ENSG00000154122 10 12 9 8 21 21
ENSG00000154124 10 10 10 9 9 10
ENSG00000154127 22 20 17 13 23 22
ENSG00000154133 4 4 5 4 1 2
ENSG00000154134 14 11 14 12 18 24
ENSG00000154144 26 24 24 19 27 28
ENSG00000154146 11 10 9 11 21 16
ENSG00000154174 41 45 38 47 52 51
ENSG00000154175 2 3 4 3 4 3
ENSG00000154188 48 57 30 35 71 72
ENSG00000154217 5 4 5 5 4 3
ENSG00000154222 14 15 15 15 21 23
ENSG00000154229 44 48 41 45 54 57
ENSG00000154237 12 12 13 13 8 8
ENSG00000154240 5 5 6 6 8 9
ENSG00000154265 0 0 0 0 1 1
ENSG00000154277 372 424 301 344 1102 919
ENSG00000154305 29 26 32 30 37 40
ENSG00000154309 3 3 3 3 3 2
ENSG00000154310 1 1 0 0 6 5
ENSG00000154319 23 23 18 27 14 11
ENSG00000154328 15 11 11 14 16 16
ENSG00000154330 20 22 23 26 16 12
ENSG00000154358 7 8 7 7 6 8
ENSG00000154359 7 9 8 10 8 11
ENSG00000154370 11 11 10 10 15 14
ENSG00000154380 29 26 30 26 42 39
ENSG00000154429 11 12 13 12 9 12
ENSG00000154447 21 24 15 16 25 25
ENSG00000154473 35 34 36 33 38 42
ENSG00000154511 86 80 100 106 56 81
ENSG00000154518 95 85 94 81 114 108
ENSG00000154553 1 1 0 1 2 2
ENSG00000154582 23 23 24 22 27 26
ENSG00000154589 19 22 19 26 18 19
ENSG00000154608 0 0 0 0 1 1
ENSG00000154640 128 129 128 141 61 62
ENSG00000154642 4 3 4 3 6 6
ENSG00000154654 4 5 2 2 3 5
ENSG00000154678 14 15 22 19 27 27
ENSG00000154710 25 29 18 28 21 23
ENSG00000154719 29 23 26 26 37 34
ENSG00000154721 17 13 8 8 2 3
ENSG00000154723 108 108 100 97 141 123
ENSG00000154727 24 20 21 24 20 25
ENSG00000154734 804 697 635 489 570 807
ENSG00000154736 14 15 9 12 19 25
ENSG00000154743 2 3 2 1 4 3
ENSG00000154760 1 0 0 0 1 1
ENSG00000154767 57 57 59 66 72 77
ENSG00000154781 17 19 19 19 17 19
ENSG00000154803 20 22 17 22 23 24
ENSG00000154813 30 25 32 24 26 26
ENSG00000154814 4 5 3 4 4 5
ENSG00000154832 31 27 30 33 35 34
ENSG00000154839 2 2 3 1 3 6
ENSG00000154845 70 69 77 64 81 90
ENSG00000154856 1 2 1 1 2 3
ENSG00000154864 1 2 1 2 20 23
ENSG00000154874 4 4 4 5 4 7
ENSG00000154889 24 26 27 33 23 25
ENSG00000154917 1 1 1 2 1 1
ENSG00000154920 2 4 4 3 3 5
ENSG00000154928 1 0 1 1 0 0
ENSG00000154930 1 1 1 1 1 0
ENSG00000154945 27 25 27 27 30 33
ENSG00000154957 9 6 8 7 9 10
ENSG00000154978 140 129 138 126 109 118
ENSG00000155008 2 2 2 2 2 2
ENSG00000155016 20 24 19 27 17 17
ENSG00000155034 6 6 6 6 5 5
ENSG00000155085 1 1 1 1 1 1
ENSG00000155090 31 31 23 22 36 39
ENSG00000155096 131 117 137 121 134 145
ENSG00000155097 31 30 31 34 25 27
ENSG00000155099 17 15 13 15 15 15
ENSG00000155100 9 9 7 7 16 16
ENSG00000155111 20 17 19 20 20 20
ENSG00000155115 82 82 92 65 157 142
ENSG00000155130 261 269 216 217 375 338
ENSG00000155158 2 3 2 3 4 5
ENSG00000155189 7 5 8 6 9 11
ENSG00000155229 74 66 74 79 56 58
ENSG00000155252 29 33 33 33 32 30
ENSG00000155254 108 111 98 92 125 118
ENSG00000155256 20 20 20 22 28 29
ENSG00000155269 0 1 1 1 1 0
ENSG00000155275 4 5 5 5 6 6
ENSG00000155287 18 20 18 21 19 15
ENSG00000155304 48 43 46 45 67 75
ENSG00000155313 39 40 45 49 32 35
ENSG00000155324 26 23 29 26 18 21
ENSG00000155329 14 14 11 14 9 12
ENSG00000155330 15 15 14 12 17 17
ENSG00000155363 47 48 50 43 59 65
ENSG00000155366 542 543 611 555 472 445
ENSG00000155367 4 3 3 7 1 2
ENSG00000155368 125 127 147 105 198 186
ENSG00000155380 42 43 39 41 64 66
ENSG00000155393 7 6 6 4 10 11
ENSG00000155428 1 0 0 0 1 1
ENSG00000155438 32 40 41 39 45 50
ENSG00000155463 121 116 129 138 100 93
ENSG00000155465 2 2 1 2 1 3
ENSG00000155506 55 58 55 52 86 89
ENSG00000155508 81 81 92 93 71 82
ENSG00000155511 1 1 1 0 0 0
ENSG00000155542 5 2 4 3 6 5
ENSG00000155545 12 13 12 12 11 11
ENSG00000155561 30 30 28 26 28 34
ENSG00000155592 4 4 5 5 5 4
ENSG00000155621 8 5 4 7 9 8
ENSG00000155636 6 8 6 5 12 10
ENSG00000155640 6 9 6 7 10 11
ENSG00000155660 202 209 171 147 263 282
ENSG00000155666 4 4 4 3 4 5
ENSG00000155729 22 18 22 21 27 24
ENSG00000155744 2 2 2 2 2 3
ENSG00000155755 20 22 16 15 23 24
ENSG00000155760 209 225 190 173 174 169
ENSG00000155792 11 7 6 7 6 5
ENSG00000155816 30 34 31 33 29 36
ENSG00000155827 26 27 28 27 34 39
ENSG00000155849 2 2 3 6 0 1
ENSG00000155850 7 8 6 6 7 8
ENSG00000155858 3 3 3 4 4 4
ENSG00000155868 12 10 13 10 15 14
ENSG00000155876 146 154 138 137 187 172
ENSG00000155893 7 6 5 4 8 7
ENSG00000155903 23 22 21 24 12 15
ENSG00000155906 11 10 10 10 14 14
ENSG00000155926 12 9 14 10 5 9
ENSG00000155957 45 45 50 48 50 58
ENSG00000155959 64 57 64 52 74 73
ENSG00000155970 48 40 41 40 27 32
ENSG00000155975 46 43 44 47 38 39
ENSG00000155984 17 18 16 22 9 11
ENSG00000156011 22 21 17 20 22 22
ENSG00000156017 17 15 15 15 11 11
ENSG00000156026 50 47 58 59 49 51
ENSG00000156030 15 14 15 14 15 18
ENSG00000156050 5 5 6 5 4 4
ENSG00000156052 26 28 29 31 31 34
ENSG00000156103 1 2 1 1 2 3
ENSG00000156110 23 24 29 28 22 24
ENSG00000156113 8 10 11 12 13 12
ENSG00000156136 29 25 28 32 20 24
ENSG00000156150 1 0 0 1 1 1
ENSG00000156162 24 25 24 28 23 29
ENSG00000156170 3 3 2 2 4 3
ENSG00000156171 84 66 85 109 32 39
ENSG00000156172 1 1 1 1 2 1
ENSG00000156232 9 10 10 12 8 8
ENSG00000156239 5 6 6 5 9 10
ENSG00000156253 17 15 18 13 25 24
ENSG00000156256 34 36 34 32 40 43
ENSG00000156261 276 247 280 265 329 370
ENSG00000156265 39 37 44 40 23 23
ENSG00000156273 128 120 134 138 81 110
ENSG00000156299 1 1 0 0 1 1
ENSG00000156304 27 24 29 29 27 38
ENSG00000156313 1 2 3 2 3 5
ENSG00000156345 1 2 1 3 2 3
ENSG00000156374 7 9 7 9 11 13
ENSG00000156381 13 12 13 10 3 3
ENSG00000156384 7 7 8 7 7 8
ENSG00000156398 0 0 0 0 1 1
ENSG00000156411 68 61 66 69 65 59
ENSG00000156453 1 1 1 2 1 2
ENSG00000156467 32 29 30 31 49 45
ENSG00000156469 19 13 22 21 21 25
ENSG00000156471 102 96 100 95 92 110
ENSG00000156482 787 773 772 841 775 706
ENSG00000156500 1 3 2 2 2 3
ENSG00000156502 15 14 14 11 20 23
ENSG00000156504 16 18 18 20 22 25
ENSG00000156508 10347 9775 10889 11457 6887 6531
ENSG00000156515 125 116 138 117 164 183
ENSG00000156521 8 9 8 9 12 10
ENSG00000156531 22 23 27 26 24 24
ENSG00000156535 28 30 32 37 21 23
ENSG00000156587 116 117 127 124 103 96
ENSG00000156599 125 130 116 116 99 111
ENSG00000156603 34 38 34 27 40 39
ENSG00000156639 142 141 149 158 148 140
ENSG00000156642 161 157 171 161 201 222
ENSG00000156650 34 33 42 43 24 29
ENSG00000156671 32 33 32 33 34 35
ENSG00000156675 44 48 50 49 36 41
ENSG00000156689 1 0 2 2 1 1
ENSG00000156697 8 9 10 10 28 31
ENSG00000156709 9 11 12 9 24 25
ENSG00000156711 4 4 5 5 2 2
ENSG00000156735 18 18 19 22 15 17
ENSG00000156787 6 5 4 4 6 7
ENSG00000156795 8 9 7 8 6 7
ENSG00000156802 22 20 21 20 12 23
ENSG00000156804 8 7 10 12 5 3
ENSG00000156831 39 42 49 50 43 44
ENSG00000156853 7 6 6 7 7 5
ENSG00000156858 34 37 41 36 33 35
ENSG00000156860 49 50 52 57 52 46
ENSG00000156869 1 1 0 0 2 2
ENSG00000156873 11 11 10 10 11 10
ENSG00000156875 44 45 49 52 49 56
ENSG00000156876 2 3 3 3 2 4
ENSG00000156928 28 28 28 29 30 31
ENSG00000156931 24 27 26 25 29 32
ENSG00000156958 14 12 14 15 11 11
ENSG00000156966 1 0 1 1 0 0
ENSG00000156970 6 7 9 8 11 18
ENSG00000156973 26 28 29 21 28 31
ENSG00000156976 275 241 274 302 223 230
ENSG00000156983 11 11 12 14 10 13
ENSG00000156990 23 25 28 29 26 26
ENSG00000157014 25 28 31 27 34 30
ENSG00000157020 258 254 283 278 275 257
ENSG00000157036 9 9 10 7 15 16
ENSG00000157045 58 61 60 65 28 34
ENSG00000157064 2 2 3 2 2 2
ENSG00000157077 19 20 21 23 20 22
ENSG00000157106 20 21 21 21 20 27
ENSG00000157107 21 22 23 24 21 22
ENSG00000157110 296 266 327 313 197 194
ENSG00000157111 13 13 12 11 10 9
ENSG00000157150 1 1 1 1 1 1
ENSG00000157168 4 5 3 2 5 5
ENSG00000157181 12 12 10 11 16 18
ENSG00000157184 8 10 7 8 14 12
ENSG00000157191 73 71 81 67 62 63
ENSG00000157193 3 3 3 3 3 3
ENSG00000157212 7 7 5 7 6 8
ENSG00000157216 53 52 56 51 59 60
ENSG00000157224 29 28 28 24 22 26
ENSG00000157227 569 586 543 670 511 520
ENSG00000157240 14 13 10 10 18 18
ENSG00000157259 26 30 26 33 24 26
ENSG00000157303 0 3 2 3 0 0
ENSG00000157306 1 2 1 1 3 5
ENSG00000157326 46 46 55 49 79 76
ENSG00000157343 1 0 1 0 1 0
ENSG00000157349 13 12 12 12 18 17
ENSG00000157350 15 15 13 10 24 18
ENSG00000157353 8 7 7 7 8 8
ENSG00000157368 1 1 4 0 0 1
ENSG00000157379 17 21 19 16 21 21
ENSG00000157399 1 0 1 1 2 2
ENSG00000157404 7 8 1 1 2 3
ENSG00000157426 9 10 9 15 10 11
ENSG00000157429 1 2 1 1 1 1
ENSG00000157450 20 23 24 22 21 24
ENSG00000157456 9 9 13 12 24 30
ENSG00000157483 23 25 28 24 24 29
ENSG00000157500 19 19 18 22 21 22
ENSG00000157510 10 9 9 9 6 7
ENSG00000157514 22 25 22 29 20 23
ENSG00000157538 39 38 49 43 31 32
ENSG00000157540 8 7 8 8 8 10
ENSG00000157557 106 103 126 135 72 99
ENSG00000157570 5 5 1 1 8 5
ENSG00000157593 188 193 181 183 163 174
ENSG00000157600 16 13 16 12 15 17
ENSG00000157601 0 1 1 1 0 1
ENSG00000157613 303 285 293 289 393 369
ENSG00000157617 61 56 58 51 22 28
ENSG00000157625 14 12 15 14 10 9
ENSG00000157637 130 142 125 119 144 147
ENSG00000157654 29 29 34 27 37 52
ENSG00000157657 12 12 10 10 14 13
ENSG00000157680 0 0 0 0 1 1
ENSG00000157693 4 3 2 3 9 10
ENSG00000157734 10 7 7 7 9 14
ENSG00000157741 3 4 4 4 3 4
ENSG00000157764 4 4 4 4 3 4
ENSG00000157778 24 24 20 19 27 23
ENSG00000157782 1 1 1 0 3 2
ENSG00000157796 25 23 21 24 20 24
ENSG00000157800 39 35 36 34 51 54
ENSG00000157823 16 19 17 17 16 16
ENSG00000157827 27 28 27 24 28 29
ENSG00000157833 2 2 1 1 4 3
ENSG00000157837 37 39 41 42 28 31
ENSG00000157869 23 19 25 21 17 22
ENSG00000157870 26 23 25 19 36 38
ENSG00000157873 2 2 3 3 2 3
ENSG00000157881 48 48 55 45 37 40
ENSG00000157895 8 7 8 7 9 9
ENSG00000157911 22 23 25 21 22 17
ENSG00000157916 154 156 156 158 147 159
ENSG00000157933 46 50 42 45 58 58
ENSG00000157954 61 60 65 67 60 55
ENSG00000157978 22 22 30 31 15 17
ENSG00000157985 11 10 10 10 8 8
ENSG00000157992 0 0 0 0 1 1
ENSG00000157999 0 0 0 0 0 1
ENSG00000158006 9 11 11 10 13 12
ENSG00000158008 1 3 1 1 1 1
ENSG00000158019 37 33 34 35 44 42
ENSG00000158023 23 24 20 24 8 6
ENSG00000158042 50 55 47 48 62 64
ENSG00000158062 8 7 8 8 15 14
ENSG00000158079 5 6 6 5 5 4
ENSG00000158092 35 30 38 34 31 38
ENSG00000158109 71 71 68 70 62 63
ENSG00000158113 0 1 1 1 0 0
ENSG00000158122 14 12 14 17 8 10
ENSG00000158125 3 4 4 5 0 0
ENSG00000158156 7 7 8 10 5 5
ENSG00000158158 5 5 6 6 6 5
ENSG00000158161 19 20 23 22 12 18
ENSG00000158163 6 6 6 6 10 9
ENSG00000158164 3 1 3 2 4 7
ENSG00000158169 7 6 9 6 8 9
ENSG00000158186 28 31 32 27 33 30
ENSG00000158195 67 71 75 84 72 74
ENSG00000158201 5 3 4 5 5 7
ENSG00000158234 2 3 2 3 5 3
ENSG00000158246 2 2 2 1 5 3
ENSG00000158270 1 1 1 0 3 6
ENSG00000158286 3 3 4 2 5 6
ENSG00000158290 11 11 12 15 13 13
ENSG00000158292 14 16 14 12 4 5
ENSG00000158296 9 10 11 14 2 3
ENSG00000158301 9 9 11 14 14 12
ENSG00000158315 2 3 2 2 0 1
ENSG00000158321 1 1 1 0 1 1
ENSG00000158373 28 27 26 32 13 9
ENSG00000158402 1 4 3 4 4 4
ENSG00000158406 0 1 1 1 1 0
ENSG00000158411 16 13 13 14 15 18
ENSG00000158417 41 40 38 37 69 69
ENSG00000158423 1 0 0 1 1 1
ENSG00000158427 2 3 2 2 3 4
ENSG00000158435 41 45 47 39 39 42
ENSG00000158467 10 10 11 11 10 10
ENSG00000158470 37 33 32 34 33 32
ENSG00000158480 10 11 10 11 7 6
ENSG00000158483 9 8 8 9 19 17
ENSG00000158526 10 12 10 10 19 17
ENSG00000158545 31 31 30 33 41 45
ENSG00000158552 18 19 17 19 19 19
ENSG00000158555 12 12 10 11 9 11
ENSG00000158604 148 147 158 181 114 126
ENSG00000158615 25 26 21 23 29 28
ENSG00000158623 11 12 12 11 20 16
ENSG00000158636 9 8 9 10 10 10
ENSG00000158669 44 43 48 44 47 51
ENSG00000158691 3 3 3 3 2 3
ENSG00000158710 1096 1076 1182 1062 908 1065
