CTL_A ENU_A CTL_B ENU_B CTL_C ENU_C
ENSG00000158711 15 15 14 15 15 15
ENSG00000158715 0 2 1 1 3 3
ENSG00000158716 8 11 7 7 10 9
ENSG00000158717 22 21 18 16 16 17
ENSG00000158747 97 92 95 85 97 100
ENSG00000158769 4 5 3 8 1 1
ENSG00000158773 31 34 33 36 44 46
ENSG00000158792 8 10 11 10 9 7
ENSG00000158793 39 38 49 48 32 29
ENSG00000158796 40 46 38 37 36 37
ENSG00000158805 9 9 9 9 12 15
ENSG00000158806 0 2 0 1 1 0
ENSG00000158815 0 0 0 0 0 0
ENSG00000158825 1 3 2 1 1 8
ENSG00000158828 116 123 125 142 70 74
ENSG00000158850 33 29 32 37 26 25
ENSG00000158856 1 1 1 1 1 1
ENSG00000158863 49 46 45 47 51 52
ENSG00000158864 42 46 51 51 57 56
ENSG00000158882 12 11 15 11 11 11
ENSG00000158941 60 56 66 57 80 73
ENSG00000158966 1 2 1 1 1 2
ENSG00000158985 29 27 30 33 32 37
ENSG00000158987 8 9 8 8 9 8
ENSG00000159023 0 0 1 1 3 2
ENSG00000159055 6 7 6 7 6 9
ENSG00000159063 25 24 24 22 21 28
ENSG00000159069 154 165 175 168 108 86
ENSG00000159079 13 13 13 11 20 21
ENSG00000159082 13 14 12 13 9 9
ENSG00000159086 14 14 13 13 23 23
ENSG00000159110 12 10 13 12 6 7
ENSG00000159111 51 54 61 72 50 47
ENSG00000159128 140 131 143 132 102 101
ENSG00000159131 34 29 30 28 63 68
ENSG00000159140 104 104 110 106 124 146
ENSG00000159147 23 20 26 22 14 16
ENSG00000159164 26 24 35 30 43 41
ENSG00000159167 102 108 83 104 55 67
ENSG00000159176 230 217 210 175 302 271
ENSG00000159199 27 29 26 27 39 35
ENSG00000159200 114 115 92 67 91 104
ENSG00000159202 128 118 123 117 133 132
ENSG00000159208 5 5 6 5 7 6
ENSG00000159210 62 56 68 48 99 100
ENSG00000159214 1 2 1 2 3 2
ENSG00000159216 81 82 80 72 43 54
ENSG00000159217 20 22 21 19 23 26
ENSG00000159228 74 79 72 72 101 89
ENSG00000159231 7 11 10 7 21 15
ENSG00000159239 1 1 1 1 0 0
ENSG00000159251 0 0 0 0 1 0
ENSG00000159256 36 30 37 40 28 33
ENSG00000159259 3 3 3 3 4 5
ENSG00000159263 1 1 1 1 15 18
ENSG00000159267 12 12 12 11 13 14
ENSG00000159314 0 0 0 0 1 0
ENSG00000159322 42 40 42 44 50 54
ENSG00000159335 496 452 524 424 639 557
ENSG00000159346 174 183 179 211 108 108
ENSG00000159348 38 41 46 49 41 42
ENSG00000159352 193 187 217 184 273 255
ENSG00000159363 24 27 25 23 19 21
ENSG00000159377 175 189 194 180 248 230
ENSG00000159388 16 16 14 16 11 9
ENSG00000159399 69 62 62 72 70 73
ENSG00000159403 421 361 410 342 356 407
ENSG00000159423 18 15 18 14 20 22
ENSG00000159433 5 5 5 5 3 4
ENSG00000159445 2 3 2 2 6 6
ENSG00000159459 21 22 25 21 25 25
ENSG00000159461 136 147 157 171 104 107
ENSG00000159479 79 75 80 84 89 89
ENSG00000159556 2 2 1 2 6 6
ENSG00000159579 40 35 41 44 36 38
ENSG00000159592 69 66 76 72 59 60
ENSG00000159593 49 52 49 54 52 57
ENSG00000159596 28 29 30 31 29 30
ENSG00000159640 9 11 15 17 3 3
ENSG00000159658 37 38 37 40 31 34
ENSG00000159674 269 286 548 448 517 506
ENSG00000159685 18 16 19 15 29 28
ENSG00000159692 113 112 128 119 107 98
ENSG00000159708 1 1 1 1 0 0
ENSG00000159713 2 2 2 2 1 1
ENSG00000159714 11 15 11 14 9 9
ENSG00000159720 48 54 51 50 68 66
ENSG00000159733 2 2 2 1 1 1
ENSG00000159761 4 6 5 5 3 2
ENSG00000159784 1 1 1 1 3 2
ENSG00000159788 15 13 13 12 14 12
ENSG00000159792 34 35 34 32 28 24
ENSG00000159840 613 563 672 574 698 660
ENSG00000159842 98 95 109 105 75 71
ENSG00000159860 1 0 1 0 0 0
ENSG00000159871 1 1 1 3 1 0
ENSG00000159873 26 22 24 30 22 22
ENSG00000159882 3 4 3 3 2 3
ENSG00000159884 45 43 49 43 44 51
ENSG00000159885 4 5 4 4 5 7
ENSG00000159899 33 34 36 36 34 36
ENSG00000159905 3 2 3 2 1 4
ENSG00000159915 1 1 1 0 1 1
ENSG00000159917 1 1 1 1 1 2
ENSG00000159921 20 19 22 19 21 22
ENSG00000160007 35 41 36 42 43 47
ENSG00000160013 9 7 5 6 3 4
ENSG00000160014 344 352 339 347 384 369
ENSG00000160049 17 16 15 16 20 18
ENSG00000160050 7 5 4 5 10 8
ENSG00000160051 2 1 2 3 3 3
ENSG00000160055 10 10 14 10 17 17
ENSG00000160058 56 61 60 66 66 57
ENSG00000160062 3 3 3 4 5 5
ENSG00000160072 8 10 9 6 17 20
ENSG00000160075 70 71 71 77 61 57
ENSG00000160087 99 89 102 82 112 105
ENSG00000160094 14 17 15 13 25 21
ENSG00000160111 0 1 1 1 1 1
ENSG00000160113 58 65 65 58 55 57
ENSG00000160117 1 1 1 0 0 0
ENSG00000160124 10 13 10 13 38 35
ENSG00000160131 19 18 16 13 18 17
ENSG00000160145 0 0 0 0 1 1
ENSG00000160161 1 1 0 1 1 1
ENSG00000160172 1 1 2 0 2 2
ENSG00000160179 3 5 7 7 4 5
ENSG00000160193 8 6 7 4 19 16
ENSG00000160194 11 11 11 11 14 14
ENSG00000160199 16 20 17 19 17 20
ENSG00000160200 67 70 64 57 197 197
ENSG00000160201 27 21 27 20 60 60
ENSG00000160207 3 1 2 3 3 3
ENSG00000160208 25 24 26 24 25 30
ENSG00000160209 58 62 67 69 47 49
ENSG00000160211 243 203 267 221 394 347
ENSG00000160213 63 68 61 71 52 48
ENSG00000160214 11 14 14 11 25 26
ENSG00000160216 81 79 88 82 58 62
ENSG00000160218 20 20 22 19 21 23
ENSG00000160219 1 1 1 0 2 1
ENSG00000160221 65 76 72 66 86 75
ENSG00000160226 14 16 15 14 13 12
ENSG00000160233 0 1 0 1 0 0
ENSG00000160256 39 43 30 21 50 50
ENSG00000160271 14 15 16 19 18 18
ENSG00000160284 19 19 23 20 15 11
ENSG00000160285 68 67 95 79 75 80
ENSG00000160293 26 26 36 38 28 33
ENSG00000160294 59 56 58 52 56 64
ENSG00000160298 3 5 4 4 5 5
ENSG00000160299 10 11 10 11 13 15
ENSG00000160305 24 27 29 28 20 23
ENSG00000160310 83 83 77 79 94 88
ENSG00000160323 2 2 2 3 3 3
ENSG00000160325 9 8 8 8 12 9
ENSG00000160326 6 4 6 3 7 6
ENSG00000160336 8 10 8 11 9 10
ENSG00000160345 2 2 1 1 5 3
ENSG00000160352 2 2 2 2 2 2
ENSG00000160360 100 104 94 92 109 104
ENSG00000160392 7 7 7 6 8 7
ENSG00000160401 0 1 0 0 0 0
ENSG00000160404 5 6 6 5 4 6
ENSG00000160408 161 151 185 183 113 107
ENSG00000160410 142 130 166 148 118 114
ENSG00000160439 4 4 4 5 5 6
ENSG00000160445 45 54 48 60 40 33
ENSG00000160446 39 37 41 38 27 20
ENSG00000160447 4 3 4 3 3 6
ENSG00000160460 1 1 2 2 1 1
ENSG00000160469 13 12 10 9 13 11
ENSG00000160471 4 4 2 5 1 0
ENSG00000160472 1 3 0 1 2 2
ENSG00000160539 0 0 0 0 1 1
ENSG00000160551 35 34 32 32 32 36
ENSG00000160563 21 21 22 19 32 27
ENSG00000160570 35 42 45 51 32 27
ENSG00000160584 20 22 20 22 18 22
ENSG00000160602 2 1 1 1 2 2
ENSG00000160606 11 11 17 11 7 9
ENSG00000160613 32 33 28 22 49 49
ENSG00000160633 59 58 61 52 86 96
ENSG00000160679 50 47 51 44 70 74
ENSG00000160683 13 11 15 13 9 9
ENSG00000160685 24 25 25 26 22 19
ENSG00000160688 16 18 17 19 26 22
ENSG00000160691 522 514 524 509 538 504
ENSG00000160695 26 30 30 36 32 26
ENSG00000160703 15 17 17 17 13 13
ENSG00000160710 101 100 103 106 108 109
ENSG00000160712 8 7 9 11 3 4
ENSG00000160714 37 40 34 38 58 47
ENSG00000160741 35 36 38 37 25 27
ENSG00000160746 74 72 75 72 81 81
ENSG00000160752 126 104 176 128 130 135
ENSG00000160753 41 35 36 37 27 29
ENSG00000160766 5 5 6 4 6 4
ENSG00000160767 56 57 62 66 39 37
ENSG00000160781 1 1 1 1 1 2
ENSG00000160783 80 67 90 84 70 70
ENSG00000160785 10 9 10 8 9 8
ENSG00000160789 606 567 687 596 832 869
ENSG00000160796 7 6 8 8 7 7
ENSG00000160799 14 11 17 14 22 23
ENSG00000160801 4 2 3 4 1 0
ENSG00000160803 19 24 24 22 29 30
ENSG00000160813 57 59 68 61 60 57
ENSG00000160818 9 9 8 6 26 27
ENSG00000160828 3 3 4 2 7 8
ENSG00000160844 1 1 2 3 0 0
ENSG00000160867 16 12 18 22 7 10
ENSG00000160870 2 3 1 3 0 0
ENSG00000160877 65 70 64 57 87 75
ENSG00000160886 5 7 5 7 5 8
ENSG00000160888 107 94 81 67 113 85
ENSG00000160908 4 5 5 5 7 7
ENSG00000160917 28 30 29 37 37 35
ENSG00000160932 395 391 351 374 199 203
ENSG00000160948 93 92 97 94 79 82
ENSG00000160949 5 4 4 4 3 5
ENSG00000160951 6 5 6 5 4 3
ENSG00000160953 28 29 27 28 34 39
ENSG00000160957 4 4 5 5 6 7
ENSG00000160959 19 17 15 14 15 16
ENSG00000160961 8 8 7 8 10 10
ENSG00000160972 15 14 14 14 17 16
ENSG00000160991 20 20 19 18 18 17
ENSG00000160993 10 12 12 8 12 8
ENSG00000160999 5 4 6 5 3 1
ENSG00000161010 11 15 11 10 22 21
ENSG00000161011 430 430 424 502 407 369
ENSG00000161013 222 242 242 228 173 164
ENSG00000161016 2768 2943 2952 3085 2747 2529
ENSG00000161021 25 24 24 22 26 26
ENSG00000161036 9 7 8 4 12 10
ENSG00000161040 0 0 0 0 0 0
ENSG00000161048 7 6 7 5 6 7
ENSG00000161057 45 39 45 41 71 70
ENSG00000161091 75 75 86 76 60 60
ENSG00000161149 0 1 0 0 1 0
ENSG00000161179 23 30 19 21 22 20
ENSG00000161202 75 73 76 67 79 73
ENSG00000161203 291 281 312 281 450 420
ENSG00000161204 45 42 42 43 65 63
ENSG00000161217 40 42 38 38 57 60
ENSG00000161249 1 1 1 1 0 0
ENSG00000161265 3 3 3 3 6 6
ENSG00000161267 0 0 1 1 1 1
ENSG00000161277 16 12 18 18 12 12
ENSG00000161281 43 57 61 67 1 4
ENSG00000161298 1 1 1 1 1 1
ENSG00000161326 61 61 57 42 61 68
ENSG00000161328 1 2 1 2 3 2
ENSG00000161381 1 1 2 2 0 0
ENSG00000161395 15 19 14 20 20 16
ENSG00000161513 40 38 40 39 36 29
ENSG00000161526 43 39 43 39 59 61
ENSG00000161533 15 13 15 16 15 15
ENSG00000161542 31 32 32 34 33 31
ENSG00000161544 40 37 39 46 17 15
ENSG00000161547 126 120 133 106 175 195
ENSG00000161551 2 2 2 2 3 2
ENSG00000161558 9 8 9 16 11 7
ENSG00000161618 4 6 5 5 13 11
ENSG00000161638 396 423 383 394 570 590
ENSG00000161642 22 21 27 27 10 13
ENSG00000161647 3 5 3 5 6 6
ENSG00000161653 1 1 1 1 1 2
ENSG00000161654 30 34 31 30 25 28
ENSG00000161664 0 0 0 0 2 2
ENSG00000161671 24 24 22 20 46 44
ENSG00000161677 137 141 113 123 96 80
ENSG00000161681 3 3 2 1 2 2
ENSG00000161682 28 28 24 23 12 12
ENSG00000161692 4 4 5 6 6 7
ENSG00000161714 43 42 53 55 24 25
ENSG00000161791 13 12 13 11 9 10
ENSG00000161800 22 21 25 21 24 34
ENSG00000161813 17 15 13 13 23 27
ENSG00000161835 6 6 5 6 9 8
ENSG00000161847 42 43 42 38 36 35
ENSG00000161888 3 7 7 6 8 13
ENSG00000161896 2 1 2 2 0 1
ENSG00000161904 56 54 58 64 43 48
ENSG00000161914 6 5 5 4 4 5
ENSG00000161920 15 15 16 12 22 21
ENSG00000161921 1 1 1 1 1 1
ENSG00000161939 30 32 54 39 34 32
ENSG00000161955 0 0 1 1 2 2
ENSG00000161956 41 39 48 40 49 51
ENSG00000161958 16 15 17 12 7 8
ENSG00000161960 889 849 850 717 1418 1429
ENSG00000161970 1405 1381 1420 1526 1067 891
ENSG00000161980 8 8 8 6 13 12
ENSG00000161981 19 23 25 17 39 39
ENSG00000161996 7 10 6 6 9 10
ENSG00000161999 92 96 88 89 72 80
ENSG00000162004 1 1 1 1 2 2
ENSG00000162032 43 46 45 51 31 29
ENSG00000162062 3 2 2 2 5 5
ENSG00000162063 9 9 10 9 8 11
ENSG00000162065 6 7 6 6 11 12
ENSG00000162066 4 3 3 3 8 8
ENSG00000162068 1 1 1 1 0 0
ENSG00000162073 10 9 8 5 6 9
ENSG00000162076 74 75 88 78 72 70
ENSG00000162078 1 1 0 0 1 0
ENSG00000162086 5 4 5 5 8 8
ENSG00000162104 43 49 53 64 32 35
ENSG00000162105 5 5 2 2 8 8
ENSG00000162129 4 4 4 5 4 5
ENSG00000162139 2 2 2 2 2 2
ENSG00000162144 33 30 33 26 42 37
ENSG00000162148 2 2 2 3 1 1
ENSG00000162191 122 115 134 127 125 121
ENSG00000162194 15 14 17 14 24 23
ENSG00000162222 31 36 31 31 30 38
ENSG00000162227 6 8 7 6 13 10
ENSG00000162231 33 34 32 36 41 43
ENSG00000162236 101 92 102 112 84 83
ENSG00000162241 1 1 0 1 1 1
ENSG00000162244 1527 1518 1535 1651 1251 1102
ENSG00000162267 1 1 1 1 1 0
ENSG00000162290 49 47 51 51 37 47
ENSG00000162298 38 40 38 45 31 37
ENSG00000162300 36 40 42 50 40 35
ENSG00000162302 34 32 37 30 57 52
ENSG00000162337 43 56 54 71 39 48
ENSG00000162341 6 7 5 4 11 12
ENSG00000162368 125 108 109 119 129 122
ENSG00000162377 3 4 4 2 5 6
ENSG00000162378 25 29 27 28 23 24
ENSG00000162383 3 2 4 2 3 4
ENSG00000162384 67 63 67 70 62 62
ENSG00000162385 26 23 18 16 79 76
ENSG00000162390 1 1 1 0 1 1
ENSG00000162396 4 4 4 4 4 4
ENSG00000162402 23 23 24 27 23 28
ENSG00000162407 81 89 52 73 143 170
ENSG00000162408 4 5 5 5 8 7
ENSG00000162409 2 2 1 1 3 4
ENSG00000162413 21 25 21 27 21 19
ENSG00000162419 5 4 5 5 5 5
ENSG00000162426 21 25 23 21 18 19
ENSG00000162430 289 288 308 296 219 236
ENSG00000162433 53 56 53 60 31 34
ENSG00000162434 73 82 77 87 84 88
ENSG00000162437 2 5 2 5 5 8
ENSG00000162441 11 13 12 12 10 11
ENSG00000162458 96 86 79 66 164 159
ENSG00000162482 0 1 1 0 1 1
ENSG00000162493 1 0 0 0 12 18
ENSG00000162496 46 39 35 33 76 49
ENSG00000162512 70 82 48 40 146 132
ENSG00000162517 70 75 75 78 71 75
ENSG00000162520 50 44 46 44 81 75
ENSG00000162521 30 28 30 31 34 37
ENSG00000162522 25 25 36 38 13 14
ENSG00000162526 1 1 2 1 1 5
ENSG00000162542 14 14 15 14 13 15
ENSG00000162545 362 363 348 327 171 177
ENSG00000162551 20 16 7 4 6 7
ENSG00000162572 7 10 9 10 7 6
ENSG00000162576 437 445 450 442 513 520
ENSG00000162585 37 35 37 37 30 27
ENSG00000162591 8 7 3 3 6 7
ENSG00000162595 1 2 0 0 2 1
ENSG00000162600 9 10 11 9 11 12
ENSG00000162601 10 8 10 9 15 17
ENSG00000162604 31 30 28 32 31 27
ENSG00000162607 26 26 24 27 28 37
ENSG00000162613 35 34 41 33 51 60
ENSG00000162614 121 111 133 104 167 179
ENSG00000162616 71 71 66 63 63 70
ENSG00000162618 6 7 3 3 14 11
ENSG00000162620 1 1 1 1 1 1
ENSG00000162623 18 20 18 19 21 22
ENSG00000162627 70 72 69 64 77 74
ENSG00000162630 24 17 27 24 18 28
ENSG00000162631 1 0 0 0 0 0
ENSG00000162636 8 8 10 11 4 6
ENSG00000162639 1 2 1 1 1 1
ENSG00000162642 20 17 16 15 20 20
ENSG00000162643 1 2 2 1 2 2
ENSG00000162645 36 30 46 32 42 41
ENSG00000162650 2 2 1 1 2 2
ENSG00000162664 2 2 2 2 9 10
ENSG00000162688 13 13 12 9 14 15
ENSG00000162692 33 19 16 4 254 206
ENSG00000162694 33 28 31 26 44 50
ENSG00000162695 13 11 11 11 17 17
ENSG00000162702 19 20 16 16 19 21
ENSG00000162704 111 100 115 95 120 118
ENSG00000162714 21 20 22 24 14 16
ENSG00000162722 5 11 7 6 11 11
ENSG00000162729 35 28 31 30 45 39
ENSG00000162733 35 37 35 35 39 45
ENSG00000162734 491 475 554 448 445 450
ENSG00000162735 67 69 73 72 58 60
ENSG00000162736 118 130 123 141 117 128
ENSG00000162745 1 2 1 0 1 0
ENSG00000162746 1 1 1 0 2 1
ENSG00000162755 1 1 2 2 1 1
ENSG00000162757 1 1 1 1 1 1
ENSG00000162769 2 2 2 2 3 3
ENSG00000162772 31 31 34 39 22 27
ENSG00000162775 7 7 7 7 7 7
ENSG00000162777 7 7 8 11 2 3
ENSG00000162783 65 69 70 65 44 44
ENSG00000162804 6 4 4 3 7 6
ENSG00000162813 28 26 27 26 26 28
ENSG00000162817 1 0 1 1 0 0
ENSG00000162819 28 26 33 39 30 32
ENSG00000162836 3 3 2 3 2 2
ENSG00000162849 1 1 0 0 2 3
ENSG00000162851 12 13 11 12 23 19
ENSG00000162852 18 19 19 17 20 20
ENSG00000162869 22 24 23 23 23 22
ENSG00000162878 33 30 26 21 63 57
ENSG00000162881 0 1 1 1 0 0
ENSG00000162882 5 4 2 4 0 1
ENSG00000162885 12 9 10 8 10 11
ENSG00000162889 136 140 137 151 105 101
ENSG00000162894 1 1 1 1 0 0
ENSG00000162909 492 451 543 482 603 640
ENSG00000162910 30 33 26 29 26 27
ENSG00000162913 1 1 1 1 1 1
ENSG00000162923 93 89 93 94 88 96
ENSG00000162924 1 1 1 1 1 1
ENSG00000162927 1 2 2 3 3 2
ENSG00000162928 8 7 6 6 11 13
ENSG00000162929 6 6 5 3 8 9
ENSG00000162931 0 0 1 0 1 1
ENSG00000162944 4 3 4 3 1 2
ENSG00000162946 4 4 4 4 4 6
ENSG00000162959 19 18 21 18 20 19
ENSG00000162961 44 40 51 42 45 41
ENSG00000162971 3 3 3 3 5 4
ENSG00000162972 22 15 22 17 19 22
ENSG00000162976 48 39 45 48 37 37
ENSG00000162980 24 19 18 20 24 22
ENSG00000162981 2 2 2 1 1 1
ENSG00000162994 0 1 0 1 1 2
ENSG00000162997 1 2 1 2 1 3
ENSG00000162999 0 0 1 1 1 1
ENSG00000163001 60 49 59 70 61 57
ENSG00000163002 5 3 5 3 4 7
ENSG00000163006 1 1 0 1 1 2
ENSG00000163013 2 2 1 1 5 3
ENSG00000163017 697 588 729 581 852 991
ENSG00000163026 9 10 12 10 7 9
ENSG00000163029 17 14 16 14 17 25
ENSG00000163040 1 2 2 2 7 4
ENSG00000163041 194 159 201 163 170 165
ENSG00000163050 3 3 3 6 4 4
ENSG00000163053 4 3 5 5 4 4
ENSG00000163067 7 8 7 9 6 4
ENSG00000163069 138 143 127 135 117 139
ENSG00000163071 25 29 27 34 8 8
ENSG00000163083 50 57 14 12 15 20
ENSG00000163093 9 8 9 9 10 9
ENSG00000163104 25 23 28 24 32 40
ENSG00000163110 58 54 56 45 73 79
ENSG00000163113 39 36 37 42 43 43
ENSG00000163125 16 16 17 16 13 15
ENSG00000163126 0 1 1 0 2 2
ENSG00000163131 3 4 4 3 2 2
ENSG00000163132 1 0 1 1 4 2
ENSG00000163138 2 2 3 1 3 3
ENSG00000163145 3 2 4 4 1 1
ENSG00000163155 9 8 8 8 9 8
ENSG00000163156 25 28 28 27 38 38
ENSG00000163159 72 60 75 67 90 80
ENSG00000163161 31 29 32 30 39 41
ENSG00000163162 31 35 36 37 25 32
ENSG00000163166 49 43 47 42 59 64
ENSG00000163170 8 8 7 7 8 8
ENSG00000163171 174 183 156 123 287 244
ENSG00000163191 1484 1649 1513 1437 1593 1492
ENSG00000163214 11 10 12 12 16 19
ENSG00000163219 0 1 0 1 0 1
ENSG00000163249 25 25 24 21 22 25
ENSG00000163251 0 0 1 1 0 1
ENSG00000163257 22 21 23 24 23 26
ENSG00000163281 10 9 9 8 13 14
ENSG00000163288 1 1 0 0 4 7
ENSG00000163291 13 11 11 10 10 10
ENSG00000163297 81 84 77 79 88 102
ENSG00000163312 5 6 7 6 7 8
ENSG00000163319 14 13 11 13 22 25
ENSG00000163320 58 51 59 55 59 61
ENSG00000163322 7 7 8 8 9 10
ENSG00000163328 8 8 6 6 7 6
ENSG00000163344 19 22 22 19 49 38
ENSG00000163346 138 140 135 137 164 176
ENSG00000163347 75 72 55 42 17 18
ENSG00000163348 22 23 25 22 21 23
ENSG00000163349 27 29 28 31 22 27
ENSG00000163359 4463 4435 4160 3593 4634 5581
ENSG00000163364 1 2 1 1 2 1
ENSG00000163374 47 38 51 49 38 42
ENSG00000163376 1 1 0 1 1 1
ENSG00000163378 14 17 15 14 27 29
ENSG00000163382 12 12 13 12 16 16
ENSG00000163386 32 38 27 30 32 31
ENSG00000163389 14 11 13 10 17 20
ENSG00000163399 268 274 301 339 228 257
ENSG00000163412 2 1 1 2 2 2
ENSG00000163428 9 9 7 8 11 11
ENSG00000163430 1687 1811 1610 1634 1522 1704
ENSG00000163431 77 68 82 81 138 134
ENSG00000163444 34 33 36 35 34 29
ENSG00000163449 1 0 0 0 1 1
ENSG00000163453 1941 2167 1634 1810 1783 1981
ENSG00000163462 4 4 5 4 9 8
ENSG00000163463 43 44 40 42 38 35
ENSG00000163466 448 412 472 411 545 494
ENSG00000163468 251 256 239 239 385 382
ENSG00000163472 6 7 8 10 5 4
ENSG00000163479 144 139 138 152 122 119
ENSG00000163481 18 23 22 22 37 26
ENSG00000163482 14 13 12 11 17 20
ENSG00000163486 87 83 91 94 83 98
ENSG00000163507 5 6 6 3 9 13
ENSG00000163510 18 13 19 20 21 26
ENSG00000163512 72 74 68 91 45 50
ENSG00000163513 189 185 212 187 103 135
ENSG00000163516 21 23 25 28 31 42
ENSG00000163517 15 17 13 16 14 15
ENSG00000163520 231 199 210 181 71 64
ENSG00000163521 6 7 4 5 7 10
ENSG00000163527 123 124 120 124 120 141
ENSG00000163528 12 11 13 12 18 15
ENSG00000163531 0 0 0 0 1 2
ENSG00000163535 6 7 7 6 6 11
ENSG00000163536 1 1 0 0 1 1
ENSG00000163539 11 11 13 12 12 13
ENSG00000163541 58 57 67 57 81 81
ENSG00000163545 26 29 28 24 33 30
ENSG00000163558 132 122 135 134 105 101
ENSG00000163565 65 57 77 79 69 78
ENSG00000163577 21 19 18 19 14 14
ENSG00000163584 78 77 87 69 71 59
ENSG00000163596 1 1 2 1 2 2
ENSG00000163597 70 79 69 68 48 45
ENSG00000163602 10 10 9 10 12 12
ENSG00000163605 39 38 36 37 39 48
ENSG00000163607 17 13 16 14 24 24
ENSG00000163608 22 19 24 23 30 27
ENSG00000163611 6 6 6 7 6 7
ENSG00000163617 1 2 1 1 2 3
ENSG00000163625 16 16 16 17 13 18
ENSG00000163626 8 9 10 9 8 8
ENSG00000163629 39 42 45 48 34 40
ENSG00000163633 7 6 7 6 5 7
ENSG00000163634 86 88 106 104 121 124
ENSG00000163635 12 12 13 15 11 13
ENSG00000163636 24 25 26 24 51 50
ENSG00000163637 18 18 14 16 20 22
ENSG00000163638 3 2 1 0 13 12
ENSG00000163644 3 2 4 4 1 2
ENSG00000163655 25 23 29 31 25 27
ENSG00000163659 65 64 69 75 37 31
ENSG00000163660 36 37 37 39 52 65
ENSG00000163661 188 186 160 106 214 223
ENSG00000163681 28 27 27 28 26 28
ENSG00000163682 728 690 701 714 570 522
ENSG00000163683 13 16 14 15 17 15
ENSG00000163684 4 3 2 2 3 4
ENSG00000163686 10 12 9 7 10 11
ENSG00000163689 3 4 3 5 2 1
ENSG00000163694 0 1 0 0 1 0
ENSG00000163697 53 50 57 55 34 36
ENSG00000163701 2 2 2 3 2 2
ENSG00000163702 38 36 43 35 32 36
ENSG00000163703 32 32 32 33 21 20
ENSG00000163704 6 7 8 8 9 6
ENSG00000163714 27 27 23 22 33 43
ENSG00000163719 30 33 37 37 31 31
ENSG00000163728 10 11 11 10 21 25
ENSG00000163734 1 0 0 0 2 1
ENSG00000163738 1 1 1 1 2 2
ENSG00000163739 14 7 2 1 9 6
ENSG00000163743 12 10 12 11 10 12
ENSG00000163754 41 42 44 45 35 35
ENSG00000163755 48 44 51 55 32 33
ENSG00000163781 12 12 13 13 16 20
ENSG00000163785 41 40 37 37 41 47
ENSG00000163788 17 20 19 20 16 18
ENSG00000163794 1 2 0 1 0 1
ENSG00000163795 24 24 21 15 33 28
ENSG00000163798 11 12 11 13 17 16
ENSG00000163803 0 0 0 0 1 0
ENSG00000163807 18 17 18 17 14 14
ENSG00000163808 2 4 3 4 4 7
ENSG00000163811 25 29 24 27 40 42
ENSG00000163812 15 14 17 15 14 13
ENSG00000163814 110 98 141 124 30 37
ENSG00000163815 25 36 44 51 11 17
ENSG00000163818 10 10 10 12 12 13
ENSG00000163820 39 38 47 48 39 41
ENSG00000163823 1 1 1 1 0 1
ENSG00000163825 0 1 1 0 0 0
ENSG00000163827 53 45 47 54 23 23
ENSG00000163832 24 26 25 19 34 37
ENSG00000163840 18 20 22 18 15 19
ENSG00000163848 15 15 15 15 15 16
ENSG00000163866 9 8 9 8 16 14
ENSG00000163867 7 8 7 7 9 9
ENSG00000163870 31 34 35 45 26 28
ENSG00000163872 45 45 44 43 50 53
ENSG00000163874 14 12 11 9 17 13
ENSG00000163875 29 29 27 28 25 25
ENSG00000163877 7 8 6 8 10 8
ENSG00000163879 12 15 15 17 8 6
ENSG00000163882 46 39 41 38 47 44
ENSG00000163884 2 1 2 3 1 1
ENSG00000163888 0 0 0 0 1 0
ENSG00000163900 9 9 8 9 10 10
ENSG00000163902 404 405 393 390 380 432
ENSG00000163904 26 26 31 32 22 23
ENSG00000163913 12 11 15 14 15 15
ENSG00000163918 15 15 19 17 16 29
ENSG00000163923 21 22 25 30 26 19
ENSG00000163930 46 49 49 46 58 57
ENSG00000163931 174 158 197 207 163 145
ENSG00000163932 34 34 36 32 29 29
ENSG00000163933 14 14 14 12 17 19
ENSG00000163935 0 1 1 0 1 2
ENSG00000163938 94 94 100 108 116 120
ENSG00000163939 24 23 23 19 39 40
ENSG00000163945 2 2 2 2 4 4
ENSG00000163946 35 33 33 34 30 31
ENSG00000163947 1 1 1 1 2 3
ENSG00000163950 85 84 83 88 62 79
ENSG00000163956 32 36 33 36 39 42
ENSG00000163959 2 1 0 1 3 3
ENSG00000163960 27 31 26 28 22 26
ENSG00000163961 7 7 8 8 8 8
ENSG00000163964 19 17 18 16 15 17
ENSG00000163975 1 1 1 1 1 1
ENSG00000164002 3 2 2 1 4 6
ENSG00000164008 3 3 3 3 3 4
ENSG00000164010 17 22 18 19 14 16
ENSG00000164011 5 4 6 8 8 8
ENSG00000164022 20 21 21 18 24 29
ENSG00000164023 16 19 15 17 22 28
ENSG00000164024 61 50 65 63 69 71
ENSG00000164031 28 28 30 26 33 37
ENSG00000164032 217 194 211 189 224 247
ENSG00000164038 7 7 7 6 5 6
ENSG00000164039 25 22 23 22 33 38
ENSG00000164040 245 229 206 214 312 357
ENSG00000164045 3 4 3 1 3 4
ENSG00000164048 2 3 2 2 4 4
ENSG00000164050 17 18 13 12 21 22
ENSG00000164051 9 8 7 11 16 16
ENSG00000164053 4 4 4 3 3 4
ENSG00000164054 338 328 369 358 226 233
ENSG00000164056 16 9 13 13 3 6
ENSG00000164062 83 85 91 90 93 84
ENSG00000164066 2 3 3 3 3 4
